,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/MP/MIN/56728/2016,5314/2016,RAGHUNATHPURA SAND MININIG,DIGIANA INDUSTRIES PVT LTD,Rejection Letter Granted,EC,
1,2,SIA/MP/MIN/56739/2016,5304/2016,SEVTI SAND MINING,SAINIK FOODS PVT LD,EC Granted,EC,
2,3,SIA/MP/MIN/52760/2016,,"PAREI RIVER SAND DEPOSIT QUARRY
VILLAGE- PAREI
TEHSIL- GOURIHAR
DISTRICT- CHHATARPUR
AREA- 5.000 HECTARE
KHASRA NO.- 613/1
LESSEE- MS DIGIANA INDUSTRIES PVT LTD",DIGIANA INDUSTRIES PVT LTD,Delisted,EC,
3,4,SIA/MP/MIN/36441/2015,,"project Satpaiya Flag Stone Quarry
at Khasra no. 229/1/MIN/1 in Village – Satpaiya, Tehsil – Chanderi & District – Ashok Nagar.Shri.Vrijendra Narayan Mishra , S/o Shri Surya Narayan Mishra, Res. – Village:Basant Street ,Tehsil- Chanderi, 
District",BABA COMPANY,Delisted,EC,
4,5,SIA/MP/MIN/36460/2015,,RAMMANA BASALT STONE QUARRY AREA - 2.000 HECT KH NO - 05 AT VILL - RAMMANNA TH - DEORI DISST - SAGAR MP LESSEE SHRI RAJENDRA MISHRA RESI JHUNKU WARD TH - DEVRI DISST - SAGAR MP PROPOSED PRODUCTION 27000 CU MTR,CRUSHER STONE MINING,Delisted,EC,
5,6,SIA/MP/MIN/36463/2015,,"CHEVLA CRUSHER STONE QUARRY
VILLAGE- CHEVLA
TEHSIL- DEVRI
DISTT- SAGAR
AREA- 1.000 HECTARE
PRODUCTION- 8550 CUM/YEAR
KH.NO.- 01
LESSEE- SMT BHAGWATI BAI
R/O SILARPUR 
TEHSIL- DEVRI
DISTT- SAGAR(MP)",CRUSHER STONE MINING,Delisted,EC,
6,7,SIA/MP/MIN/36547/2015,,Sunderlaldubey,SHARAD KUMAR DUBEY,Delisted,EC,
7,8,SIA/MP/MIN/36571/2015,,BISLONI SAND STONE QUARRY APPLICANT SHRI RAJESH KUMAR SAXENA.,RAJESH KUMAR SAXENA,Delisted,EC,
8,9,SIA/MP/MIN/36579/2015,,"Amoch Dolomite Block (Marble),Dolomite,Laterite and Fireclay Deposit 
M/S-Shubham Minerals  and Mining Co. 
(Partner)Mr-Praveen Modi,
Village- Amoch Tehsil- Bahoriband dist. Katni (MP)",BABA COMPANY,Delisted,EC,
9,10,SIA/MP/MIN/36586/2015,,"Baidiya Stone Deposit Mine Area- 1.500 ha, Shri Sherubhai",DEEPAK GUPTA,Delisted,EC,
0,11,SIA/MP/MIN/36474/2015,,"CheelPahadi Boulder Stone for Crusher Mine, Village - Cheelpahadi, Tehsil - Banda, District - Sagar(M.P.), Area- 2.00 Ha, Khasra No. 787, Applicant - Smt. Madhvi Singh",SMT MADHVI SINGH,Delisted,EC,
1,12,SIA/MP/MIN/36476/2015,,bagoda flag stone quarry of shri vijyendra singh dangi kh 212 kurwai,PRAVEEN JAIN,Delisted,EC,
2,13,SIA/MP/MIN/36555/2015,,"Sondwa Stone Crusher Area- 3.00 ha
Shri Lokesh Kumar Patidar",DEEPAK GUPTA,Delisted,EC,
3,14,SIA/MP/MIN/36591/2015,,"Baheriya Finished Sandstone (Furhi-Patthar) Mine, Village - Baheriya, Tehsil - Jabera & District – Damoh (M.P.) ,Area - 0.49 Hectare, Applicant - Rameshwar Dubey",RAMESHWAR DUBEY,Delisted,EC,
4,15,SIA/MP/MIN/36593/2015,,"0.998 Hectare Korja Stone Quarry (Existing)
Of
Shri Dilip Kumar Jaiswal S/o Shri Suddhu Lal Ji
Jaiswal
At
Vill.-Korja, Teh.-Kotma,
Dist.-Anuppur (M.P.)",DILIP JAISWAL,Delisted,EC,
5,16,SIA/MP/MIN/36608/2015,,"Jetpur Stone Mine Area- 2.00 ha 
Shri Prateek Gehlot",DEEPAK GUPTA,Delisted,EC,
6,17,SIA/MP/MIN/37144/2015,,"The applicant Shri Rahul S/O Rajendra Singhal Resident of
22, White Church Colony Indore Dist Indore has sanctioned stone quarry lease on survey no. 555/3/2, 556/2  of village Badiakima over an area of 1.374 Hac land needs EC.",CK DOSHI,Delisted,EC,
7,18,SIA/MP/MIN/37147/2015,,Dadar Low Grade Lime Stone Quarry of Shri Umesh Pandey S/O Shri Ram Kishore Pandey,UMESH PANDEY,Delisted,EC,
8,19,SIA/MP/MIN/37148/2015,,"Rojhauhi flagstone Quarry of Shri Vikash Singh  at Khasra No. 57/2,Area: 0.404 Hectare Vill. – Rojhauhi, Tehsil- Sirmaur,
District- Rewa (Madhya Pradesh)",VIKAS SINGH AT VILLAGE ROJHAUHI TEHSIL SIRMAUR DISTRICT REWA,Delisted,EC,
9,20,SIA/MP/MIN/37151/2015,,"MAJHGANWA METAL STONE QUARRY
KHASRA NO 444/6
AREA 1.420 HA
PRODUCTION 11810 CUM PER YEAR
LESSEE SMT PRATIMA SINGH",CRUSHER STONE MINING,Delisted,EC,
0,21,SIA/MP/MIN/60072/2016,,DEHRGAON/BHAYAWADI SAND DEPOSIT AREA 6.250 HECT,SAINIK FOODS PVT LTD,Delisted,EC,
1,22,SIA/MP/MIN/93707/2019,5915/2019,Pipalkhunta Crusher Stone Quarry,MAHENDRA RATHORE,EC Granted,EC,
2,23,SIA/MP/MIN/38211/2019,project Registered with case no. 6489/2019.,"Khamhariya Dungariya ,  Stone Mine (ML Area 1.20hect.)",KHAMARIYA DUNGARIYA METAL STONE,EC Granted,EC,
3,24,SIA/MP/MIN/44667/1900,6608/2019,Kalyanpur Murrum Deposit of Shri Mohammad Maksud,SHRI MOHAMMAD MAKSUD,EC Granted,EC,
4,25,SIA/MP/MIN/44704/2018,5726/2018,"Naraura Limestone Mine in an area of 10.90 Ha, at Village Naraura, Tehsil – Maihar, District- Satna, M.P. by M/s. Sada Constructions",MS SADA CONSTRUCTION,EC Granted,EC,
5,26,SIA/MP/MIN/44986/2018,5817/2019,"NIMHA LATERITE, OCHRE AND WHITE CLAY DEPOSIT",SH UMESH KHEMKA,EC Granted,EC,
6,27,SIA/MP/MIN/40660/2016,,Bandol Metal Stone Quarry of Shri Vijay Kumar Sahu S/O Shri Tulsiram Sahu,SHRI VIJAY KUMAR SAHU,Delisted,EC,
7,28,SIA/MP/MIN/40716/2016,,Banki Metal Stone Quarry Of Smt Sangeeta Sanodiya,SANGEETA SANODIYA,Delisted,EC,
8,29,SIA/MP/MIN/181969/2020,7916/2020,Tindoniya Murum Quarry,SARJAN SINGH,EC Granted,EC,
9,30,SIA/MP/MIN/50486/2016,,"Crusher Stone Quarry
 Applicant Sarjan Singh 
Village Jogidata Tehsil and District Rajgarh",JOGIDATA CRUSHER STONE QUARRY TEHSIL AND DISTRICT RAJGARH,Delisted,EC,
0,31,SIA/MP/MIN/36880/2015,,"Girol Crusher Stone Deposit, Capacity- 50000 Cubic Meter per
year, lease area- 2.30 Ha Lease period – 10 year, Shri Rajendra Singh Dangi,Resi. Station road Mungaoli, Teh.- Mungaoli Dist. Ashoknagar (M.P.)",mining of minerals,Delisted,EC,
1,32,SIA/MP/MIN/36891/2015,,Ramghari Metal Stone Quarry of Shri Chandrashekhar Sahu,SHRI CHANDRASHEKHAR SAHU,Delisted,EC,
2,33,SIA/MP/MIN/36909/2015,,Ranayrapeer Stone mine,NATHULAL PATIDAR,Delisted,EC,
3,34,SIA/MP/MIN/37546/2015,,"KUDARI STONE DEPOSIT QUARRY
LEASE AREA – 1.50 HA. KHASRA NUMBER 27/1, SHRI MUKESH S/O NARAYAN PRASAD KABIRPANTHI
RESI. – VILL.- KUDARI, THE.- SAGAR, DISTT.- SAGAR (MP)",mining of minerals,Delisted,EC,
4,35,SIA/MP/MIN/37553/2015,,"Environmental Clearance for Kudari
Stone Deposit,Capacity- 11400 Cubic Meter per year, lease area- 1.80 Ha,Shri Nitin Sahu,Resi. – Itwari Bazar, Dist. Sagar (M.P.)",mining of minerals,Delisted,EC,
5,36,SIA/MP/MIN/37598/2015,,"Environmental Clearance for Bhartiya flag stone
Stone, Smt. Mankuwar bai, Add-Kishani Muhalla, Tehsil- Banda, Dist. Sagar (M.P.)",mining of minerals,Delisted,EC,
6,37,SIA/MP/MIN/37617/2015,,"BADHAMAR STONE QUERRY
AREA-0.404
KHASRA NO-263/2
PRODUCTION-7054
VILL- BADHAMAR
TEH-PUSHPRAJGHARD
DIST- ANUPPUR MP
LESSEE- AKANKSHA GUPTA
R/O MAIN ROAD JAITHRI
TEH-JAITHRI
DIST-ANUPPUR MP",CRUSHER STONE MINING,Delisted,EC,
7,38,SIA/MP/MIN/37626/2015,,PTNA STONE QUERRY DEPOSIT AREA 0.809 HECT. KH. NO. 8/1 VILLAGE PATNA TEHSIL PUSHPRAJGARGH  SMT LAXMI DEVI KHEDIYA W/O SHRI HARINARAYAN KHEDIYA,CRUSHER STONE MINING,Delisted,EC,
8,39,SIA/MP/MIN/37649/2015,,"DEVKULIYA STONE QUARRY DEPOSIT
VILLAGE- DEVKULIYA
TEHSIL- RAJNAGAR
DISTRICT- CHHATARPUR
MP
AREA- 2.000 HECTARE
PRODUCTION- 17140 CUM/YEAR
KH.NO.- 270
LESSEE- SMT URMILA PATERIYA
R/O HANUMAN TORIYA
DISTT- CHHATARPUR
MP",CRUSHER STONE MINING,Delisted,EC,
9,40,SIA/MP/MIN/35818/2015,,Barkheda Bondar Metal Stone Quarry of Shri Somnath Shah,SHRI SOMNATH SHAH,Delisted,EC,
0,41,SIA/MP/MIN/50546/2016,,"Payli Soil Quarry
Mining Project:-Category ‘B2’
Area: 0.534 Hectare (1.32 Acre)
Khasra No. 237
Vill. – Payli , Tehsil- Balaghat,
District- Balaghat (Madhya Pradesh)",SMT VIMLA PATEL WO SHRI ARVIND PATEL,Delisted,EC,
1,42,SIA/MP/MIN/35932/2015,,"Budore stone quarry
Area - 4.0 ha
of M/s. Khajuraho Minerals",KHAJURAHO MINERALS,Delisted,EC,
2,43,SIA/MP/MIN/28285/2016,5168/2016,capacity expansion and modernization of Pandarwani Mn ore mine (4.232ha),D P RAI,EC Granted,EC,
3,44,SIA/MP/IND2/28288/2017,5649/2018,Enaltec Labs Pvt Ltd,ENALTEC LABS PVT LTD,EC Granted,EC,
4,45,SIA/MP/MIN/49257/2016,,Arnyamangir Metal Stone Quarry Of Shri Palash Dua S/o Shri Kamlesh Dua,PALASH DUA,Delisted,EC,
5,46,SIA/MP/MIN/28607/2016,5310/2016,"Manganese Ore Mine of Shri Sunil Kumar Kalwani, situated on Khasra No. 237/1,237/2,238/1,238/2,238/3,239/3,240/1/4/9/10/11,251/2 near village Arjuni, in Tehsil Katangi, District Balaghat, Madhya Pradesh state over an area of 3.238 Ha",SUNIL KUMAR KALWANI,EC Granted,EC,
6,47,SIA/MP/MIN/37393/2015,,"Environmental Clearance for  Goalwadi Crusher Stone  Quarry  ,Capacity- 3,000 Cubic Meter per year, lease area- 2.0 Ha ,606,Goalwadi,Segaon,Khargone
Shri Sunil S/o Rewaram Patidar,Resi. – Vill- Goalwadi, Segaon Dist. -Khargone  (M.P.)",mining of minerals,Delisted,EC,
7,48,SIA/MP/MIN/37399/2015,,"1.50 Hectare Choura Pahar Flag Stone Quarry
Of
Shri Suresh Kumar Gupta
At
Vill.- Choura Pahar, Teh.- Mauganj , Dist.- Rewa
(M.P.)",SURESH KUMAR GUPTA,Delisted,EC,
8,49,SIA/MP/MIN/37402/2015,,CRUSHER STONE DEPOSITE AREA 4.000 HA IN VILLAGE PHAVDA DISTRICT DEWAS APPLICANT SMT. SHABNAM HUSAIN,mining of minerals,Delisted,EC,
9,50,SIA/MP/MIN/37412/2015,,"ENVIRONMENTAL CLERANCE FOR FLAG STONE DEPOSITE AREA 0.420 HA IN VILLAGE GORA KATYA
	              DISTRICT SAGAR APPLICANT SHRI HARI SINGH THAKUR",mining of minerals,Delisted,EC,
