,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/MP/MIN/224124/2021,8645/2021,Bhandariya Crusher Stone Quarry,BHANU PRATAP SINGH S/O SHRI YASHPAL SINGH SISODIYA,Rejected - Processed offline,EC,
1,2,SIA/MP/MIN/159906/2020,7484/2020,samnapurkala stone quarry,SHRI PREM SINGH .,Delisted,EC,
2,3,SIA/MP/MIN/44010/2019,,MOHANPURA STONE QUARRY,NITIN KUMAR SARAVGI,Delisted,EC,
3,4,SIA/MP/MIN/36373/2015,,"JAT KHERA SOIL BRICK MINE
VILLAGE- JAT KHERA
TEHSIL AND DISTRICT- SHEOPUR (MP)
AREA- 3.816 HECTARE
PRODUCTION- 3000 CUM/YEAR
KH.NO.-238, 244, 245,248,250 m-1 and 251
LESSEE- MONA SARAFF
R/O WARD NO. 13
SABZIMANDI SHEOPUR (MP)",CRUSHER STONE MINING,Delisted,EC,
4,5,SIA/MP/MIN/132698/2019,6855/2020,Mamaun Metal Stone Quarry,"M/S KALASH MINERALS, PARTNER SHRI HEMANT AGRAWAL",EC Granted,EC,
5,6,SIA/MP/MIN/132951/2019,,Naina Stone Quarry,MS BALAJI STONE CRUSHER1,Delisted,EC,
6,7,SIA/MP/MIN/45581/1900,6661/2019,Bicharpur Stone Quarry of Shri Dharamraj Yadav,DHARAMRAJ YADAV,EC Granted,EC,
7,8,SIA/MP/MIN/36970/2015,,"Environmental Clearance for Bihirna Crusher Stone Deposit Quarry, lease area- 2.00 Ha Lease period – 10 year,Balaji Stone Crusher,Resi. 118, New Adarsh Nagar, Balkeshwar, Agra (U.P.)",mining of minerals,Delisted,EC,
8,9,SIA/MP/MIN/36984/2015,,Kurmithel Ryt Metal Stone Quarry of Chandrasekhar Rai S/o Shri Narendra Rai,CHANDRASEKHAR RAI,Delisted,EC,
9,10,SIA/MP/MIN/37003/2015,,"Environmental Clearance for Domwada  Crusher Stone Deposit  Quarry,Capacity- 2500 CUM, lease area- 1.00 Ha,20/1/1,Domwada,Segaon,Khargone,Laxman S/o Kalusingh Chouhan, Resi. Village- Lehaku, Teh.-Segaon, Khargone (M.P.)",mining of minerals,Delisted,EC,
0,11,SIA/MP/MIN/37399/2015,,"1.50 Hectare Choura Pahar Flag Stone Quarry
Of
Shri Suresh Kumar Gupta
At
Vill.- Choura Pahar, Teh.- Mauganj , Dist.- Rewa
(M.P.)",SURESH KUMAR GUPTA,Delisted,EC,
1,12,SIA/MP/MIN/37402/2015,,CRUSHER STONE DEPOSITE AREA 4.000 HA IN VILLAGE PHAVDA DISTRICT DEWAS APPLICANT SMT. SHABNAM HUSAIN,mining of minerals,Delisted,EC,
2,13,SIA/MP/MIN/37412/2015,,"ENVIRONMENTAL CLERANCE FOR FLAG STONE DEPOSITE AREA 0.420 HA IN VILLAGE GORA KATYA
	              DISTRICT SAGAR APPLICANT SHRI HARI SINGH THAKUR",mining of minerals,Delisted,EC,
3,14,SIA/MP/MIN/37414/2015,,KANPOHRA FLAGSTONE QUARRY (SHRI SHAILENDRA SHARMA) vill kanpohra tehsil and district Raisen,SHAILENDRA SHARMA,Delisted,EC,
4,15,SIA/MP/MIN/37417/2015,,"project Panna Flag  Stone  Quarry at Khasra no. 520/1 in  Village – Panna, Tehsil – Panna & 
District – Panna. 
Mr.Devendra singh,s/o shri.Govind Singh Parmar,Res. – Near raj mandir palace panna ,Tehsil-Panna, District – Panna",DHEERAJ ASSOCIATE MINING,Delisted,EC,
5,16,SIA/MP/MIN/37438/2015,,Fulonda Stone Quarry,SMT CHANDRA YADAV,Delisted,EC,
