,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/MP/MIN/224083/2021,8643/2021,Bhandariya Crusher Stone Quarry,KULDEEP SINGH S/O SHRI BHAGWAN SINGH SISODIYA,Rejection Letter Granted,EC,
1,2,SIA/MP/MIN/36023/2015,,MALEGAWAN STONE QUARRY AREA- 0.405 HA (KOUSHALAYA BAI),SHANKAR LAL VISHWAKARMA,Delisted,EC,
2,3,SIA/MP/MIN/36071/2015,,"Environmental Clearance for dang Flag Stone Quarry Deposit at 
Khasra no. (1259), 
Village- dang, Tehsil - Rithi, District - Katni.
Lease Period-10 years, Lease area -2.850Ha., Proposed Capacity-15000 CU MT/Year.
Applicant – Mr-OM Prakash Upadhya",GSM COMPANY,Delisted,EC,
3,4,SIA/MP/MIN/36369/2015,,Jawasa Soil Quarry,JAI PRAKASH SHARMA,Delisted,EC,
4,5,SIA/MP/MIN/36401/2015,,"SHANKARPUR CRUSHER STONE QUARRY
VILLAGE- SHANKARPUR
TEHSIL-  GWALIOR
DISTRICT- GWALIOR
AREA- 4.600 HECTARE
PRODUCTION- 50000 CUM/YEAR
KH.NO.- 536, 537/2
LESSEE- M/S AMBIKA STONE INDUSTRIES
PROP.- LATA SHARMA 
R/O - LASKAR
DISTRICT- GWALIOR",CRUSHER STONE MINING,Delisted,EC,
5,6,SIA/MP/MIN/49739/2016,,"Samnapur kala Stone / Boulder Deposit, 3.440 ha",SANJAY KOTHARI,Delisted,EC,
6,7,SIA/MP/MIN/36692/2015,,"Majhguwan Ahir Boulder Stone of Basalt Mine, Village - Majhguwan Ahir, Tehsil-Sagar & District - Sagar(M.P.) ,Area - 2.0  Hectare, Khasra No. 93, Applicant - Tulsiram Ahirwar",TULSIRAM AHIRWAR,Delisted,EC,
7,8,SIA/MP/MIN/36723/2015,,Chakantu  Stone (Gitty) Quarry of Smt. Mithlesh w/o Shri Pushpendra Singh Sengar R/o Gwalior,FIRST NATURE CARE,Delisted,EC,
8,9,SIA/MP/MIN/36724/2015,,"Choura Pahar Flag Stone Quarry
Mining Project:-Category ‘B2’
Area: 1.214 Hectare
Khasra No. 119/7
Vill. – Choura Pahar, Tehsil- Mauganj,
District- Rewa (Madhya Pradesh)",SHRI SURESH KUMAR GUPTA,Delisted,EC,
9,10,SIA/MP/MIN/36799/2015,,Pandupipariya Metal Stone Quarry of Shri Guwal Tiwari,SHRI GUWAL TIWARI,Delisted,EC,
0,11,SIA/MP/MIN/37399/2015,,"1.50 Hectare Choura Pahar Flag Stone Quarry
Of
Shri Suresh Kumar Gupta
At
Vill.- Choura Pahar, Teh.- Mauganj , Dist.- Rewa
(M.P.)",SURESH KUMAR GUPTA,Delisted,EC,
1,12,SIA/MP/MIN/37402/2015,,CRUSHER STONE DEPOSITE AREA 4.000 HA IN VILLAGE PHAVDA DISTRICT DEWAS APPLICANT SMT. SHABNAM HUSAIN,mining of minerals,Delisted,EC,
2,13,SIA/MP/MIN/37412/2015,,"ENVIRONMENTAL CLERANCE FOR FLAG STONE DEPOSITE AREA 0.420 HA IN VILLAGE GORA KATYA
	              DISTRICT SAGAR APPLICANT SHRI HARI SINGH THAKUR",mining of minerals,Delisted,EC,
3,14,SIA/MP/MIN/37414/2015,,KANPOHRA FLAGSTONE QUARRY (SHRI SHAILENDRA SHARMA) vill kanpohra tehsil and district Raisen,SHAILENDRA SHARMA,Delisted,EC,
4,15,SIA/MP/MIN/37417/2015,,"project Panna Flag  Stone  Quarry at Khasra no. 520/1 in  Village – Panna, Tehsil – Panna & 
District – Panna. 
Mr.Devendra singh,s/o shri.Govind Singh Parmar,Res. – Near raj mandir palace panna ,Tehsil-Panna, District – Panna",DHEERAJ ASSOCIATE MINING,Delisted,EC,
5,16,SIA/MP/MIN/37438/2015,,Fulonda Stone Quarry,SMT CHANDRA YADAV,Delisted,EC,
6,17,SIA/MP/MIN/37449/2015,,"LALPUR STONE CRUSHER
VILLAGE- LALPUR
TEHSIL- SOHAGPUR
DISTRICT-SHAHDOL
MP
AREA- 1.214 HECTARE
KH.NO.- 96, 98
PRODUCTION- 2850 CUM/YEAR
LESSEE- M/S BALVER STONE CRUSHER
PROP- SHRI BALVER SINGH CHABRA
R/O BUDAR 
DISTT- SHAHDOL
MP",CRUSHER STONE MINING,Delisted,EC,
7,18,SIA/MP/MIN/37453/2015,,Bibdod Stone mine,RAMJAS VIJAYVARGIYA,Delisted,EC,
8,19,SIA/MP/MIN/37464/2015,,RANIPURA CALCITE DEPOSIT,SHEETAL,Delisted,EC,
9,20,SIA/MP/MIN/37466/2015,,"Purwamall Stone Quarry
Mining Project:-Category ‘B2’
Area: 1.00 Hectare
Khasra No. 122
Vill. – Purwamall, Tehsil- Lakhanadoun,
District- Seoni (Madhya Pradesh)",AASHISH KUMAR PANDEY,Delisted,EC,
