,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/HP/MIN/41548/2019,SEIAA/2019/659,"“Sand, Stone & Bajri Mining Project”",TRIPTA,Rejected - Processed offline,EC,
1,2,SIA/HP/MIN/43286/2019,,M/S RK STONE CRUSHER,M/S RK STONE CRUSHER,Delisted,EC,
2,3,SIA/HP/MIN/196948/2021,,Sand Stone and Bajri Mining Project by Sh Ved ram,SAND STONE AND BAJRI MINING PROJECT BY SH VED RAM,Delisted,EC,
3,4,SIA/HP/MIN/67912/2017,HPSEIAA/2017/556,"Mining of Sand, Stone & Bajri from Kunah Khad, situated at Mauza & Mohal Patyahu, & Jangal Proposed by Sh. Anmol Kumar",SHRI ANMOL KUMAR,Delisted,EC,
4,5,SIA/HP/MIN/93675/2019,HPSEIAA/2019/607,Mining of stone from hill slope proposed by   Sh. Ashok Gupta Partner M/s Sun Shine Mineral & Stone Crusher,SH. ASHOK GUPTA PARTNER M/S SUN SHINE MINERAL AND STONE CRUSHER,EC Granted,EC,
5,6,SIA/HP/MIN/57273/2016,,NAINA BRICK KILN,RAJESHBRICK,TransferToDEIAA,EC,
6,7,SIA/HP/MIN/58552/2016,,Hill Slope Mining By Shri Amar Singh,AMAR SINGH MANDI,TransferToDEIAA,EC,
7,8,SIA/HP/MIN/405042/2022,HPSEIAA/2022/1031,Hill slope mining for extraction of stone from Mauza/Mohal Jungle Ishta proposed by Sh. Yogesh Kumar Sood,UMA STONE CRUSHER,EC Granted,EC,
8,9,SIA/HP/MIN/67995/2017,HPSEIAA/2017/557,"sand,stone and bajri mining project by Sh Kishori Lal",SAND STONE AND BAJRI MINING BY SH KISHORI LAL,EC Granted,EC,
9,10,SIA/HP/MIN/221345/2021,HPSEIAA/2021/858,"Hill Slope Mining for extraction of Sand from Mauza/ Mohal Sihawla, proposed by Sh. Amit Bindal Prop. M/s Shoolini Yellow Mines.",SH. AMIT BINDAL PROP M/S SHOOLINI YELLOW MINES,EC Granted,EC,
0,11,SIA/HP/MIN/55639/2016,HPSEIAA/2016/510,"Mining of Sand, Stone & Bajri from Pali Khad, located at Mauza/Mohal Nawan Nagar, Tehsil Nalagarh, District Solan, HP.  Proposed by Sh. Sunil Kumar Garg  Prop. M/s Aggarwal Stone Crusher.",MS AGGARWAL STONE CRUSHER,Delisted,EC,
1,12,SIA/HP/MIN/63560/2017,,Mauza / Mohal Bella Indora mining Project,EIAASHWANI KUMAR,TransferToDEIAA,EC,
2,13,SIA/HP/MIN/63345/2017,,Mining of Minor mineral by shri Tej Pal,MINING OF MINOR MINERAL BY SHRI TEJENDER PAL,TransferToDEIAA,EC,
3,14,SIA/HP/MIN/74690/2018,HPSEIAA/2018/572,"Mohkampur Sand, Stone and Bajri Mine on Giri River",G P SINGH GULATI,Delisted,EC,
4,15,SIA/HP/MIN/129751/2019,,Sh. Rahul Pathania & Smt. Seema Devi- Mining Lease Area,SH. RAHUL PATHANIA & SMT. SEEMA DEVI - MINING LEASE AREA,Delisted,EC,
5,16,SIA/HP/MIN/196452/2021,HPSEIAA/2021/820,"“Sand, Stone & Bajri Mining Project” Haler",SH. HARSARAN DUTT,EC Granted,EC,
6,17,SIA/HP/MIN/73836/2018,HPSEIAA/2018/574,"Sand, Stone & bajri Falling in Mauza & Mohal Poanta, Tehsil Paonta Sahib, District Sirmaur, Himachal Pradesh with crusher unit of 45TPH. (Area 6.8655 Ha)",UMESH KHANDUJA,Delisted,EC,
7,18,SIA/HP/MIN/69237/2020,HPSEIAA/2021/899,"Mining of Stone boulder, Bajri and sand from Giri River Proposed by M/s A-One Enterprises Prop. Smt. Monika Garg.","MINING OF STONE BOULDER, BAJRI AND SAND FROM GIRI RIVER PROPOSED BY M/S A-ONE ENTERPRISES PROP. MONIKA GARG.",EC Granted,EC,
8,19,SIA/HP/MIN/22758/2018,HPSEIAA/2018-578,"Mining of Sand, Stone &Bajri from Chikni Khad Proposed by Smt Roshani Devi prop M/s Thakar Ruhani Stone Crusher",M/S THAKAR RUHANI STONE CRUSHER,EC Granted,EC,
9,20,SIA/HP/MIN/45772/2018,HPSEIAA/2018/595,"Mining of Sand, Stone & Bajri from Beas River proposed by Smt. Kalpana Devi Prop. M/s Kathla Mata Stone Crusher",MS SMT KALPANA DEVI PROP MS KATHLA MATA STONE CRUSHER,EC Granted,EC,
0,21,SIA/HP/MIN/232821/2021,HPSEIAA/2021/887,Jai Baba Stone Crusher,JAI BABA STONE CRUSHER,EC Granted,EC,
1,22,SIA/HP/MIN/143777/2020,HPSEIAA/2020/717,"Extraction of Brick earth falling in Mauza/ Mohal Ganguwala, Jamniwala, Tehsil Paonta Sahib, District Sirmour, Himachal Pradesh by Sh. Gurbakash Singh Partner M/s Avtar Bricks Company","EXTRACTION OF BRICK EARTH FALLING IN MAUZA/ MOHAL GANGUWALA, JAMNIWALA, TEHSIL PAONTA SAHIB, DISTRICT SIRMOUR, HIMACHAL PRADESH BY SH. GURBAKASH SINGH PARTNER M/S AVTAR BRICKS COMPANY",Delisted,EC,
2,23,SIA/HP/MIN/128254/2019,HPSEIAA/2019/678,"Hill slope mining for extraction of Sand from Mauza/Mohal Deothi, Tehsil & District Solan, Himachal Pradesh",SH AMIT BINDAL PROP MS DEOTHAL SAND MINE,EC Granted,EC,
3,24,SIA/HP/MIN/146083/2020,HPSEIAA/2020/719,"Extraction of Brick Earth falling in Mauza/Mohal Ganguwala, Jamniwala, Tehsil Paonta Sahib, District Sirmour, Himachal Pradesh by Sh. Ramlok S/o Sh. Babu Ram, Prop. M/s Aditya Bricks","EXTRACTION OF BRICK EARTH FALLING IN FROM MAUZA/MOHAL GANGUWALA, JAMNIWALA, TEHSIL PAONTA SAHIB, DISTRICT SIRMOUR, HIMACHAL PRADESH BY SH. RAMLOK, S/O SH. BABU RAM, PROP. M/S ADITYA BRICKS",Delisted,EC,
4,25,SIA/HP/MIN/16852/2011,HPSEIAA/2016/514,"Environmental Clearance of proposed river bed mining project for extraction of minor minerals (Sand, Bajri & Stone) at Khasra No. 4 & 157 measuring 07-85-06 hectare falling in Mohal-Tipri, Mauza-Lodhw",MS TULI STONE CRUSHER,EC Granted,EC,
5,26,SIA/HP/MIN/50373/2016,HPSEIAA/2016/466,"Mining of Sand, Stone & Bajri  from Yamuna River situated in Mauza & Mohal Gojar Adaian, Tehsil Paonta Sahib, District Sirmaur HP. proposed by 
 Sh  Mahavir Singh Prop. M/s Mohit Stone Crusher",MOHIT STONE CRUSHER,EC Granted,EC,
6,27,SIA/HP/MIN/63480/2017,,"Sand, Stone and Bajri Mining project by sh Rakesh Jain",SAND STONE AND BAJRI MINING PROJECT BY SHRI RAKESH JAIN,TransferToDEIAA,EC,
7,28,SIA/HP/MIN/280682/2022,PSEIAA/2022/959,M/s Hare Krishna Stone Crusher,AACHMAN KAPOOR,EC Granted,EC,
8,29,SIA/HP/MIN/53424/2016,HPSEIAA/2016/484,M/S Guru Nanak Stone Crusher,ASHUTOSH GUPTA,EC Granted,EC,
9,30,SIA/HP/MIN/60758/2016,HPSEIAA/2016/538,"Mining of Sand, Stone & Bajri  from Giri River situated in Mauza Mohal Manpur Devra, Tehsil Paonta Sahib, District Sirmaur HP, proposed by M/s Yaksha Industries.",MS YAKSHA INDUSTRIES,EC Granted,EC,
0,31,SIA/HP/MIN/283096/2022,HPSEIAA/2022/965,Extraction of Sand Stone & Bajri by Maha Luxmi Stone Crusher,PARVESH SHARMA,EC Granted,EC,
1,32,SIA/HP/MIN/94949/2019,SEIAA/2019/610,"Mining of Sand, Stone & Bajri from Sarai Nala situated in Mauza Palchan & Mohal Solang. Lesse Sh Pratap Singh Prop. M/s Paras Stone Crusher",SHRI PRATAP SINGH PROP MS PARAS STONE CRUSHER,EC Granted,EC,
2,33,SIA/HP/MIN/422281/2023,HPSEIAA/2023/1077,Sh. Rajinder Singh Auctioned area,RAJINDER SINGH,Pending at PP due to eds,EC,
3,34,SIA/HP/MIN/44549/2019,HPSEIAA/2019/660,Sher Singh Mining Lease area,M/S CHATURBHUJ SCREENING PLANT,EC Granted,EC,
4,35,SIA/HP/MIN/41104/2019,SEIAA/2019/649,Sand Stone and Bajri Mining Project by Smt Roshani Devi,SAND STONE AND BAJRI MINING PROJECT BY SMT ROSHANI DEVI,EC Granted,EC,
5,36,SIA/HP/MIS/169817/2020,HPSEIAA/2020/764,"Auramah Valley Phase - III, by Club One Estates","""AURAMAH VALLEY PHASE - II"" BY CLUB ONE ESTATE",ADS by SEAC,EC,
6,37,SIA/HP/MIN/176979/2020,HPSEIAA/2020/763,"S/Sh. Surjeet Singh, Sh. Navdesh Passi and Jitender Singh– Mining  Area","S/SH. SURJEET SINGH, SH. NAVDESH PASSI & SH. JITENDER SINGH MINING AREA",EC Granted,EC,
7,38,SIA/HP/MIN/277472/2022,HPSEIAA/2022/954,"Extraction of Sand For Open Sale From Khasra No. 203/70/1 Measuring 13-00 Bighas (Private Land, Hill Slope ) Falling In Mauza Bawasi, Tehsil Arki & Distt. Solan, Himachal Pradesh",NARESH KUMAR,EC Granted,EC,
8,39,SIA/HP/MIN/53846/2016,HPSEIAA/2016/503,Sh. Surjeet Kumar Negi,THAKUR ENTERPRISES UNA HP,EC Granted,EC,
9,40,SIA/HP/MIN/58526/2016,HPSEIAA/2016/521,"River bed mining project i.e. Minor mineral mining for sand, stone & Bajri from Khasra No. 2314, 2316, 2337, 2347 and 2361 falling in Mauza & Mohal - Koeri, Tehsil-Amb, District-Una, Himachal Pradesh.",JBB STONE CRUSHER,Delisted,EC,
0,41,SIA/HP/MIN/65948/2017,HPSEIAA/2017/547,Mohal Dalu Mining Project.,MOHAL DALU MINING PROJECT,EC Granted,EC,
1,42,SIA/HP/MIN/195132/2021,HPSEIAA/2021/810,Sh. Amar Singh Auctioned area,SH. AMAR SINGH AUCTIONED AREA,Delisted,EC,
2,43,SIA/HP/MIN/234883/2021,HPSEIAA/2021/890,"Extraction of minor minerals by Sh. Dharambir Singh at Mauza & Mohal- Sunehar, Tehsil- Nagrota Bagwan, District- Kangra, H.P.",SH. DHARAMBIR SINGH AUCTIONED AREA,EC Granted,EC,
3,44,SIA/HP/MIN/77772/2020,HPSEIAA/2020/751,"Mining of Sand, Stone & Bajri from Kundlu Khad Proposed by Sh. Amit Chandel, Prop. M/s Ruhani Stone Crusher",M/S RUHANI STONE CRUSHER,EC Granted,EC,
4,45,SIA/HP/MIN/59021/2016,,"sand,stone and bajri mining project from bed of giri river by prempal",SHRI PREM PAL,TransferToDEIAA,EC,
