Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/KL/MIN/278602/2022,1213/EC2/2019/SEIAA,Kerala,Malappuram,Perinthalmanna,Date of Submission for EC: 15 Sep 2022 ,Date of Ec Granted : 24 Jan 2023,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OWNED BY MOHAMMED SHAREEF,EC Granted
SIA/KL/MIN/44866/2019,1505/EC3/2019/SEIAA,Kerala,Ernakulam,Kothamangalam,Date of Submission for EC: 30 Nov 2019 ,Date of Ec Granted : 19 Jul 2022,Non-Coal Mining,CHEIAN K JOSE,EC Granted
SIA/KL/MIN/92250/2019,1237/EC2/2019/SEIAA,Kerala,Malappuram,Ernad,Date of Submission for TOR: ,Date of Submission for EC: 29 Jan 2019 ,Non-Coal Mining,YESCO GRANITES LLP,Delisted
SIA/KL/MIN/92255/2019,1216/EC2/2019/SEIAA,Kerala,Malappuram,Eranad,Date of Submission for TOR: ,Date of Submission for EC: 21 Jan 2019 ,Non-Coal Mining,AJAYYAN P V,Under examination of SEIAA - Processed offline
SIA/KL/MIN/142685/2020,,Kerala,Kasaragod,Hosdurg,Date of Submission for TOR: ,Date of Submission for EC: 12 Feb 2020 ,Non-Coal Mining,MUHAMMEDIQBAL.,Delisted
SIA/KL/MIN/274565/2022,2054/EC2/2022/SEIAA,Kerala,Kasaragod,Vellarikkundu,Date of Submission for TOR: ,Date of Submission for EC: 04 Jul 2022 ,Non-Coal Mining,KEKKADAVAN GOVINDAN,Accepted by SEIAA and forwarded to SEAC
SIA/KL/MIN/418896/2023,2220/EC1/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 27 Feb 2023 ,Non-Coal Mining,PETTIKUZHI SAHAJAN,Agenda Uploaded by SEAC
SIA/KL/MIN/148582/2020,1690/EC4/2020/SEIAA,Kerala,Kozhikode,Quilandy,Date of Submission for TOR: ,Date of Submission for EC: 08 Oct 2020 ,Non-Coal Mining,LATERITE BUILDING STONE QUARRY OF MR GOPI,Delisted
SIA/KL/MIN/134893/2020,1585/EC1/2020/SEIAA,Kerala,Palakkad,Mannarkad,Date of Submission for TOR: ,Date of Submission for EC: 08 Jun 2020 ,Non-Coal Mining,M/S PLANET SANDS & AGGREGATES,Rejection Letter Granted
SIA/KL/MIN/44488/2019,1474/EC1/2019/SEIAA,Kerala,Pathanamthitta,Ranni,Date of Submission for TOR: ,Date of Submission for EC: 04 Nov 2019 ,Non-Coal Mining,SRI. NINO K THOMAS,Delisted
SIA/KL/MIN/144086/2020,1597/EC4/2020/SEIAA,Kerala,Kozhikode,Kozhikode,Date of Submission for EC: 22 May 2020 ,Date of Ec Granted : 13 Sep 2021,Non-Coal Mining,LATERITE BUILDING STONE QUARRY OF MR. RAMACHANDRAN P.,EC Granted
SIA/KL/MIN/180272/2020,1841/EC3/2020/SEIAA,Kerala,Ernakulam,Muvattupuzha,Date of Submission for TOR: ,Date of Submission for EC: 17 Nov 2020 ,Non-Coal Mining,ORDINARY EARTH MINNG PROJECT OF MR VA RAJAN,Delisted
SIA/KL/MIS/71475/2017,1170/EC/SEIAA/KL/2017,Kerala,Thiruvananthapuram,Thiruvananthapuram,Date of Submission for TOR: ,Date of Submission for EC: 07 Dec 2017 ,INFRA-2,KITCO LTD,Delisted
SIA/KL/MIN/72101/2018,1173/EC/SEIAA/KL/2018,Kerala,Malappuram,Ernad,Date of Submission for TOR: ,Date of Submission for EC: 16 Jan 2018 ,Non-Coal Mining,BUILDING STONE QUARRY OF MR PV AJESH,Accepted By SEAC - EC ISSUED IN  81 SEIAA
SIA/KL/MIN/423945/2023,2260/EC4/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 19 Apr 2023 ,Non-Coal Mining,AZHAKANTHARA BABU,For further consideration(SEAC)
SIA/KL/MIN/175300/2020,1987/EC3/2022/SEIAA,Kerala,Kottayam,Kottayam,Date of Submission for TOR: ,Date of Submission for EC: 29 Apr 2022 ,Non-Coal Mining,ROCKFIELD ESTATES PVT LTD,Agenda Uploaded by SEIAA
SIA/KL/MIN/260249/2022,1976/EC1/2022/SEIAA,Kerala,Palakkad,Ottappalam,Date of Submission for TOR: ,Date of Submission for EC: 22 Sep 2022 ,Non-Coal Mining, KORIAN GRANITE INDUSTRIES,Deferred by SEAC
SIA/KL/MIS/119987/2019,1468/EC3/2019/SEIAA,Kerala,Malappuram,Ernad,Date of Submission for TOR: ,Date of Submission for EC: 03 Oct 2019 ,INFRA-2,SAMANA HEALTH CARE SERVICES LLP,Agenda Uploaded by SEAC
SIA/KL/MIN/419783/2023,2278/EC4/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 23 May 2023 ,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OF MR RAJAN,Agenda Uploaded by SEAC
SIA/KL/MIN/135339/2020,2027/EC3/2022/SEIAA,Kerala,Ernakulam,Kunnathunad,Date of Submission for EC: 11 May 2022 ,Date of Ec Granted : 04 May 2023,Non-Coal Mining,BINU K    ALIAS,EC Granted
SIA/KL/MIN/178887/2020,1850/EC4/2020/SEIAA,Kerala,Kannur,Taliparamba,Date of Submission for EC: 10 Dec 2020 ,Date of Ec Granted : 03 Mar 2023,Non-Coal Mining,SUSHIL AARON,EC Granted
SIA/KL/MIN/72957/2022,,Kerala,Palakkad,Ottappalam,Date of Submission for TOR: ,Date of Submission for EC: 17 Feb 2022 ,Non-Coal Mining,BUILDING STONE QUARRY OF M/S MALABAR BLUE METALS,Delisted
SIA/KL/MIN/259967/2022,2025/EC1/2022/SEIAA,Kerala,Palakkad,Alathur,Date of Submission for TOR: ,Date of Submission for EC: 07 Jun 2022 ,Non-Coal Mining,KATTILHOOSE APPUKUTTAN MURALIKUMAR,ADS by SEAC
SIA/KL/MIN/401155/2022,2123/EC1/2022/SEIAA,Kerala,Thiruvananthapuram,,Date of Submission for TOR: ,Date of Submission for EC: 21 Oct 2022 ,Non-Coal Mining,MADHUSOODHANAN JAYASEELAN,ADS by SEAC
SIA/KL/MIN/422360/2023,2244/EC4/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Apr 2023 ,Non-Coal Mining,PRIYESH AYANATH,For further consideration(SEAC)
SIA/KL/MIN/126249/2019,1564/EC4/2019/SEIAA,Kerala,Ernakulam,Muvattupuzha,Date of Submission for EC: 16 Dec 2019 ,Date of Ec Granted : 08 Oct 2021,Non-Coal Mining,VETTILOTH EARTH MINING,EC Granted
SIA/KL/MIN/160178/2020,1798/EC6/2020/SEIAA,Kerala,Malappuram,Ernad,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2020 ,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OWNED BY CHANDRIKA GRANITES,Delisted
SIA/KL/MIN/404161/2022,2152/EC4/2022/SEIAA,Kerala,Kozhikode,,Date of Submission for TOR: ,Date of Submission for EC: 08 Dec 2022 ,Non-Coal Mining, ABDUL GAFOOR,Delisted
SIA/KL/MIN/421121/2023,,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Mar 2023 ,Non-Coal Mining,BUILDING STONE QUARRY OF MR. K C KRISHNAN,WithdrawEC
SIA/KL/MIN/420606/2023,2274/EC2/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 25 May 2023 ,Non-Coal Mining,KOLATHUR NARAYANAN,Agenda Uploaded by SEAC
SIA/KL/MIN/93594/2019,1245/EC2/2019/SEIAA,Kerala,Malappuram,Eranad,Date of Submission for EC: 31 Jan 2019 ,Date of Ec Granted : 06 Aug 2020,Non-Coal Mining,GRANITE(BUILDING STONE) QUARRY OF MR. ABDUL SALAM,EC Granted - Processed offline
SIA/KL/MIN/418896/2023,2220/EC1/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 27 Feb 2023 ,Non-Coal Mining,PETTIKUZHI SAHAJAN,Agenda Uploaded by SEAC
SIA/KL/MIS/38719/2018,,Kerala,Ernakulam,Kunnathunad,Date of Submission for EC: 05 Jul 2019 ,Date of Ec Granted : 05 Oct 2019,INFRA-2,GJ ECO POWER PVT LTD,EC Granted - Processed offline
SIA/KL/MIN/35184/2015,1065/EC3/2016/SEIAA,Kerala,Ernakulam,Aluva,Date of Submission for TOR: ,Date of Submission for EC: 19 Dec 2015 ,Non-Coal Mining,PLANTERS AGGREGATES,Site Visit by SEAC - EC ISSUED by 76 SEIAA
SIA/KL/MIN/140950/2020,,Kerala,Ernakulam,Muvattupuzha,Date of Submission for TOR: ,Date of Submission for EC: 05 Feb 2020 ,Non-Coal Mining,REJI P CHERIYAN 02,Delisted
SIA/KL/MIN/90170/2018,1204/EC2/2018/SEIAA,Kerala,Idukki,Peerumade,Date of Submission for TOR: ,Date of Submission for EC: 31 Dec 2018 ,Non-Coal Mining,SHRI ANISH ABRAHAM,Under examination of SEIAA - Processed offline
SIA/KL/MIN/278602/2022,1213/EC2/2019/SEIAA,Kerala,Malappuram,Perinthalmanna,Date of Submission for EC: 15 Sep 2022 ,Date of Ec Granted : 24 Jan 2023,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OWNED BY MOHAMMED SHAREEF,EC Granted
SIA/KL/MIN/416864/2023,2252/EC6/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 10 Mar 2023 ,Non-Coal Mining, UMMER,Agenda Uploaded by SEAC
SIA/KL/MIN/129508/2019,1528/EC1/2019/SEIAA,Kerala,Pathanamthitta,Ranni,Date of Submission for EC: 04 Dec 2019 ,Date of Ec Granted : 20 Jul 2022,Non-Coal Mining,HARITHA CONSULTANTS,EC Granted
SIA/KL/MIN/42781/2019,1544/EC2/2019/SEIAA,Kerala,Kollam,Kottarakkara,Date of Submission for TOR: ,Date of Submission for EC: 12 Dec 2019 ,Non-Coal Mining,HARITHA CONSULTANTS,Rejection Letter Granted
SIA/KL/MIN/136899/2020,1830/EC4/2020/SEIAA,Kerala,Kannur,Thalasserry,Date of Submission for EC: 24 Jun 2020 ,Date of Ec Granted : 01 May 2023,Non-Coal Mining,GRANITE AND BUILDING STONE QUARRY OF MR. RAVI,EC Granted
SIA/KL/MIN/413691/2023,2239/EC2/2023/SEIAA,Kerala,,,Date of Submission for TOR: ,Date of Submission for EC: 17 Mar 2023 ,Non-Coal Mining, TRAVANCORE GRANITES,Agenda Uploaded by SEAC
SIA/KL/MIN/165435/2020,,Kerala,Kottayam,Meenachil,Date of Submission for TOR: ,Date of Submission for EC: 28 Jul 2020 ,Non-Coal Mining,KORAH AND CONSULTANTS,WithdrawEC
SIA/KL/MIN/270935/2022,2430/EC2/2019/SEIAA,Kerala,Kottayam,Kanjirappally,Date of Submission for EC: 03 May 2022 ,Date of Ec Granted : 02 Aug 2022,Non-Coal Mining,JOSEPH JOSSY,EC Granted
SIA/KL/NCP/60626/2016,1114/EC/SEIAA/KL/2017,Kerala,Ernakulam,Kanayannur,Date of Submission for TOR: ,Date of Submission for EC: 24 Nov 2016 ,INFRA-1,SKYLINE BUILDERS,Site Visit by SEAC - EC ISSUED BY 78 SEIAA
SIA/KL/NCP/60677/2016,1116/EC/SEIAA/KL/2017,Kerala,Kozhikode,Kozhikode,Date of Submission for TOR: ,Date of Submission for EC: 26 Nov 2016 ,INFRA-1,LULU CONVENTION CENTER CALICUT (PVT) LTD.,Site Visit by SEAC - EC ISSUED BY 76 SEIAA
SIA/KL/NCP/50259/2016,1079/EC1/SEIAA/2016,Kerala,Thiruvananthapuram,Thiruvananthapuram,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2016 ,INFRA-1,ARTECH REALTORS PRIVATE LIMITED,Site Visit by SEAC - REJECTED BY 71 SEIAA
SIA/KL/MIN/86808/2018,1198/EC2/2018/SEIAA,Kerala,Kottayam,Meenachil,Date of Submission for TOR: ,Date of Submission for EC: 15 Dec 2018 ,Non-Coal Mining,MS PALAMETALS AND SAND PVT LTD,Under examination of SEIAA - Processed offline
SIA/KL/MIN/64845/2017,1136/EC/SEIAA/KL/2017,Kerala,Kozhikode,Kozhikode,Date of Submission for TOR: ,Date of Submission for EC: 22 May 2017 ,Non-Coal Mining,HABEEB RAHMAN,Site Visit by SEAC - EC ISSUED 79
SIA/KL/MIS/97113/2019,1381(A)/EC2/2019/SEIAA,,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Mar 2019 ,INFRA-2,PARK CENTER TECHNOPARK,Under examination of SEIAA - Processed offline
SIA/KL/MIN/260217/2022,,Kerala,Palakkad,Ottappalam,Date of Submission for TOR: ,Date of Submission for EC: 07 Mar 2022 ,Non-Coal Mining, OTTAPPALAM TALUK KARINKAL QUARRY OPERATORS INDUSTRIAL CO-OPERATIVE SOCIETY,WithdrawEC
SIA/KL/MIN/278677/2022,2100/EC1/2022/SEIAA,Kerala,Pathanamthitta,Adoor,Date of Submission for TOR: ,Date of Submission for EC: 12 Sep 2022 ,Non-Coal Mining, VINOD,Agenda Uploaded by SEAC
SIA/KL/MIN/95100/2019,1267/EC2/2019/SEIAA,Kerala,Malappuram,Perinthalmanna,Date of Submission for EC: 09 Feb 2019 ,Date of Ec Granted : 27 Feb 2020,Non-Coal Mining,BUILDING STONE QUARRY OF MR KHAJA HUSSAIN  ARAKUPARAMBU,EC Granted - Processed offline
SIA/KL/MIN/44736/2019,1486/EC3/2019/SEIAA,Kerala,Ernakulam,Muvattupuzha,Date of Submission for EC: 04 Nov 2019 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,RONCO GRANITE PRIVATE LIMITED,EC Granted
SIA/KL/MIN/404403/2022,2141/EC4/2022/SEIAA,Kerala,Kannur,,Date of Submission for EC: 21 Nov 2022 ,Date of Ec Granted : 12 May 2023,Non-Coal Mining,ELAMBILAT NASEER,EC Granted
SIA/KL/MIN/159687/2020,1853/EC2/2020/SEIAA,Kerala,Kasaragod,Kasaragod,Date of Submission for TOR: ,Date of Submission for EC: 25 Nov 2020 ,Non-Coal Mining,BUILDING STONE QUARRY OF MR SEBASTIAN GEORGE,Site Visit by SEAC(Pending)
SIA/KL/MIN/148123/2020,1658/EC6/2020/SEIAA,Kerala,Malappuram,Eranad,Date of Submission for EC: 09 Jul 2020 ,Date of Ec Granted : 03 May 2023,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OF MR. KUNHALAN .K,EC Granted
