Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/RJ/MIN/52698/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,SHYAMLAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52709/2016,,Rajasthan,Bikaner,Kolayat,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,INDER CHAND,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39482/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,HASRAT BEGAM,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/270339/2022,16788,Rajasthan,chittorgarh,Bhadesar,Date of Submission for EC: 29 Apr 2022 ,Date of Ec Granted : 19 Oct 2022,Non-Coal Mining,SHRI TANMAY SINGHWI,EC Granted
SIA/RJ/MIN/39514/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,RAMKANYA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39526/2016,,Rajasthan,Pali,Pali,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,RASAL KANWAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39537/2016,,Rajasthan,Bikaner,Kolayat,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,ASHOK KUMAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39556/2016,,Rajasthan,Bikaner,Kolayat,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,VIJENDRA SINGH,TransferToDEIAA
SIA/RJ/MIN/39565/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,FARID KHAN,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39570/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MR HEMRAJ MALI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/38227/2019,12116,Rajasthan,Ajmer,Kekri,Date of Submission for EC: 04 Jul 2019 ,Date of Ec Granted : 10 Feb 2020,Non-Coal Mining,M/S SATYA  SUMAN MARBLE & GRANITE,EC Granted - Processed offline
SIA/RJ/MIN/38302/2019,,Rajasthan,Barmer,shiv,Date of Submission for TOR: ,Date of Submission for EC: 18 Jul 2019 ,Non-Coal Mining,SHANKAR LAL,Delisted
SIA/RJ/MIN/38468/2019,11818,Rajasthan,Dungarpur,Sagwara,Date of Submission for EC: 01 Jul 2019 ,Date of Ec Granted : 04 Nov 2019,Non-Coal Mining,M/S GURUVAR GLOBAL MINERALS,EC Granted - Processed offline
SIA/RJ/MIN/147225/2020,13796,Rajasthan,Bhilwara,Asind,Date of Submission for EC: 04 Mar 2020 ,Date of Ec Granted : 01 Feb 2021,Non-Coal Mining,SHRI VINOD KUMAR MEWARA,EC Granted - Processed offline
SIA/RJ/MIN/163696/2020,14111,Rajasthan,Udaipur,Mavli,Date of Submission for EC: 16 Jul 2020 ,Date of Ec Granted : 21 Jun 2021,Non-Coal Mining,PREMLAL MEGHWAL,EC Granted - Processed offline
SIA/RJ/MIN/178918/2020,14477,Rajasthan,Pratapgarh,Dhariawad,Date of Submission for TOR: ,Date of Submission for EC: 19 Oct 2020 ,Non-Coal Mining,SH. SATISH GOEL,Delisted
SIA/RJ/IND2/52459/2007,,,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Mar 2020 ,Industrial Projects - 2,UNITED SPIRITS LIMITED ALWAR,Query raised by SEIAA and pending at PP
SIA/RJ/MIN/52639/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 08 Apr 2016 ,Non-Coal Mining,MANESH KUMAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52691/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,KANCHAN DEVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52696/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,SHYAMLAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48551/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48607/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48613/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48614/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48618/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48623/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48646/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48650/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48656/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48660/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48662/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48665/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/36168/2015,,Rajasthan,Alwar,Behror,Date of Submission for TOR: ,Date of Submission for EC: 26 Dec 2015 ,Non-Coal Mining,MANOJ,TransferToDEIAA
SIA/RJ/MIN/36177/2015,,Rajasthan,Alwar,Tijara,Date of Submission for TOR: ,Date of Submission for EC: 26 Dec 2015 ,Non-Coal Mining,KUSUM,TransferToDEIAA
SIA/RJ/MIN/40252/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,LAXMI NARAYAN,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40274/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,UDR MINTECH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52639/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 08 Apr 2016 ,Non-Coal Mining,MANESH KUMAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52691/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,KANCHAN DEVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52696/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,SHYAMLAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52711/2016,,Rajasthan,Dausa,Dausa,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,RAM KISHOR GURJAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40277/2016,,Rajasthan,Udaipur,Kherwara,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,SAI MINERALS,TransferToDEIAA
SIA/RJ/MIN/40293/2016,,Rajasthan,Bharatpur,Nagar,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,GIRIRAJ SINGH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40305/2016,,Rajasthan,Bharatpur,Weir,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,MITTAL GRIT UDYOG,TransferToDEIAA
SIA/RJ/MIN/40309/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,MR LAXMAN SINGH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40317/2016,,Rajasthan,Udaipur,Sarada,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,MYNORES INDIA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39298/2019,12009,Rajasthan,Barmer,Pachpadra,Date of Submission for EC: 23 Jul 2019 ,Date of Ec Granted : 13 Sep 2019,Non-Coal Mining,SHRE ASHOK KUMAR,EC Granted - Processed offline
SIA/RJ/MIN/39338/2019,11996,Rajasthan,Jodhpur,Luni,Date of Submission for EC: 20 Jul 2019 ,Date of Ec Granted : 06 Sep 2019,Non-Coal Mining,PHUSA RAM,EC Granted - Processed offline
SIA/RJ/MIN/39747/2019,12035,Rajasthan,Ajmer,Kishangarh,Date of Submission for EC: 21 Jul 2019 ,Date of Ec Granted : 10 Jan 2020,Non-Coal Mining,TULSA RAM,EC Granted - Processed offline
SIA/RJ/MIN/39825/2019,12057,Rajasthan,Jodhpur,balesar,Date of Submission for EC: 23 Jul 2019 ,Date of Ec Granted : 13 Jan 2020,Non-Coal Mining,M/S P S BUILDTECH,EC Granted - Processed offline
SIA/RJ/MIN/57217/2016,,Rajasthan,Jaipur,Bassi,Date of Submission for TOR: ,Date of Submission for EC: 07 Jul 2016 ,Non-Coal Mining,OVERSEAS MIN TECH CONSULTANT,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39545/2016,,Rajasthan,Bikaner,Kolayat,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MS SHRI BALAJI MINES AND MINERALS,TransferToDEIAA
SIA/RJ/MIN/39553/2016,,Rajasthan,Bhilwara,Mandal,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MS SHIV MINING WORKS,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/52690/2016,,Rajasthan,Pali,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,KANCHAN DEVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39444/2016,,Rajasthan,Bhilwara,Asind,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,SH PRAKASH CHANDRA RANKA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39445/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,KAMALA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39465/2016,,Rajasthan,Prakasam,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,BHAWAR GIRI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39468/2016,,Rajasthan,dholpur,Bari,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,SMT SHANTI DEVI,TransferToDEIAA
SIA/RJ/MIN/39471/2016,,Rajasthan,Bundi,Bundi,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,NATWAR LAL GURJAR,TransferToDEIAA
SIA/RJ/MIN/39488/2016,,Rajasthan,Rajsamand,Amet,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,UDAI LAL DANGI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/66415/2020,17369,Rajasthan,Jaipur,Kotputli,Date of Submission for TOR: ,Date of Submission for EC: 26 Jul 2022 ,Non-Coal Mining,SADA SINGH KANWAR,Deferred by SEAC
SIA/RJ/MIN/39513/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,YASIN KHAN,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39530/2016,,Rajasthan,Bharatpur,Nagar,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MR HARI OM SHARMA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39568/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,KOMAL SINGH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39581/2016,F/SEIAA/OLRJEC/2016/1580,Rajasthan,Bhilwara,Bhilwara,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,SHRI SANWARMAL JAT,TransferToDEIAA
SIA/RJ/MIN/44625/2019,12789,Rajasthan,Alwar,Rajgarh,Date of Submission for TOR: ,Date of Submission for EC: 18 Oct 2019 ,Non-Coal Mining,ORIGINAL MINERALS,For further consideration(SEAC)
SIA/RJ/MIN/44719/2019,12904,Rajasthan,Pali,Desuri,Date of Submission for EC: 14 Oct 2019 ,Date of Ec Granted : 14 May 2020,Non-Coal Mining,SHRI NIDHI GRANITE,EC Granted - Processed offline
SIA/RJ/MIN/44837/2019,12935,Rajasthan,Nagaur,Parbatsar,Date of Submission for EC: 16 Oct 2019 ,Date of Ec Granted : 10 Nov 2020,Non-Coal Mining,SMT. HEMA CHOUDHARY,EC Granted - Processed offline
SIA/RJ/MIN/40131/2016,,Rajasthan,Udaipur,Vallabhnagar,Date of Submission for TOR: 06 Jul 2016,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,SUSHIL KUMAR SINGHVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40153/2016,,Rajasthan,Jodhpur,Bilara,Date of Submission for TOR: 12 Jul 2016,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,UDR MINTECH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/201161/2021,15087,Rajasthan,Ajmer,Pisangan,Date of Submission for EC: 03 Mar 2021 ,Date of Ec Granted : 23 Jul 2021,Non-Coal Mining,ATITMAND PHYLLITE SCHIST & MASONRY STONE DELINEATED PLOT:44 MINING PROJECT,EC Granted - Processed offline
SIA/RJ/MIN/56622/2016,,Rajasthan,Jodhpur,Shergarh,Date of Submission for TOR: ,Date of Submission for EC: 23 Jun 2016 ,Non-Coal Mining,SHRI NENA RAM JI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/56627/2016,,Rajasthan,Jodhpur,Shergarh,Date of Submission for TOR: ,Date of Submission for EC: 23 Jun 2016 ,Non-Coal Mining,SHRI JAY KARAN,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/56630/2016,,Rajasthan,Bhilwara,Beejoliya,Date of Submission for TOR: ,Date of Submission for EC: 24 Jun 2016 ,Non-Coal Mining,RADHEY GOVIND NATURAL STONE,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/56690/2016,,Rajasthan,Bhilwara,Beejoliya,Date of Submission for TOR: 16 Dec 2016,Date of Submission for EC: 25 Jun 2016 ,Non-Coal Mining,SHAKARUDIN,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49123/2016,,Rajasthan,Churu,Sardarshahar,Date of Submission for TOR: ,Date of Submission for EC: 12 Feb 2016 ,Non-Coal Mining,FARUK MOHDAMAD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49153/2016,,Rajasthan,Bundi,Bundi,Date of Submission for TOR: ,Date of Submission for EC: 12 Feb 2016 ,Non-Coal Mining,MS BHAGWANPURA STONE COMPANY,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39972/2016,,Rajasthan,Bundi,Bundi,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,HARIOM,TransferToDEIAA
SIA/RJ/MIN/39989/2016,,Rajasthan,Sikar,Danta Ramgarh,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,SHRI CHETAN RAM,TransferToDEIAA
SIA/RJ/MIN/40381/2016,,Rajasthan,Jodhpur,Shergarh,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,GANPAT SINGH INDA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40393/2016,,Rajasthan,Bhilwara,Asind,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,SH GULAB CHAND MALI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48934/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 11 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/149751/2020,13883,Rajasthan,Pali,Raipur,Date of Submission for EC: 15 Jun 2020 ,Date of Ec Granted : 17 Jan 2022,Non-Coal Mining,MS TRIVENI MINERALS,EC Granted
SIA/RJ/MIN/53560/2016,,Rajasthan,Sikar,Neem Ka Thana,Date of Submission for TOR: ,Date of Submission for EC: 07 May 2016 ,Non-Coal Mining,MADHU AGARWAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/53664/2016,,Rajasthan,Pali,Sojat,Date of Submission for TOR: ,Date of Submission for EC: 12 May 2016 ,Non-Coal Mining,BHIKA RAM,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/53667/2016,,Rajasthan,Pali,Sojat,Date of Submission for TOR: ,Date of Submission for EC: 12 May 2016 ,Non-Coal Mining,SMTKAMLA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/53672/2016,,Rajasthan,Pali,Sojat,Date of Submission for TOR: ,Date of Submission for EC: 12 May 2016 ,Non-Coal Mining,RAJENDRAKUMAR,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/53713/2016,,Rajasthan,Jodhpur,Shergarh,Date of Submission for TOR: ,Date of Submission for EC: 13 May 2016 ,Non-Coal Mining,MOHANIDEVI,Under examination of SEIAA - Processed offline
SIA/RJ/NCP/61101/2016,,Rajasthan,Jaipur,Sanganer,Date of Submission for TOR: ,Date of Submission for EC: 13 Dec 2016 ,INFRA-1,R TECH CAPITAL HIGHSTREET JAIPUR LLP,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/199740/2021,15082,Rajasthan,Udaipur,Girwa,Date of Submission for EC: 24 Feb 2021 ,Date of Ec Granted : 23 Jul 2021,Non-Coal Mining,SH. BHAGWAN LAL GAMETI,EC Granted - Processed offline
SIA/RJ/MIN/41184/2019,12289,Rajasthan,Jhunjhunu,Khetri,Date of Submission for EC: 30 Aug 2019 ,Date of Ec Granted : 14 May 2020,Non-Coal Mining,M/S AARADHYA PROJECTS,EC Granted - Processed offline
SIA/RJ/MIN/52708/2016,,Rajasthan,Ajmer,Beawar,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,Non-Coal Mining,JAMNA DEVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39467/2016,,Rajasthan,Karauli,Karauli,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MS MILAN MINERAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/223648/2021,15692,Rajasthan,Bikaner,Kolayat,Date of Submission for TOR: ,Date of Submission for EC: 10 Aug 2021 ,Non-Coal Mining,SH. SARAD KOCHHAR S/O SH. RAMAN KOCHHAR,Delisted
SIA/RJ/MIN/39512/2016,,Rajasthan,Ajmer,Pisangan,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MISS LEENA SHARMA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39522/2016,,Rajasthan,Bharatpur,Nagar,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,SHRI ESHA,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39533/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,MR RAMLAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39540/2016,,Rajasthan,Jodhpur,Bilara,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2016 ,Non-Coal Mining,AMARA RAM,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/44649/2019,12764,Rajasthan,Pali,Rohat,Date of Submission for EC: 12 Oct 2019 ,Date of Ec Granted : 02 Dec 2019,Non-Coal Mining,HEMA RAM PATEL,EC Granted - Processed offline
SIA/RJ/MIN/44696/2019,12953,Rajasthan,Nagaur,Parbatsar,Date of Submission for EC: 06 Nov 2019 ,Date of Ec Granted : 10 Nov 2020,Non-Coal Mining,SMT. HEMA CHOUDHARY,EC Granted - Processed offline
SIA/RJ/MIN/44933/2019,12836,Rajasthan,Bhilwara,Mandal,Date of Submission for EC: 22 Oct 2019 ,Date of Ec Granted : 06 Oct 2020,Non-Coal Mining,D N MINES & MINERALS,EC Granted - Processed offline
SIA/RJ/MIN/53418/2016,,Rajasthan,Churu,Sujangarh,Date of Submission for TOR: ,Date of Submission for EC: 03 May 2016 ,Non-Coal Mining,DHANNA RAM KHATIK,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/11343/2013,,Rajasthan,Nagaur,Nawa,Date of Submission for TOR: ,Date of Submission for EC: 04 May 2016 ,Non-Coal Mining,RAJENDRA SINGH SHEKHAWAT,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49689/2016,F/SEIAA/OLRJEC/2016/3691,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2016 ,Non-Coal Mining,KANHAIYA LAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49721/2016,,Rajasthan,chittorgarh,chittorgarh,Date of Submission for TOR: 17 May 2016,Date of Submission for EC: 16 Feb 2016 ,Non-Coal Mining,RATANLAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49725/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/49765/2016,,Rajasthan,Bhilwara,sahada,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2016 ,Non-Coal Mining,HITESH KHIMJI BHAI REYANI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39639/2016,,Rajasthan,Bharatpur,Weir,Date of Submission for TOR: ,Date of Submission for EC: 11 Jan 2016 ,Non-Coal Mining,NARVO DEVI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39703/2016,,Rajasthan,Bhilwara,Asind,Date of Submission for TOR: ,Date of Submission for EC: 11 Jan 2016 ,Non-Coal Mining,SH PRATEEK AGARWAL,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/39707/2016,,Rajasthan,Barmer,shiv,Date of Submission for TOR: ,Date of Submission for EC: 11 Jan 2016 ,Non-Coal Mining,YASHWARDHAN SINGH,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48846/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 10 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/40253/2019,12077,Rajasthan,Nagaur,Nagaur,Date of Submission for EC: 30 Jul 2019 ,Date of Ec Granted : 13 Sep 2019,Non-Coal Mining,SHRI DHANNA LAL KHATIK,EC Granted - Processed offline
SIA/RJ/MIN/48557/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48589/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48610/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48617/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48619/2016,,Rajasthan,Jodhpur,Jodhpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/48674/2016,,Rajasthan,Jodhpur,Shergarh,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2016 ,Non-Coal Mining,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/131630/2019,13239,Rajasthan,Barmer,Pachpadra,Date of Submission for EC: 17 Dec 2019 ,Date of Ec Granted : 27 Jan 2020,Non-Coal Mining,SHRI BALDEV GAURA,EC Granted - Processed offline
SIA/RJ/MIN/44785/2007,,Rajasthan,Ajmer,Kishangarh,Date of Submission for TOR: ,Date of Submission for EC: 04 Nov 2019 ,Non-Coal Mining,MINING AND MINERALS INDUSTRY,Delisted
SIA/RJ/MIN/40135/2016,,Rajasthan,Udaipur,Salumbar,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,RUKMANI,Under examination of SEIAA - Processed offline
SIA/RJ/MIN/53694/2016,,Rajasthan,Alwar,Tijara,Date of Submission for TOR: ,Date of Submission for EC: 12 May 2016 ,Non-Coal Mining,PUSHPA GUPTA,Under examination of SEIAA - Processed offline
