Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/KA/MIN/43027/2019,SEIAA 667 MIN 2019,Karnataka,Tumkur,Kunigal,Date of Submission for EC: 19 Sep 2019 ,Date of Ec Granted : 10 Dec 2019,Non-Coal Mining,B M CHANDRAKALA,EC Granted - Processed offline
SIA/KA/MIN/43119/2019,SEIAA 666 MIN 2019,Karnataka,Tumkur,Kunigal,Date of Submission for EC: 19 Sep 2019 ,Date of Ec Granted : 10 Dec 2019,Non-Coal Mining,SRI MADHE GOWDA,EC Granted - Processed offline
SIA/KA/MIN/43130/2019,SEIAA 686 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 19 Sep 2019 ,Date of Ec Granted : 13 Dec 2019,Non-Coal Mining,SRI. S. SUBRAMANYA,EC Granted - Processed offline
SIA/KA/NCP/10086/2015,,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for TOR: ,Date of Submission for EC: 13 Feb 2016 ,INFRA-1,SALARPURIA PROPERTIES PVT LTD,Delisted
SIA/KA/NCP/94893/2019,SEIAA 27 CON 2019,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for TOR: ,Date of Submission for EC: 07 Feb 2019 ,INFRA-1,MS EMERALD HAVEN REALTY LIMITED,Delisted
SIA/KA/MIN/94908/2019,SEIAA 150 MIN 2019,Karnataka,Bidar,Bidar,Date of Submission for TOR: ,Date of Submission for EC: 12 Feb 2019 ,Non-Coal Mining,M/S. KAS M-SAND INDUSTRIES & ALLIED CEMENT PRODUCTS,Delisted
SIA/KA/MIN/95051/2019,SEIAA 158 MIN 2019,Karnataka,Bidar,Basavakalyana,Date of Submission for EC: 08 Feb 2019 ,Date of Ec Granted : 10 Oct 2019,Non-Coal Mining,SRI GURUPRASAD  NARASHETTY,EC Granted
SIA/KA/MIN/32911/2019,SEIAA 208 MIN 2019,Karnataka,Kolar,Kolar,Date of Submission for EC: 13 Mar 2019 ,Date of Ec Granted : 23 Jul 2019,Non-Coal Mining,M/S ANJANEYA QUARRY WORKS,EC Granted
SIA/KA/MIN/35272/2019,SEIAA 369 MIN 2019,,,,Date of Submission for EC: 25 Apr 2019 ,Date of Ec Granted : 13 Jul 2019,Non-Coal Mining,SRI. R NAVEEN KUMAR,EC Granted
SIA/KA/MIN/32077/2019,SEIAA 173 MIN 2019,Karnataka,Dharwad,Hubli,Date of Submission for EC: 28 Feb 2019 ,Date of Ec Granted : 13 Jun 2019,Non-Coal Mining,SRI SHIVANAND S ULLAGADDI,EC Granted
SIA/KA/MIN/2744/2015,SEIAA 1214 MIN 2015,Karnataka,Davanagere,Harapanahalli,Date of Submission for EC: 02 Oct 2015 ,Date of Ec Granted : 08 Jan 2016,Non-Coal Mining,MARULASIDDESHWARA STONE CRUSHER,EC Granted
SIA/KA/MIN/2740/2015,SEIAA 1225 MIN 2015,Karnataka,kalaburagi,Sedam,Date of Submission for EC: 02 Oct 2015 ,Date of Ec Granted : 11 Dec 2015,Non-Coal Mining,SRI LACHAMAYYA,EC Granted
SIA/KA/MIN/2672/2015,SEIAA 1199 MIN 2015,Karnataka,Tumkur,Tumkur,Date of Submission for EC: 01 Oct 2015 ,Date of Ec Granted : 29 Dec 2015,Non-Coal Mining,SRI SHANTHAKUMAR,EC Granted
SIA/KA/MIN/2649/2015,SEIAA 1196 MIN 2015,Karnataka,kalaburagi,Sedam,Date of Submission for EC: 30 Sep 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,VITHAL REDDY,EC Granted
SIA/KA/MIN/1121/2015,SEIAA 960 MIN 2015,Karnataka,Bagalkot,Mudhol,Date of Submission for EC: 14 Aug 2015 ,Date of Ec Granted : 27 Nov 2015,Non-Coal Mining,PRAHLAD H PUJAR,EC Granted
SIA/KA/RIV/2400/2015,SEIAA 1175 MIN 2015,Karnataka,Raichur,Sindhnur,Date of Submission for EC: 22 Sep 2015 ,Date of Ec Granted : 24 Nov 2015,River Valley and Hydroelectric Projects,SIKANDAR BASHA,EC Granted
SIA/KA/MIN/2350/2015,SEIAA 1169 MIN 2015,Karnataka,Chitradurga,Holalkere,Date of Submission for EC: 21 Sep 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,K S REVANASIDDAPPA STONE QUARRY,EC Granted
SIA/KA/MIN/2335/2015,SEIAA 1166 MIN 2015,Karnataka,Bangalore Rural,Doddaballapura,Date of Submission for EC: 21 Sep 2015 ,Date of Ec Granted : 27 Jan 2016,Non-Coal Mining,BUILDING STONE QUARRY OF SRI M SANDEEP,EC Granted
SIA/KA/MIN/785/2015,SEIAA 929 MIN 2015,Karnataka,Chitradurga,Hosdurga,Date of Submission for EC: 05 Aug 2015 ,Date of Ec Granted : 28 Oct 2015,Non-Coal Mining,M THIMMAPPA,EC Granted
SIA/KA/RIV/2311/2015,SEIAA 1176 MIN 2015,Karnataka,Raichur,Devadurga,Date of Submission for EC: 19 Sep 2015 ,Date of Ec Granted : 24 Nov 2015,River Valley and Hydroelectric Projects,SIKANDAR BASHA,EC Granted
SIA/KA/IND2/123660/2019,SEIAA 09 IND 2019,Karnataka,Ramanagara,Kanakapura,Date of Submission for TOR: ,Date of Submission for EC: 04 Nov 2019 ,Industrial Projects - 2,MS. ANTHEM BIOSCIENCES PVT. LTD,Delisted
SIA/KA/MIN/145770/2020,SEIAA 109 MIN 2020,Karnataka,Bagalkot,Badami,Date of Submission for EC: 27 Feb 2020 ,Date of Ec Granted : 12 Aug 2020,Non-Coal Mining,SRI. VEERANAGOUDA R PATIL,EC Granted - Processed offline
SIA/KA/MIN/43013/2019,SEIAA 654 MIN 2019,Karnataka,Bidar,Bidar,Date of Submission for EC: 17 Sep 2019 ,Date of Ec Granted : 03 Aug 2020,Non-Coal Mining,SRI. VIJAYAKUMAR,EC Granted - Processed offline
SIA/KA/MIN/43161/2019,,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for TOR: ,Date of Submission for EC: 20 Sep 2019 ,Non-Coal Mining,SRI. S. G. GANGARAJU,Delisted
SIA/KA/MIN/43162/2019,SEIAA 683 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 20 Sep 2019 ,Date of Ec Granted : 13 Dec 2019,Non-Coal Mining,SRI. S. A. NARAYANA SWAMY,EC Granted - Processed offline
SIA/KA/MIN/36551/2015,SEIAA 1628 MIN 2015,Karnataka,Dharwad,Hubli,Date of Submission for EC: 29 Dec 2015 ,Date of Ec Granted : 04 May 2016,Non-Coal Mining,R I CHIKKANAGOWDAR,EC Granted
SIA/KA/MIN/36590/2015,SEIAA 1632 MIN 2015,Karnataka,Dakshina Kannada,Mangalore,Date of Submission for EC: 29 Dec 2015 ,Date of Ec Granted : 26 Apr 2016,Non-Coal Mining,ROBERT LOBO,EC Granted
SIA/KA/MIS/55267/2017,SEIAA 51 IND 2020,Karnataka,Dakshina Kannada,Mangalore,Date of Submission for EC: 01 Aug 2020 ,Date of Ec Granted : 04 Sep 2020,INFRA-2,RAMKY ENERGY AND ENVIRONMENT LIMITED,EC Granted - Processed offline
SIA/KA/MIN/135817/2020,SEIAA 29 MIN 2020,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 09 Jan 2020 ,Date of Ec Granted : 03 Jul 2020,Non-Coal Mining,MS SRI BALAJI ENTERPRISES,EC Granted - Processed offline
SIA/KA/MIN/37345/2015,SEIAA 1642 MIN 2015,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for TOR: ,Date of Submission for EC: 31 Dec 2015 ,Non-Coal Mining,K V CRUSHERS,Rejection Letter Granted
SIA/KA/MIS/105445/2019,SEIAA 165 CON 2018,Karnataka,Bangalore Urban,Anekal,Date of Submission for TOR: ,Date of Submission for EC: 15 May 2019 ,INFRA-2,PRESTIGE PROJECTS PRIVATE LIMITED,Delisted
SIA/KA/NUC/33948/2015,,Karnataka,Belgaum,Gokak,Date of Submission for TOR: ,Date of Submission for EC: 07 Dec 2015 ,Nuclears  Projects,DISTRICT SAND MONITORING COMMITTEE BELGAUM,Delisted
SIA/KA/MIN/1939/2015,SEIAA 1110 MIN 2015,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for EC: 09 Sep 2015 ,Date of Ec Granted : 17 Mar 2016,Non-Coal Mining,VENKATESHWARA GRANITE,EC Granted
SIA/KA/MIN/1346/2015,SEIAA 998 MIN 2015,Karnataka,Koppal,Gangawati,Date of Submission for EC: 21 Aug 2015 ,Date of Ec Granted : 13 Nov 2015,Non-Coal Mining,DRN INFRASTRUCTURE,EC Granted
SIA/KA/MIN/1187/2015,SEIAA 1027 MIN 2015,Karnataka,Chamarajanagar,Gundlupet,Date of Submission for EC: 27 Aug 2015 ,Date of Ec Granted : 18 Jan 2016,Non-Coal Mining,H MAHENDRAPPA,EC Granted
SIA/KA/MIN/34991/2015,,Karnataka,Ramanagara,Kanakapura,Date of Submission for TOR: ,Date of Submission for EC: 18 Dec 2015 ,Non-Coal Mining,SRI MATHA GRANITES,Delisted
SIA/KA/MIN/91965/2019,SEIAA 74 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for TOR: ,Date of Submission for EC: 18 Jan 2019 ,Non-Coal Mining,VINAYAKA ROCK CRYSTALS,For further consideration(SEIAA)
SIA/KA/MIN/91972/2019,SEIAA 68 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 18 Jan 2019 ,Date of Ec Granted : 22 May 2019,Non-Coal Mining,SRI  J P  PRAKASH,EC Granted
SIA/KA/MIN/92206/2019,SEIAA 73 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 21 Jan 2019 ,Date of Ec Granted : 20 Apr 2019,Non-Coal Mining,VENKATESH REDDY M V,EC Granted
SIA/KA/MIN/92297/2019,SEIAA 67 MIN 2019,Karnataka,Bagalkot,Badami,Date of Submission for TOR: ,Date of Submission for EC: 21 Jan 2019 ,Non-Coal Mining,SULI BAVI,Rejected - Processed offline
SIA/KA/MIN/92370/2019,SEIAA 137 MIN 2019,Karnataka,Udupi,Udupi,Date of Submission for EC: 08 Feb 2019 ,Date of Ec Granted : 17 Jan 2020,Non-Coal Mining,SRI. SURENDRA SHETTY,EC Granted - Processed offline
SIA/KA/MIN/270256/2022,SEIAA 208 MIN 2022,Karnataka,Vijayanagara,Harapanahalli,Date of Submission for EC: 06 Jun 2022 ,Date of Ec Granted : 02 Aug 2022,Non-Coal Mining,HALAPPA SHIVANAPLA,EC Granted
SIA/KA/NCP/5031/2015,,Karnataka,Dharwad,Dharwad,Date of Submission for EC: 05 Dec 2016 ,Date of Ec Granted : 28 Nov 2017,INFRA-1,KARNATAKA HOUSING BOARD,EC Granted
SIA/KA/NCP/5031/2015,,Karnataka,Dharwad,Dharwad,Date of Submission for EC: 05 Dec 2016 ,Date of Ec Granted : 28 Nov 2017,INFRA-1,KARNATAKA HOUSING BOARD,EC Granted
SIA/KA/MIS/31426/2015,SEIAA 156 CON 2015,Karnataka,Bijapur,Bijapur,Date of Submission for EC: 01 Oct 2015 ,Date of Ec Granted : 05 Dec 2015,INFRA-2,PATIL PLANET DEVELOPERS LLP,EC Granted
SIA/KA/MIN/166303/2020,SEIAA 279 MIN 2020,Karnataka,Udupi,Udupi,Date of Submission for EC: 03 Aug 2020 ,Date of Ec Granted : 04 Sep 2020,Non-Coal Mining,SRI. VASANTHA BADAL,EC Granted - Processed offline
SIA/KA/MIN/4154/2015,SEIAA 1444 MIN 2015,Karnataka,Chamarajanagar,Chamarajanagar,Date of Submission for EC: 13 Nov 2015 ,Date of Ec Granted : 03 Feb 2016,Non-Coal Mining,DESHAVALLI CLUSTER ASSOCIATION OF GRANITE QUARRIES,EC Granted
SIA/KA/MIN/3976/2015,SEIAA 1396 MIN 2015,Karnataka,Hassan,Arasikere,Date of Submission for EC: 06 Nov 2015 ,Date of Ec Granted : 01 Jan 2016,Non-Coal Mining,G B SIDDESH,EC Granted
SIA/KA/MIN/3550/2015,SEIAA 1319 MIN 2015,Karnataka,Uttara Kannada,Karwar,Date of Submission for EC: 28 Oct 2015 ,Date of Ec Granted : 04 Dec 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE,EC Granted
SIA/KA/MIN/3426/2015,SEIAA 1296 MIN 2015,Karnataka,Uttara Kannada,Karwar,Date of Submission for EC: 23 Oct 2015 ,Date of Ec Granted : 04 Dec 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE,EC Granted
SIA/KA/MIN/2322/2015,SEIAA 1163 MIN 2015,Karnataka,Bangalore Rural,Devanahalli,Date of Submission for EC: 19 Sep 2015 ,Date of Ec Granted : 03 Dec 2015,Non-Coal Mining,CHANNAMALLIKARJUNA SWAMY BUILDING MATERIAL SUPPLIERS,EC Granted
SIA/KA/MIN/561/2015,SEIAA 889 MIN 2015,Karnataka,Dakshina Kannada,Buntwal,Date of Submission for EC: 29 Jul 2015 ,Date of Ec Granted : 31 Dec 2015,Non-Coal Mining,KRSE,EC Granted
SIA/KA/MIN/892/2015,SEIAA 927 MIN 2015,Karnataka,Chikmagalur,Chikkamagalur,Date of Submission for EC: 07 Aug 2015 ,Date of Ec Granted : 26 Oct 2015,Non-Coal Mining,A V GAYATHRI,EC Granted
SIA/KA/MIN/761/2015,SEIAA 917 MIN 2015,Karnataka,Chamarajanagar,Gundlupet,Date of Submission for EC: 07 Aug 2015 ,Date of Ec Granted : 16 Dec 2015,Non-Coal Mining,MUDDUMALLU B P,EC Granted
SIA/KA/MIN/1092/2015,SEIAA 954 MIN 2015,Karnataka,Dakshina Kannada,Belthangadi,Date of Submission for EC: 13 Aug 2015 ,Date of Ec Granted : 16 Nov 2015,Non-Coal Mining,SURYANARAYANA BHAT,EC Granted
SIA/KA/MIN/1099/2015,SEIAA 956 MIN 2015,Karnataka,Udupi,Udupi,Date of Submission for EC: 13 Aug 2015 ,Date of Ec Granted : 08 Jan 2016,Non-Coal Mining,B SURESH SHETTY,EC Granted
SIA/KA/MIN/2258/2015,SEIAA 1154 MIN 2015,Karnataka,Belgaum,Ramdurg,Date of Submission for EC: 18 Sep 2015 ,Date of Ec Granted : 18 Nov 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE BELGAUM,EC Granted
SIA/KA/MIN/2255/2015,SEIAA 1153 MIN 2015,Karnataka,Belgaum,Ramdurg,Date of Submission for EC: 18 Sep 2015 ,Date of Ec Granted : 18 Nov 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE BELGAUM,EC Granted
SIA/KA/MIN/2127/2015,SEIAA 1136 MIN 2015,Karnataka,Chikmagalur,Chikkamagalur,Date of Submission for EC: 14 Sep 2015 ,Date of Ec Granted : 21 Nov 2015,Non-Coal Mining,GOLDEN GRANITES,EC Granted
SIA/KA/NCP/38106/2016,SEIAA 4 CON 2016,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for EC: 05 Jan 2016 ,Date of Ec Granted : 16 Apr 2016,INFRA-1,SUGUNA DEVELOPERS,EC Granted
SIA/KA/MIN/68832/2017,SEIAA 68 MIN 2017,Karnataka,Chitradurga,Molakalmuru,Date of Submission for EC: 23 Sep 2017 ,Date of Ec Granted : 18 Nov 2017,Non-Coal Mining,NATURAL SAND QUARRY OF SRI G SRINIVASALU,EC Granted
SIA/KA/NCP/69723/2017,SEIAA 87 CON 2017,Karnataka,Bangalore Urban,Anekal,Date of Submission for EC: 22 Sep 2017 ,Date of Ec Granted : 10 Jan 2018,INFRA-1,GRC INFRA PVT LTD,EC Granted
SIA/KA/NCP/69918/2017,SEIAA 96 CON 2017,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 27 Sep 2017 ,Date of Ec Granted : 05 Feb 2018,INFRA-1,M/S. MADHUVAN ENTERPRISES,EC Granted
SIA/KA/MIN/61055/2016,SEIAA 189 MIN 2016,Karnataka,Hassan,Holenarasipura,Date of Submission for EC: 12 Dec 2016 ,Date of Ec Granted : 28 Feb 2017,Non-Coal Mining,SRI K M MOHAN,EC Granted
SIA/KA/NCP/16747/2016,SEIAA 106 CON 2016,Karnataka,Mysore,Mysore,Date of Submission for EC: 13 Jul 2016 ,Date of Ec Granted : 19 Nov 2016,INFRA-1,MS INFOSYS LTD,EC Granted
SIA/KA/MIS/55393/2020,,Karnataka,Bangalore Urban,Anekal,Date of Submission for EC: 07 Aug 2020 ,Date of Ec Granted : 04 Sep 2020,INFRA-2,BRIGADE ENTERPRISES LIMITED,EC Granted - Processed offline
SIA/KA/MIN/136089/2020,SEIAA 38 MIN 2020,Karnataka,Tumkur,Tumkur,Date of Submission for EC: 09 Jan 2020 ,Date of Ec Granted : 20 Jul 2020,Non-Coal Mining,SRI. K.B. RAVI,EC Granted - Processed offline
SIA/KA/IND2/151572/2020,,Karnataka,Bellary,Bellary,Date of Submission for TOR: ,Date of Submission for EC: 15 Apr 2020 ,Industrial Projects - 2,M/S. KGN INDUSTRIES,WithdrawEC
SIA/KA/MIN/4150/2015,SEIAA 1428 MIN 2015,Karnataka,Mysore,Piriyapatna,Date of Submission for EC: 13 Nov 2015 ,Date of Ec Granted : 28 Jan 2016,Non-Coal Mining,PAUL CHIRANJEEVI,EC Granted
SIA/KA/MIN/4007/2015,SEIAA 1402 MIN 2015,Karnataka,Bagalkot,Hungund,Date of Submission for EC: 07 Nov 2015 ,Date of Ec Granted : 29 Jan 2016,Non-Coal Mining,SHARANAGOUDA N PATIL,EC Granted
SIA/KA/MIN/2672/2015,SEIAA 1199 MIN 2015,Karnataka,Tumkur,Tumkur,Date of Submission for EC: 01 Oct 2015 ,Date of Ec Granted : 29 Dec 2015,Non-Coal Mining,SRI SHANTHAKUMAR,EC Granted
SIA/KA/MIN/2649/2015,SEIAA 1196 MIN 2015,Karnataka,kalaburagi,Sedam,Date of Submission for EC: 30 Sep 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,VITHAL REDDY,EC Granted
SIA/KA/MIN/1121/2015,SEIAA 960 MIN 2015,Karnataka,Bagalkot,Mudhol,Date of Submission for EC: 14 Aug 2015 ,Date of Ec Granted : 27 Nov 2015,Non-Coal Mining,PRAHLAD H PUJAR,EC Granted
SIA/KA/RIV/2400/2015,SEIAA 1175 MIN 2015,Karnataka,Raichur,Sindhnur,Date of Submission for EC: 22 Sep 2015 ,Date of Ec Granted : 24 Nov 2015,River Valley and Hydroelectric Projects,SIKANDAR BASHA,EC Granted
SIA/KA/MIN/2350/2015,SEIAA 1169 MIN 2015,Karnataka,Chitradurga,Holalkere,Date of Submission for EC: 21 Sep 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,K S REVANASIDDAPPA STONE QUARRY,EC Granted
SIA/KA/MIN/2335/2015,SEIAA 1166 MIN 2015,Karnataka,Bangalore Rural,Doddaballapura,Date of Submission for EC: 21 Sep 2015 ,Date of Ec Granted : 27 Jan 2016,Non-Coal Mining,BUILDING STONE QUARRY OF SRI M SANDEEP,EC Granted
SIA/KA/MIN/785/2015,SEIAA 929 MIN 2015,Karnataka,Chitradurga,Hosdurga,Date of Submission for EC: 05 Aug 2015 ,Date of Ec Granted : 28 Oct 2015,Non-Coal Mining,M THIMMAPPA,EC Granted
SIA/KA/RIV/2311/2015,SEIAA 1176 MIN 2015,Karnataka,Raichur,Devadurga,Date of Submission for EC: 19 Sep 2015 ,Date of Ec Granted : 24 Nov 2015,River Valley and Hydroelectric Projects,SIKANDAR BASHA,EC Granted
SIA/KA/MIN/74413/2018,SEIAA 28 MIN 2018,Karnataka,Hassan,Hassan,Date of Submission for TOR: ,Date of Submission for EC: 13 Apr 2018 ,Non-Coal Mining,MYSORE MINERALS LIMITED,Delisted
SIA/KA/MIN/74422/2018,,Karnataka,Bagalkot,Mudhol,Date of Submission for TOR: ,Date of Submission for EC: 13 Apr 2018 ,Non-Coal Mining,MS SRINIVAS MINES AND MINERALS,Delisted
SIA/KA/MIN/37705/2019,SEIAA 453 MIN 2019,Karnataka,Koppal,Koppal,Date of Submission for TOR: ,Date of Submission for EC: 13 Jun 2019 ,Non-Coal Mining,SULTANAPUR BUILDING STONE QUARRY,Delisted
SIA/KA/MIN/45878/2019,,Karnataka,Hassan,Arakalgud,Date of Submission for TOR: ,Date of Submission for EC: 05 Nov 2019 ,Non-Coal Mining,SRI. M  T  KRISHNEGOWDA,Delisted
SIA/KA/MIN/45958/2019,SEIAA 764 MIN 2019,Karnataka,Hassan,Belur,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2019 ,Non-Coal Mining,SMT.GEETHA.,Rejected - Processed offline
SIA/KA/NCP/30326/2015,,Karnataka,Bangalore Urban,Bangalore North,Date of Submission for TOR: ,Date of Submission for EC: 25 Aug 2015 ,INFRA-1,GAUTAM U NAMBISAN,Delisted
SIA/KA/MIS/224053/2021,SEIAA 94 CON 2021,Karnataka,Bangalore Urban,Anekal,Date of Submission for EC: 10 Aug 2021 ,Date of Ec Granted : 14 Dec 2021,INFRA-2,M/S. BRICKS & MILESTONES PROJECTS LLP,EC Granted
SIA/KA/NCP/22200/2018,SEIAA 42 CON 2018,Karnataka,Bangalore Urban,Anekal,Date of Submission for EC: 11 Jun 2018 ,Date of Ec Granted : 16 Oct 2018,INFRA-1,ALLAM INFINITE INDIA PVT LTD,EC Granted
SIA/KA/NCP/75707/2018,SEIAA 105 CON 2018,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for TOR: ,Date of Submission for EC: 05 Jul 2018 ,INFRA-1,MS   ELEGANT ALTIMA,Delisted
SIA/KA/NCP/60506/2016,SEIAA 178 CON 2016,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for EC: 18 Nov 2016 ,Date of Ec Granted : 07 Apr 2017,INFRA-1,PERODY BUILDERS,EC Granted
SIA/KA/MIN/262851/2022,SEIAA 130 MIN 2022,Karnataka,Hassan,Belur,Date of Submission for EC: 04 May 2022 ,Date of Ec Granted : 05 Jul 2022,Non-Coal Mining,SMT. GOUSIYA KHANUM,EC Granted
SIA/KA/MIS/30633/2019,SEIAA 11 IND 2019,Karnataka,Dakshina Kannada,Mangalore,Date of Submission for EC: 12 Nov 2019 ,Date of Ec Granted : 04 Mar 2020,INFRA-2,EXECUTIVE ENGINEER PORT AND FISHERIES DIVISION,EC Granted
SIA/KA/MIN/561/2015,SEIAA 889 MIN 2015,Karnataka,Dakshina Kannada,Buntwal,Date of Submission for EC: 29 Jul 2015 ,Date of Ec Granted : 31 Dec 2015,Non-Coal Mining,KRSE,EC Granted
SIA/KA/MIN/892/2015,SEIAA 927 MIN 2015,Karnataka,Chikmagalur,Chikkamagalur,Date of Submission for EC: 07 Aug 2015 ,Date of Ec Granted : 26 Oct 2015,Non-Coal Mining,A V GAYATHRI,EC Granted
SIA/KA/MIN/761/2015,SEIAA 917 MIN 2015,Karnataka,Chamarajanagar,Gundlupet,Date of Submission for EC: 07 Aug 2015 ,Date of Ec Granted : 16 Dec 2015,Non-Coal Mining,MUDDUMALLU B P,EC Granted
SIA/KA/MIN/1092/2015,SEIAA 954 MIN 2015,Karnataka,Dakshina Kannada,Belthangadi,Date of Submission for EC: 13 Aug 2015 ,Date of Ec Granted : 16 Nov 2015,Non-Coal Mining,SURYANARAYANA BHAT,EC Granted
SIA/KA/MIN/1099/2015,SEIAA 956 MIN 2015,Karnataka,Udupi,Udupi,Date of Submission for EC: 13 Aug 2015 ,Date of Ec Granted : 08 Jan 2016,Non-Coal Mining,B SURESH SHETTY,EC Granted
SIA/KA/MIN/2258/2015,SEIAA 1154 MIN 2015,Karnataka,Belgaum,Ramdurg,Date of Submission for EC: 18 Sep 2015 ,Date of Ec Granted : 18 Nov 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE BELGAUM,EC Granted
SIA/KA/MIN/2255/2015,SEIAA 1153 MIN 2015,Karnataka,Belgaum,Ramdurg,Date of Submission for EC: 18 Sep 2015 ,Date of Ec Granted : 18 Nov 2015,Non-Coal Mining,DISTRICT SAND MONITORING COMMITTEE BELGAUM,EC Granted
SIA/KA/MIN/2127/2015,SEIAA 1136 MIN 2015,Karnataka,Chikmagalur,Chikkamagalur,Date of Submission for EC: 14 Sep 2015 ,Date of Ec Granted : 21 Nov 2015,Non-Coal Mining,GOLDEN GRANITES,EC Granted
SIA/KA/NCP/38106/2016,SEIAA 4 CON 2016,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for EC: 05 Jan 2016 ,Date of Ec Granted : 16 Apr 2016,INFRA-1,SUGUNA DEVELOPERS,EC Granted
SIA/KA/MIN/91447/2019,SEIAA 30 MIN 2019,Karnataka,Chikkaballapura,Chikkaballapura,Date of Submission for EC: 13 Jan 2019 ,Date of Ec Granted : 20 Apr 2019,Non-Coal Mining,MS S L N ENTERPRISES,EC Granted
SIA/KA/MIN/160905/2020,SEIAA 239 MIN 2020,Karnataka,Mysore,Krishnarajanagara,Date of Submission for EC: 29 Jun 2020 ,Date of Ec Granted : 03 Sep 2020,Non-Coal Mining,SRI. SOMASHEKAR,EC Granted - Processed offline
SIA/KA/MIN/148091/2020,SEIAA 123 MIN 2020,Karnataka,Bellary,Hagaribommanahalli,Date of Submission for EC: 09 Mar 2020 ,Date of Ec Granted : 14 Aug 2020,Non-Coal Mining,SRI. R. KOTRESH,EC Granted - Processed offline
SIA/KA/MIN/70657/2017,,Karnataka,Bellary,Hadagalli,Date of Submission for TOR: ,Date of Submission for EC: 30 Oct 2017 ,Non-Coal Mining,SRI B N ITAGI,Delisted
SIA/KA/IND2/2855/2015,SEIAA 28 IND 2015,Karnataka,Kolar,Malur,Date of Submission for TOR: ,Date of Submission for EC: 31 Oct 2017 ,Industrial Projects - 2,ECOF INDUSTRIES PVT LTD,Delisted
SIA/KA/MIN/70872/2017,SEIAA 96 MIN 2017,Karnataka,Bellary,Hadagalli,Date of Submission for EC: 10 Nov 2017 ,Date of Ec Granted : 03 Apr 2018,Non-Coal Mining,SRI GURUNATH K DANAPPANAVAR,EC Granted
SIA/KA/MIS/61984/2017,SEIAA 3 MIN 2017,Karnataka,Uttara Kannada,Honnavar,Date of Submission for TOR: ,Date of Submission for EC: 01 Feb 2017 ,INFRA-2,DISTRICT SAND MONITORING COMMITEE CRZ,Rejection Letter Granted
SIA/KA/MIS/62017/2017,SEIAA 13 MIN 2017,Karnataka,Uttara Kannada,Karwar,Date of Submission for TOR: ,Date of Submission for EC: 03 Feb 2017 ,INFRA-2,DISTRICT SAND MONITORING COMMITEE CRZ,Rejection Letter Granted
SIA/KA/NCP/19096/2017,SEIAA 60 CON 2017,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for EC: 05 Jan 2018 ,Date of Ec Granted : 17 Apr 2018,INFRA-1,M/S. APG INTELLI HOMES PRIVATE LIMITED,EC Granted
SIA/KA/MIN/2916/2015,SEIAA 1248 MIN 2015,Karnataka,Hassan,Hassan,Date of Submission for EC: 08 Oct 2015 ,Date of Ec Granted : 10 Dec 2015,Non-Coal Mining,G H MANJEGOWDA,EC Granted
SIA/KA/MIN/2856/2015,SEIAA 1237 MIN 2015,Karnataka,Bangalore Urban,Bangalore South,Date of Submission for EC: 07 Oct 2015 ,Date of Ec Granted : 01 Jan 2016,Non-Coal Mining,R K PRAKASH,EC Granted
SIA/KA/MIS/167654/2020,SEIAA 120 CON 2020,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for EC: 12 Aug 2020 ,Date of Ec Granted : 24 Mar 2021,INFRA-2,M/S. NVT QUALITY LIFESTYLE ESTATE LLP,EC Granted - Processed offline
SIA/KA/MIS/167816/2020,,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for TOR: ,Date of Submission for EC: 13 Aug 2020 ,INFRA-2,M/S. SRI MITRA BUILDERS & DEVELOPERS,WithdrawEC
