,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/CG/MIN/42884/2019,,M/s Kusum Stone Minerals (Prop. Arti Mudliyar),KUSUM STONE MINERALS ARTI MUDLIYAR,Delisted,EC,
1,2,SIA/CG/MIN/147920/2020,OL/EC/MIN/RAJNANDGAON/1247,DUMARDIHKALAN LIMESTONE QUARRY,ARCHANA DAS LIMESTONE QUARRY,EC Granted,EC,
2,3,SIA/CG/MIN/72320/2018,OL/EC/MIN/RAIPUR/671,"Akhilesh Kumar Singh
Lalpur Limestone mine",AKHILESH KUMAR SINGH,EC Granted - Processed offline,EC,
3,4,SIA/CG/IND/21680/2015,OL/EC/IND/RAIGARH/713,CHANDRAHASNI ISPAT PRIVATE LIMITED (BILLETS AND TMT DIVISION),CHANDRAHASNI ISPAT PRIVATE LIMITED,EC Granted,EC,
4,5,SIA/CG/MIN/39261/2019,OL/EC/MIN/MAHASAMUND/924,Barbaspur Flag Stone Quarry Mine,RAJENDRA  GUPTA,EC Granted,EC,
5,6,SIA/CG/MIN/257839/2022,OL/EC/MIN/BASTAR/1958,Bajawand Sand Quarry (K2),KUSUMLATA SAHU,Agenda Uploaded by SEIAA,EC,
6,7,SIA/CG/MIN/414797/2023,,M/s Balaji Bricks Earth  Quarry,VKMMUDLIYAR,Pending at PP due to eds,EC,
7,8,SIA/CG/MIN/31559/2015,OL/EC/SANDMINE/RAIPUR/38,Tila Sand Mine,SARPANCH,EC Granted,EC,
8,9,SIA/CG/MIN/31563/2015,OL/EC/SANDMINE/SURGUJA/39,Kawalgiri sand mining,SARPANCH KAWALGIRI,EC Granted,EC,
9,10,SIA/CG/MIN/61154/2016,OL/EC/LIME_STONE/DURG/534,NANDANI KHUNDANI LIMESTONE MINE,SANTOSH MINERALS,Rejection Letter Granted,EC,
0,11,SIA/CG/MIN/411507/2022,OL/EC/MIN/KORIYA/2240,"Hastinapur Crusher Stone Quarry , Lessee - shri Dev Kumar Patel ,Area - 1.070 ha.",DEV PATEL,Rejection Letter Granted,EC,
1,12,SIA/CG/MIN/35740/2015,OL/EC/SANDMINE/JASHPUR/239,sand mining,SACHIVCHADIYA,EC Granted,EC,
2,13,SIA/CG/MIN/35777/2015,OL/EC/sand_quarry/RAIPUR/257,Otebandh sand quarry,GRAM PANCHAYAT OTEBANDH,EC Granted,EC,
3,14,SIA/CG/MIN/35780/2015,OL/EC/sand_quarry/BALODA_BAZAR/256,chakarway sand quarry,GRAM CHAKARWAY,EC Granted,EC,
4,15,SIA/CG/MIN/35183/2019,OL/EC/SANDMINE/BALODABAZAR_BHATAPARA/845,thakurdiya sand mine,THAKURDIYA SAND MINE,Delisted,EC,
5,16,SIA/CG/NCP/62813/2017,OL/EC/NCP/RAIPUR/562,Avinash CAPITAL HOMES 2,ANAND SINGHANIA,Delisted,EC,
6,17,SIA/CG/MIN/46353/2019,OL/EC/MIN/BIJAPUR/1018,K-1 Mangalnar Sand Mine,MANGALNAR SAND  MINE,EC Granted,EC,
