,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/CG/MIN/179036/2020,OL/EC/MIN/BILASPUR/1418,Konchara sand mine of Manoj Kumar Pandey,KONCHARA SAND MINE OF MANOJ KUMAR PANDEY,EC Granted,EC,
1,2,SIA/CG/MIN/149534/2020,OL/EC/MIN/J_CHAMPA/1311,Shri. Ram Prakash Jaiswal,RAM  PRAKASH,EC Granted,EC,
2,3,SIA/CG/MIN/143721/2020,OL/EC/MIN/RAJNANDGAON/1187,Bhagirathi Chakradhari Joratarai Limestone Mine,BHAGIRATHI CHAKRADHARI,EC Granted,EC,
3,4,SIA/CG/MIN/34079/2015,OL/EC/LIMESTONEMINE/DHAMTARI/210,Goji Limestone quarry,GOJI LIMESTONE QUARRY,EC Granted,EC,
4,5,SIA/CG/MIN/173567/2020,OL/EC/MIN/BALRAMPUR/1396,Pachawal sand mine of Hitesh Singh Thakur,PACHAWAL SAND MINE OF HITESH SINGH THAKUR,EC Granted,EC,
5,6,SIA/CG/MIN/203140/2021,OL/EC/MIN/JANJGIR_CHAMPA/1597,Tarod Limestone Mine,NILKAMAL SINGH,Awaiting EC,EC,
6,7,SIA/CG/MIN/199432/2021,OL/EC/MIN/RAIGARH/1564,aurabhata sand mine,AURABHATA SAND MINE,EC Granted,EC,
7,8,SIA/CG/MIN/199434/2021,OL/EC/MIN/SURAJPUR/1566,namadgiri l1 sand mine,NAMADGIRI L1 SAND MINE,EC Granted,EC,
8,9,SIA/CG/IND/16758/2016,OL/EC/LPG_BOTTLING_PLANT/RAIPUR/328,,BHARAT PETROLEUM CORPORATION LIMITED,EC Granted - Processed offline,EC,
9,10,SIA/CG/NCP/20201/2017,OL/EC/NCP/BASTAR/639,Expansion of built up area from 1.95 lakh sq.mts to 2.82 lakh sq.mts for residential complex,NMDC IRON AND STEEL PLANT LIMITED,EC Granted,EC,
0,11,SIA/CG/MIN/63152/2017,,JANPADPANCHAYAT ABHANPUR SAND MINE VILLAGE PARAGAON,JANPAD PANCHAYAT ABHANPUR SAND MINE PARAGAON,Delisted,EC,
1,12,SIA/CG/MIN/63278/2017,OL/EC/DOLOMITE_QUARRY/BEMETARA/573,Mohbhatta Dolomite Quarry,DILIP DESHLAHRA,Rejection Letter Granted,EC,
2,13,SIA/CG/MIN/221813/2021,OL/EC/MIN/DHAMTARI/1752,PAIKBHATA CRUSHER STONE QUARRY,PAIKBHATA CRUSHER STONE QUARRY 1.20 HA,EC Granted,EC,
3,14,SIA/CG/NCP/61403/2016,OL/EC/CONSTRUCTION_PROJECT/RAIPUR/540,Wallfort SAPPHIRE,WALLFORT PROPERTIES PRIVATE LIMITED,EC Granted - Processed offline,EC,
4,15,SIA/CG/MIN/74403/2018,,"Pitora Limestone Mine 
area 1.99 hects",TEKENDRA CHANDRAKAR,WithdrawEC,EC,
5,16,SIA/CG/MIN/270784/2022,,M/s Rishabh Minerals Prop- Shri Uttam Singh,M/S RISHABH MINERALS (PROP- UTTAM SINGH RAJPUT),Delisted,EC,
6,17,SIA/CG/INFRA2/411321/2022,OL/EC/INFRA2/DURG/2238,UTOPIA TOWNSHIP PROJECT,LAXMI ASSOCIATES,Agenda Uploaded by SEAC,EC,
7,18,SIA/CG/MIN/35844/2015,OL/EC/sand_mine/BALODA_BAZAR/246,Bhalukona Sand Mine,GRAM PANCHAYAT SINGHARI,EC Granted,EC,
8,19,SIA/CG/MIN/143231/2020,OL/EC/MIN/BALODABAZAR/1175,BAMHANI SAND MINE OF ABHIJEET ROHRA,BAMHANI SAND MINE OF ABHIJEET ROHRA,EC Granted,EC,
9,20,SIA/CG/MIN/210230/2021,OL/EC/MIN/BILASPUR/1640,Kukurdikera Brick Earthclay Quarry Mine & Fix Chimney Brick Plant,KUKURDIKERA BRICK EARTHCLAY QUARRY MINE & FIX CHIMNEY BRICK PLANT OF NAND KUMAR MADHUKAR,EC Granted,EC,
0,21,SIA/CG/MIN/200577/2021,OL/EC/MIN/MAHASAMUND/1572,Flagstone Quarry,TEJKUMAR PURRE,EC Granted,EC,
1,22,SIA/CG/MIN/194751/2021,OL/EC/MIN/DHAMTARI/1537,siyadehi brick earth and brick kiln,SIYADEHI BRICK,EC Granted,EC,
2,23,SIA/CG/MIN/40601/2019,,Pratapgarh Sand Mining Project,GRAM PANCHAYAT PRATAPGARH,Delisted,EC,
3,24,SIA/CG/IND/84533/2018,OL/EC/IND/RAIGARH/750,JAGDAMBA SPONGE PRIVATE LIMITED,JAGDAMBA SPONGE PRIVATE LIMITED,EC Granted,EC,
4,25,SIA/CG/MIN/34076/2019,OL/EC/LIMESTONEMINE/GARYABANDH/816,singhauri sand mine,SINGHAURI SAND MINE,Rejection Letter Granted,EC,
5,26,SIA/CG/IND/67229/2017,OL/EC/IND/BILASPUR/624,MAA MAHAMAYA STEELS PRIVATE LIMITED,MAA MAHAMAYA STEELS PRIVATE LIMITED,EC Granted,EC,
6,27,SIA/CG/MIN/41834/2016,OL/EC/SANDMINE_QUARRY/SURAJPUR/321,namadgiri sand quarry,NAMADGIRI GRAMPANCHAYAT,WithdrawEC,EC,
7,28,SIA/CG/MIN/251387/2022,OL/EC/MIN/SURAJPUR/1913,Devipur Ordinary Stone Mine of Manju Agrawal,DEVIPUR ORDINARY STONE MINE OF  MANJU AGRAWAL,Request for withdraw,EC,
8,29,SIA/CG/MIN/33139/2019,OL/EC/LIMESTONEMINE/RAJNANDGAON/788,M/s SHREE NAVKAR STONES(Dumardihkala Limestone Quarry),SHREE NAVKAR STONES,EC Granted - Processed offline,EC,
9,30,SIA/CG/MIN/35172/2019,,datrengi sand mine,DATRENGI SAND MINE,Pending at PP due to eds,EC,
0,31,SIA/CG/MIN/35469/2015,OL/EC/SANDMINE/KORIYA/232,Gadhter Sand Mine,GRAM PANCHAYAT GADHTER,EC Granted,EC,
1,32,SIA/CG/MIN/133931/2019,OL/EC/MIN/RAJNANDGAON/1083,SUJATA MINERALS,SUJATA  MINERALS,EC Granted,EC,
2,33,SIA/CG/MIN/31467/2015,,Ashish Kumar Agrawal,Ashish Kumar Agrawal,Delisted,EC,
3,34,SIA/CG/MIN/31495/2015,OL/EC/SANDMINE/BALOD/33,sanaod sand mine,SARPANCH,EC Granted,EC,
4,35,SIA/CG/MIN/415260/2023,,Baturabahar Ordinary Stone Temporary Permit Quarry of M/s. Tirupati Buildcon Pvt. Ltd.,TIRUPATI BUILD-CON PRIVATE LIMITED,Request for withdraw,EC,
5,36,SIA/CG/MIN/411932/2022,OL/EC/MIN/KORIYA/2241,"Hastinapur Crusher stone Quarry , shri Dev kumar Patel , area - 1.070 ha.",DEV PATEL,Rejection Letter Granted,EC,
6,37,SIA/CG/MIN/52750/2016,,"M/s Dinesh Chand Nakhat Lime Stone Mine in Village Pinkapar,Tehsil - Dondi Lohara, Dist Balod, Chhattisgarh",MS DINESH CHAND NAKHAT LIME STONE MINE,Delisted,EC,
7,38,SIA/CG/MIN/52837/2016,OL/EC/SANDMINE/RAJNANDGAON/441,Riwatola Magardhokhra Sand Mine,SARPANCH MAGARDHOKHRA,EC Granted,EC,
8,39,SIA/CG/MIN/31825/1900,,A Mines,XYZ  MINE,WithdrawEC,EC,
9,40,SIA/CG/MIN/34335/2019,,Dumariya Sand Quarry,SARPANCH DUMARIYA VILLAGE,Delisted,EC,
0,41,SIA/CG/MIN/60578/2016,OL/EC/LIMESTONE/DURG/528,"Sanjay Agrawal
Nandini-Khundini Limestone mine",SANJAY AGRAWAL LIMESTONE,Rejection Letter Granted,EC,
1,42,SIA/CG/MIN/169323/2020,OL/EC/MIN/BILASPUR/1375,Mangla  sand mine of Bablu Kumar Joshi,MANGLA SAND MINE OF BABLU KUMAR JOSHI,EC Granted,EC,
2,43,SIA/CG/MIN/140820/2020,OL/EC/MIN/SUKMA/1160,Chhindgarh Sand Quarry,DEVNDRA SING DESHMUKH,Rejection Letter Granted,EC,
3,44,SIA/CG/MIN/43961/2019,OL/EC/MIN/RAJNANDGAON/975,Mohanlal Chakradhari,MOHANLAL   CHAKRADHARI,EC Granted,EC,
4,45,SIA/CG/MIN/40620/2016,OL/EC/SANDMINE/RAIPUR/302,Benidih Sand Mine,SARPANCH GRAM PANCHAYAT RATAKAT,EC Granted,EC,
5,46,SIA/CG/IND/33391/2019,OL/EC/IND/RAIGARH/800,SADGURU ISPAT PRIVATE LIMITED,SADGURU ISPAT PRIVATE LIMITED,EC Granted - Processed offline,EC,
6,47,SIA/CG/MIN/50648/2016,,Flag stone Quarry Village Ghodari,NEHA AGRAWAL,Delisted,EC,
7,48,SIA/CG/MIN/34810/2015,OL/EC/SANDMINE/BALRAMPUR/225,Jamai Sand Project,JAMAI SAND PROJECT,EC Granted,EC,
8,49,SIA/CG/MIN/67413/2017,OL/EC/LIME_STONE/BALODA_BAZAAR/629,"Saurabh Agrawal 
Bhalukona Limestone mine 3.198 Ha",SAURABH AGRAWAL BHALUKONA LIMESTONE MINE,EC Granted,EC,
9,50,SIA/CG/IND2/21665/2016,OL/EC/IND2/RAIPUR/502,INDIAN OIL CORPORATION LIMITED RAIPUR LPG BOTTLING PLANT,"INDIAN OIL CORPORATION LTD. RAIPUR, CG",EC Granted,EC,
0,51,SIA/CG/MIN/31563/2015,OL/EC/SANDMINE/SURGUJA/39,Kawalgiri sand mining,SARPANCH KAWALGIRI,EC Granted,EC,
1,52,SIA/CG/MIN/61154/2016,OL/EC/LIME_STONE/DURG/534,NANDANI KHUNDANI LIMESTONE MINE,SANTOSH MINERALS,Rejection Letter Granted,EC,
2,53,SIA/CG/MIN/64051/2017,,"Mohini Devi Mishra 4.55 Hectare  
Nandini Khundini Limestone Mine",MOHINI DEVI MISHRA,WithdrawEC,EC,
3,54,SIA/CG/MIN/74110/2018,OL/EC/MIN/BASTAR/681,Rajoor Limestone Mine,SMT USHA RAJPURIA,Rejection Letter Granted,EC,
4,55,SIA/CG/MIN/45681/2019,OL/EC/MIN/GARIABANDH/993,polkarra sand mine,NIRSESH DIWAN POLKARRA,EC Granted,EC,
5,56,SIA/CG/MIN/420879/2023,OL/EC/MIN/BALRAMPUR/1447,Baghima Limestone Mine of Abhishek Goyal,ABHISHEK GOYAL,Agenda Uploaded by SEAC,EC,
6,57,SIA/CG/MIN/52769/2016,,"M/s K V Ravindra Babu Brick Earth Mine Village-Nandkathi, Teh & Dist Durg Chhattisgarh",MS K V RAVINDRA BABU BRICK EARTH MINE,Delisted,EC,
7,58,SIA/CG/MIN/136921/2020,OL/EC/MIN/JASHPUR/1133,Goriyatoli Sand Quarry of Kishan Agrawal,KISHAN AGRAWAL,EC Granted,EC,
8,59,SIA/CG/MIN/51720/2016,,"Gram Panchayat Sungera Sand Mine,Raipur",SACHIV,Delisted,EC,
9,60,SIA/CG/MIN/51803/2016,,sarpanch bhatasorhi sand mine,SARPANCH BHATASOREE,Delisted,EC,
0,61,SIA/CG/MIN/251289/2022,OL/EC/MIN/SURAJPUR/1912,Nayanpur Brick Earthclay Quarry & Brick Kiln o Jagmohan Prasad Agrawal,NAYANPUR BRICK EARTHCLAY QUARRY & BRICK KILN OF  JAGMOHAN PRASAD AGRAWAL,EC Granted,EC,
1,62,SIA/CG/MIN/420776/2023,OL/EC/MIN/KORBA/2341,Bagdar Limestone Mine of Tulsi Ram Biyar,TULSI RAM,For further consideration(SEAC),EC,
2,63,SIA/CG/MIN/50145/2016,,Khogsa Quartz Deposit,TIKESHWAR PATEL KANHAIYA LAL AGARWAL,Delisted,EC,
3,64,SIA/CG/MIN/36149/2019,,Tarasgaon Sand Mines,TARASGAON GRAM PANCHAYAT,Delisted,EC,
4,65,SIA/CG/MIN/42235/2019,,Girdhari Lal Talreja,GIRDHARI LAL TALREJA,Delisted,EC,
5,66,SIA/CG/MIN/414868/2023,,Taregaon Maidan Limestone Mine of Bishnath Verma,BISHNATH,Request for withdraw,EC,
6,67,SIA/CG/MIN/416894/2023,OL/EC/MIN/SURGUJA/1610,Changori & Karra Limestone Mining Cluster,RAJENDRA PRASAD GUPTA.,Awaiting EC,EC,
7,68,SIA/CG/MIN/147390/2020,OL/EC/MIN/RAJNANDGAON/1230,Deval Sahu Joratarai Limestone Mine,DEVLAL SAHU LIMESTONE MINE,Rejection Letter Granted,EC,
8,69,SIA/CG/MIN/147403/2020,OL/EC/MIN/DHAMATRI/1231,bharari sand mine,AKSHAY RAJPUT,EC Granted,EC,
9,70,SIA/CG/MIN/147747/2020,OL/EC/MIN/SURAJPUR/1234,Sattipara sand mine 1(mine code-C-1) of Rakesh Singh Thakur,SATTIPARA SAND MINE 1 (MINE CODE-C-1) OF RAKESH SINGH THAKUR,EC Granted,EC,
0,71,SIA/CG/MIN/186687/2020,,M/s Quality Construction(Prop.-GD Jaswani),M/S QUALITY CONSTRUCTION(PROP.- GD JASWANI),Delisted,EC,
1,72,SIA/CG/MIN/136125/2020,OL/EC/STONE_MINE/JASHPUR/1124,Stone Mine of Making Gitti of Shri Vijay Kumar Gupta,VIJAY KUMAR GUPTA.,EC Granted,EC,
2,73,SIA/CG/MIN/127131/2019,OL/EC/MIN/DURG/1031,R Andrew Maniraj Piparchhedi sandmine,PIPARCHHEDI SAND MINE,EC Granted,EC,
3,74,SIA/CG/IND2/244168/2021,,"100 KLPD Grain Based Ethanol Plant along with 3.0 MW Co-generation Power Plant at Village- Saraipali, Post-Gerwani, Tehsil- Tamnar, District- Raigarh, Chhattisgarh",M/S NAV DURGA PVT. LTD.,WithdrawEC,EC,
4,75,SIA/CG/MIN/72180/2020,OL/EC/MIN/RAJNANDGAON/1392,Kalkasa Limestone Quarry(M/s shri Chand Chachra),SHRICHAND  CHACHRA,Awaiting EC,EC,
5,76,SIA/CG/MIN/72086/2019,OL/EC/MIN/RANJANDGAON/1005,Baldeopur Limestone Mine (Smt. Rakhi Turhate),SMT RAKHI TURHATE,Awaiting EC,EC,
6,77,SIA/CG/MIN/276983/2022,OL/EC/MIN/KORIYA/2087,Anil Buildcon  Pvt. Ltd.,PRADEEP VERMA,Agenda Uploaded by SEAC,EC,
7,78,SIA/CG/MIN/56883/2016,OL/EC/SANDMINE/Koriya/471,SAND MINE,SARPANCH MANWARI,EC Granted,EC,
8,79,SIA/CG/IND/226437/2021,OL/TOR/MIN/RAIPUR/1777,Manglam Alloys and Ispat Pvt. Ltd.,MANGLAM ALLOYS AND ISPAT PVT. LTD.,EC Granted,EC,
9,80,SIA/CG/MIN/40601/2019,,Pratapgarh Sand Mining Project,GRAM PANCHAYAT PRATAPGARH,Delisted,EC,
