,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/TN/MIN/204268/2021,6936/2019,M/s Royal Blue Metals 2.70 Rough Stone,ROYAL BLUE METALS,EC Granted,EC,
1,2,SIA/TN/MIN/60271/2016,5902/2016,"S.Palraj, Rough stone and Gravel
quarry from over an Extent of 1.07.0Ha in S.F Nos: 1274/1A & 1274/1C, at Kachaikatti Village
of Vadipatti Taluk, Madurai District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
2,3,SIA/TN/MIN/60319/2016,5911/2016,"M.Gandhi, Multi Colour
Granite quarry from over an Extent of 2.93.0Ha in S.F.Nos. 135/1A, 136/1A and 136/2 at
Naganur Village of Kulithalai Taluk, Karur District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
3,4,SIA/TN/MIN/60328/2016,5908/2016,"ROUGH STONE QUARRY,THIRU.C.RAMAKRISHNAN,(Extent: 0.30.0Ha)-B2 Project ,S.F.NO	:   84/3(P) & 84/4(P),
VILLAGE	:   KALLANAI,
TALUK	:   THIRUMANGALAM,
DISTRICT	:   MADURAI,
STATE	:   TAMIL NADU,",KARUPPANNAN,TransferToDEIAA,EC,
4,5,SIA/TN/MIN/53454/2016,5275/2016,"C.Asaithambi,Rough Stone Quarry for over an extent opf 1.40.0 Ha in Melur Village,
Kulathur Taluk,
Pudukottai District.",KEERAN,TransferToDEIAA,EC,
5,6,SIA/TN/NCP/60757/2016,6227/2017,MRF LIMITED,MRF LIMITED,WithdrawEC,EC,
6,7,SIA/TN/MIN/60806/2016,5981/2016,"R.Threha, Rough Stone Quarry
from over an Extent of 0.74.5Ha in S.F No: 539/8B, 539/10, 539/17, 539/18 and 539/20 at
Lembalakudi Village of Thirumayam Taluk, Pudukkottai District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
7,8,SIA/TN/MIN/61437/2016,6171/2017,"Shri Devanathayadhav proposed Gravel and Quartzite Quarry -B2 project, 3.03.0 Hectares in S.F.No. 40/47, 40/48, 40/49 and 40/57, Thanakkan Kulam Village, Thirupparan Kundram Taluk, Madurai District, Tamil Nadu.",SURIYA MINING SERVICES,TransferToDEIAA,EC,
8,9,SIA/TN/MIN/61439/2016,6080/2016,"P.R.P. Exports, Multi Colour
Granite quarry from over an Extent of 6.12.0Ha in S.F.Nos. 215/1C, 215/1D, 215/1F,
215/1G, 215/1H, 215/9A, 215/9B, 215/9C, 215/9D, 216/5, 216/7A, 216/7B, 217/8, 217/12,
217/13, 217/14, 220/12A, 220/13, 220/10, 220/16,",PRP GRANITES AND EXPORTS,Delisted,EC,
9,10,SIA/TN/MIN/61442/2016,6076/2016,"P.R.P.Exports, Multi Colour
Granite quarry from over an Extent of 3.67.0Ha in S.F.Nos. 148/1, 148/3, 148/4, 148/5,
148/6, 148/7, 148/8 and 148/9 of Sembattur Village and S.F.Nos. 7/1 and 7/2 of Puthambur
Village of Pudukkottai Taluk, Pudukkottai D",PRP GRANITES AND EXPORTS,TransferToDEIAA,EC,
0,11,SIA/TN/MIN/126344/2019,,"V.Kumar, Gravel Quarry over an Extent of 2.11.5 hectares of Consent Patta Land in S.F.Nos. 190/13 (1.04.0) & 197/6 (1.07.5) of Marakkathur Village, Kalaiyarkovil Taluk, Sivagangai District",V KUMAR GRAVEL QUARRY,Delisted,EC,
1,12,SIA/TN/MIN/62706/2017,6347/2017,"A.Muthuramalingam,For Removal of Gravel Quarry for over an Extent of 0.74.5Ha in Keelaramanadhi Village,Kamuthi Taluk,Ramnathapuram District.",VALLIAPPAN,TransferToDEIAA,EC,
2,13,SIA/TN/MIN/62710/2017,6338/2017,"S.Ramaiya,For Removal of Savudu Quarry for over an Extent of 0.47.5Ha in Vallur-II Village,Ponneri taluk,Tiruvallur District.",VALLIAPPAN,TransferToDEIAA,EC,
