,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/TN/MIS/224126/2021,8535,"Proposed Construction of Residential Quarters - Expansion at Chennai Airport at GLR No.386-6,386-2( Survey No.61/A - Part, 63/1 - Part, 63/2- Part, 64, 65/1, 65/2,Palvanthangal) GLR 395-1(Survey No. 69/1A, 69/1B, 69/1C,Nanganallur) GLR No. 387/23B, 3",AIRPORT AUTHORITY OF INDIA,EC Granted,EC,
1,2,SIA/TN/MIN/52585/2016,5361/2016,"S.A.Subbaiah, Rough Stone Quarry
from over an Extent of 0.01.5Ha in S.F Nos: 42/3 at Thiruvengaivasal Village of Illuppur Taluk,
Pudukkottai District.",IFTHIKHAR AHMED,EC Granted,EC,
2,3,SIA/TN/MIN/60564/2016,,"V.Periyasamy, Rough stone Quarry over an extent of 1.40.0Ha. in S.F.No.654/1 in Athur Village, Manmangalam Taluk, Karur District.",V PERIYASAMY,TransferToDEIAA,EC,
3,4,SIA/TN/MIN/60682/2016,5958/2016,"The Executive Engineer, Sand quarry from
over an Extent of 18.00.0Ha in S.F.No.321/1 (P) at Vadarangam Village of Sirkazhi Taluk,
Nagapattinam District",IFTHIKHAR AHMED,EC Granted,EC,
4,5,SIA/TN/MIN/60689/2016,,"Tmt.S.jeganakumati,Rough stone,Jelly and Soil Quarry for over an Extent of 2.89.0Ha in Ramapuram Village,
Agatheeswaram Taluk,
Kanniyakumari District.",NATARAJAN C,TransferToDEIAA,EC,
5,6,SIA/TN/MIN/32339/2015,4618/2015,"P.Marappan, Rough Stone Quarry
Extent:2.11.5Ha.
S.F.No.74 & 75/3B
Village:Kuppam
Taluk:Aravakurichi
District:Karur",MARAPPAN,EC Granted,EC,
6,7,SIA/TN/MIN/32457/2015,4636/2015,"V. Annaiah Reddy, Rough Stone Quarry
Extent:0.81.0Ha.
S.F.No.:231/4C1
Village:Mugalur
Taluk:Hosur
District:Krishnagiri",ANNAIAH REDDY,Rejection Letter Granted,EC,
7,8,SIA/TN/MIN/57557/2016,5959/2016,"Tvl. Imperial Granites Private Limited,Multi-coloured
Granite quarry from over an Extent of 2.63.5Ha in S.F.No. 466/1 and 468 at Bodichipalli
Village of Denkanikottai Taluk, Krishnagiri District",IFTHIKHAR AHMED,TransferToDEIAA,EC,
8,9,SIA/TN/MIN/50271/2016,5086/2016,"S. Ramachandran, Grey Granite
quarry from over an Extent of 3.25.0Ha in S.F.No. 170/1, 503/2A,497/1 and 498/2 at
Nagojanahalli Village of Pochampalli Taluk, Krishnagiri District",IFTHIKHAR AHMED,EC Granted,EC,
9,10,SIA/TN/MIN/33330/2015,4671/2015,"R.Muralidharan,Rough Stone and Gravel Quarry over an extent of 2.63.0.Ha of Puravipalayam Village,
Pollachi Taluk,
Coimbatore District.",RAJASEKAR,EC Granted,EC,
0,11,SIA/TN/MIN/61660/2017,6124/2017,"Smt. Ramayee, Quartz & Feldspar
Quarry from over an Extent of 0.78.0Ha in S.F.No. 530/1, 530/2, 530/3 and 530/4 at
Pannapatti Village of Kadavur Taluk (Formerly Kulithalai), Karur District.",ILAVARASAN,TransferToDEIAA,EC,
1,12,SIA/TN/MIN/61670/2017,6242/2017,"M/s. Blue Star Mines and Minerals, Quartz & Feldspar
Mine from over an Extent of 0.81.0Ha in S.F.No. 85/1 (Part) at Koothanatham Village of
Tiruchengode Taluk, Namakkal District.",JAGANNATHAN,TransferToDEIAA,EC,
2,13,SIA/TN/MIN/61677/2017,6264/2017,Nagampalli Quartz and Feldspar mine,CHETTINAD MORIMURA SEMICONDUCTOR MATERIAL PVT LTD,TransferToDEIAA,EC,
