,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/HR/IND2/152814/2020,SEIAA/HR/2020/268 hard copy to be submitted,Expansion and change in product mix of existing herbal extracts and their purified derivatives for manufacturing of herbal extracts and active pharmaceuticals ingredients.,LEPRO HERBALS PVT LTD,EC Granted,EC,
1,2,SIA/HR/NCP/25725/2018,SEIAA/HR/18/ 408 dated 23.04.2018.,,HARYANA URBAN DEVELOPMENT AUTHORITY DIV NO II HISAR,EC Granted - Processed offline,EC,
2,3,SIA/HR/MIS/116686/2019,SEIAA/HR/19/200 hard copy to be submit,Non-agro Warehouse Project (27.37 acres),LI INDUSTRIAL PARKS PRIVATE LIMITED,EC Granted - Processed offline,EC,
3,4,SIA/HR/NCP/75655/2018,SEIAA/HR/18/ 439 dated 19.07.2018,"Warehouse for storage of Non-agro produce at Village Farrukhnagar, Distt. Gurugram and Village Khalikpur, Distt. Jhajjar, Haryana by Farukhnagar Logistics Parks LLP",FARUKHNAGAR LOGISTICS PARKS LLP,EC Granted - Processed offline,EC,
4,5,SIA/HR/MIN/10862/2015,File no. SEIAA/HR/MIN/16/144 dated 18.04.2016. Ple,IA/HR/MIN/27668/2015,MS ULTIMATE GROUP,EC Granted,EC,
5,6,SIA/HR/NCP/57067/2016,SEIAA/HR/17/314 dated 27.01.2017,Industrial Warehousing/Storage/Logistics Project,INDOSPACE INDUSTRIAL PARK NEEMRANA PVT LTD,EC Granted,EC,
6,7,SIA/HR/MIS/101661/2019,,"Proposed Commercial Colony 'AIPL Joy Gallery, Sec-66, Badshahpur, Gurgaon",R.C. SOOD & COMPANY PVT. LTD.,Delisted,EC,
7,8,SIA/HR/NCP/59010/2016,SEIAA/HR/16/291 dated 14.09.2016,"Affordable Housing Colony located in the revenue estate of Village Bajghera, Sector-112, Gurgaon, Haryana by M/s Deluris Buildtech Pvt Ltd",DELURISE BUILDTECH INDIA PVT LTD,EC Granted,EC,
8,9,SIA/HR/MIS/184580/2020,SEIAA/HR/2020/344 hard copy to be submitted,"Proposed Affordable Plotted Colony under Deen Dayal Jan Awas Yojna Scheme-2016 of 10.71875 Acres (Phase-III) in the revenue estate of village Shimla Maulana, Sector-40, Panipat, Haryana by M/s Herman Properties Pvt. Ltd.",M/S HERMAN PROPERTIES PVT. LTD.,EC Granted,EC,
9,10,SIA/HR/MIS/31301/2019,"SEIAA/HR/19/04
Hard copy to be submitted","IT Park ""Gateway Tower"" by M/s Dove Infrastructure Pvt Ltd",DOVE INFRASTRUCTURE PVT LTD,Delisted,EC,
0,11,SIA/HR/NCP/75869/2018,,"Development of Residential Colony (6.206 acres) under Deen Dayal Jan Awas Yojna (DDJAY), at village Mohammadpur Gujar, Sector 35, Sohna, Dist. Gurugram, Haryana",FAITH BUILDTECH PVT LTD,Delisted,EC,
1,12,SIA/HR/NCP/63694/2017,File no. SEIAA/HR/17/325 dated 07.04.2017,Affordable Group Housing Colony,SIGNATURE GLOBAL INDIA PRIVATE LIMITED,EC Granted,EC,
2,13,SIA/HR/NCP/19347/2016,SEIAA/HR/16/299 dated 24.10.2016,"Group Housing Project  “Raheja Vanya” Village Gopalpur & Dhankot, Sector-99 A,  District Gurgaon Haryana",RAHEJA DEVELOPERS LTD.,EC Granted,EC,
3,14,SIA/HR/IND2/55031/2020,SEIAA/HR/2020/304. The Project Proponent has to su,"Expansion & Modernization of sugar plant  from 2200TCD to 3500 TCD (expandable to 5000 TCD) at Village- Sheikhpura Jagir, Tehsil & District- Karnal, Haryana by M/s The Karnal Co-Operative Sugar Mills Ltd.",KARNAL CO-OPERATIVE SUGAR MILL LTD,Rejection Letter Granted,EC,
