,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/RJ/MIN/199740/2021,15082,"Masonry Stone Mining Project, M.L. No. 20/2007",SH. BHAGWAN LAL GAMETI,EC Granted - Processed offline,EC,
1,2,SIA/RJ/MIN/41184/2019,12289,"Masonry Stone Mining Project  Plot No. 06, Area –1.15 Ha. Production capacity of mine: 100000 TPA (ROM)  Near village – Sanjay Nagar, Tehsil– Khetri, District – Jhunjhunu (Rajasthan)",M/S AARADHYA PROJECTS,EC Granted - Processed offline,EC,
2,3,SIA/RJ/MIN/93954/2019,,"Marble Mine, ML NO. - 141/2006",SH KUNAL SINGH,Delisted,EC,
3,4,SIA/RJ/MIN/48551/2016,,QL. NO. 976 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
4,5,SIA/RJ/MIN/48607/2016,,QL. NO. 327 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
5,6,SIA/RJ/MIN/48613/2016,,QL. NO. 324 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
6,7,SIA/RJ/MIN/48614/2016,,QL NO. 291 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
7,8,SIA/RJ/MIN/48618/2016,,QL. NO. 287 PABUMAGRA SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
8,9,SIA/RJ/MIN/48623/2016,,QL. NO. 279 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
9,10,SIA/RJ/MIN/48646/2016,,QL NO. 322 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
10,11,SIA/RJ/MIS/109925/2019,352,"Proposed Group housing Project ""Mahal Aangan""",MAHAL AANGAN LLP,EC Granted - Processed offline,EC,
11,12,SIA/RJ/MIN/38696/2019,11880,Sakhun Granite Mine Project,SHRI ANAND AJMERA SHRI SUNIL JAIN SHRI AKHILESH SHARMA,EC Granted - Processed offline,EC,
12,13,SIA/RJ/MIN/36603/2015,,Bansarai Silica Sand 3/1992,SHIVDUTT,Under examination of SEIAA - Processed offline,EC,
13,14,SIA/RJ/MIN/45621/2019,13095,"M/s Shree Dev Mines, Toda Masonary Stone Ref. No. 2019100003303",SHRI SATYANARAYAN YADAV,EC Granted - Processed offline,EC,
14,15,SIA/RJ/MIN/45646/2019,,"M/s Bentonite Microns Pvt. Ltd., Fatehpura Siliceous Earth Mining Project (M.L. No.- 17/2012)",M/S BENTONITE MICRONS PVT. LTD.,Delisted,EC,
15,16,SIA/RJ/MIN/45726/2019,12930,Masonry stone Mining Project,SHRI ARUN KUMAR SAINI,Delisted,EC,
16,17,SIA/RJ/MIN/40522/2016,,Kheri Masonary Stone Mine ( M L No. 16/09),JAI SINGH RAJPUT,TransferToDEIAA,EC,
17,18,SIA/RJ/MIN/40541/2016,,"Sand Stone Mine Project (ML No. 13/2000) of Jagmohan Sharma, Sirrond, Roopwas, Bharatpur",GEO PLANET SOLUTIONS,Under examination of SEIAA - Processed offline,EC,
18,19,SIA/RJ/MIN/66392/2020,,"EC Fresh of Quartz, Feldspar and Masonary Stone Mining Lease (M.L. No 15/2002, Area: 4.90 Ha)  Khasra No. 138,156,157 near village- Chotkiyon Ki Dhani,  Tehsil- Kotputli, District - Jaipur (Rajasthan)",SH MAHENDRA KUMAR GOYAL,Delisted,EC,
19,20,SIA/RJ/MIN/48544/2016,,QL. NO. 1036 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
20,21,SIA/RJ/MIN/56612/2016,,QL NO 256 KALOR A SAND STONE MINING PROJECT,SH AMLAKH RAM,Under examination of SEIAA - Processed offline,EC,
21,22,SIA/RJ/MIN/56671/2016,,QL NO 1271 BHOMIYA JI KA THAN SAND STONE MINING PROJECT,SHRI SATA RAM JI,Under examination of SEIAA - Processed offline,EC,
22,23,SIA/RJ/MIN/56681/2016,,QL NO 280 SHRI ABDUL RASHID BHOMIYA JI KA THAN SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,
23,24,SIA/RJ/MIN/56682/2016,,QL NO 5 SHRI HAMEER SINGH GIRJO KI KHO SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,
24,25,SIA/RJ/MIN/27667/2017,,SMT. SHIKHA MODI,SMTSHIKHA MODI,Under examination of SEIAA - Processed offline,EC,
25,26,SIA/RJ/MIN/36219/2015,,Shri Ram Bihari,SHRI RAM BIHARI,TransferToDEIAA,EC,
26,27,SIA/RJ/MIN/49029/2016,,MANPURA LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-172,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,
27,28,SIA/RJ/MIN/49031/2016,,MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA Q.L. NO.-550,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,
28,29,SIA/RJ/MIN/49036/2016,,MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-199,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,
29,30,SIA/RJ/MIN/49048/2016,,MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-101,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,
30,31,SIA/RJ/MIN/53509/2016,,DHIKOLA MASONARY STONE MINE M.L. NO.-12/1998,PRAHLAD RAI TOSHNIWAL,Under examination of SEIAA - Processed offline,EC,
31,32,SIA/RJ/MIN/53523/2016,,QL. NO. 205 KALI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
32,33,SIA/RJ/MIN/53577/2016,,"Modiya Pahar Masonary Stone Mine
M.L. No. 149/1995",SHRI JAY SINGH,Under examination of SEIAA - Processed offline,EC,
33,34,SIA/RJ/MIN/53581/2016,,Masonary Stone Mine ( M L NO. 219/97 ),NAND KISHOR,Under examination of SEIAA - Processed offline,EC,
34,35,SIA/RJ/MIN/53602/2016,,Masonary Stone Mine ( M L NO. 1/2012 ),SANGRAMA RAM,Under examination of SEIAA - Processed offline,EC,
35,36,SIA/RJ/MIN/53559/2016,,Ballast Stone Mine ( M L NO. 71/97 ),DUNGAR RAM JAT,Under examination of SEIAA - Processed offline,EC,
36,37,SIA/RJ/MIN/37750/2019,11752,Rewda Red Ochre Mining Project (M.L. No. 13/2018),LAXMAN MEGHWAL,EC Granted - Processed offline,EC,
37,38,SIA/RJ/MIN/129375/2019,13179,Sonailakha Bajari Mine Lease Area,SH. PAWAN DEVAL,EC Granted - Processed offline,EC,
38,39,SIA/RJ/MIN/20258/2015,,Sand Stone Mining Project,AAKASH POONIYA,Under examination of SEIAA - Processed offline,EC,
39,40,SIA/RJ/MIN/185758/2020,14631,NAREDA GRANITE MINE,M/S SHRI SIDDHIVINAYAK MINERALS,EC Granted - Processed offline,EC,
40,41,SIA/RJ/MIN/129215/2019,13280,"Mining Lease of Quartz, Feldspar & Masonry stone  (ML No. 01/2002, ML area 4.75 hectares) at village: Mahawa, Tehsil: Neem Ka Thana, District: Sikar, Rajasthan",M/S GOVARDAN MINES & MINERALS,EC Granted - Processed offline,EC,
