,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/KA/IND2/224109/2021,SEIAA 46 IND 2021,PROPOSED MANUFACTURING OF THE ACTIVE PHARMACEUTICAL INTERMEDIATES AND INGREDIENTS (API / BULK DRUGS) AND R&D UNITS – KAIPI DIVISION,KOYE PHARMACEUTICALS PVT. LTD.,EC Granted,EC,
1,2,SIA/KA/NCP/75382/2018,SEIAA 98 CON 2018,Development of Non Residential Building (office/ Software park) project,DIVYASREE REAL ESTATE DEVELOPERS PVT. LTD,EC Granted,EC,
2,3,SIA/KA/MIN/160159/2020,SEIAA 209 MIN 2020,“Building Stone Quarry” of Shri Vivek S Hebbar,SHRI  VIVEK S HEBBAR,EC Granted - Processed offline,EC,
3,4,SIA/KA/NCP/60647/2016,SEIAA 159 CON 2016,MAHENDRA AARNA,MAHENDRA HOMES PVT LTD,EC Granted,EC,
4,5,SIA/KA/NCP/71021/2017,SEIAA 127 CON 2017,"proposed Residential Apartment project by M/s. Sekhar Builders and Infratech Pvt Ltd., at Sy. No 90, of Dommasandra Village, Bidarahalli Hobli, Bangalore East Taluk, Bangalore Urban District",MS SEKHAR BUILDERS AND INFRATECH PVT LTD,EC Granted,EC,
5,6,SIA/KA/NCP/71077/2017,SEIAA 129 CON 2017,HG SHEELA AND OTHERS,SHEELA HG,EC Granted,EC,
6,7,SIA/KA/MIN/32687/2015,,"“Shahabad Stone Quarry” of Sri. Saheb Gowda at Sy No: 67/4, 
Gandhi Nagar Village, Chittapur Taluk, Kalburgi District, Karnataka. Extent: 3-00 Acres",SAHEB GOWDA,Delisted,EC,
7,8,SIA/KA/MIN/71734/2017,SEIAA 116 MIN 2017,PINK GRANITE QUARRY,AMARJYOTHI  STONE,EC Granted,EC,
8,9,SIA/KA/NCP/33682/2015,SEIAA 195 CON 2015,"Residential Apartment at Sy No 28, Kenchenahalli Village, Bangalore.",BHARATH P SHAH AND MRS VEENA HASMUKH SHAH,EC Granted,EC,
9,10,SIA/KA/MIN/33708/2015,SEIAA 1527 MIN 2015,"“Building Stone Quarry” over an extent of 2.50 Acres at Sy No: 1/B1, UcchangidurgaVillage, Harapanahalli Taluk, Davanagere District, Karnataka.",MS TULAJA BHAVANI STONE CRUSHER,EC Granted,EC,
10,11,SIA/KA/MIN/2664/2015,SEIAA 1201 MIN 2015,Building Stone Quarry,RAMAKRISHNAPPA,EC Granted,EC,
