,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/JH/MIN/36024/2019,EC/SEIAA/2018-19/2147/2019,Murtiya Sand Ghat,Jharkhand State Mineral Development Corporation Limited,EC Granted,EC,
1,2,SIA/JH/MIN/221650/2021,EC/SEIAA/2021-22/2383/2021,KUTMU STONE MINE,M/S SURAJ KUMAR SINGH C/O LATE BHUPENDRA PRASAD SINGH,EC Granted,EC,
2,3,SIA/JH/MIN/214018/2021,,ICHAK STONE MINE OF M/S RAJSHREE CONSTRUCTION,ICHAK STONE MINE OF M/S RAJSHREE CONSTRUCTION,WithdrawEC,EC,
3,4,SIA/JH/MIS/235714/2021,,"Proposed Residential Building at Khata No. 81, Plot No.1051,1052 And 1055, Mouza – Hesag, Thana No. 247, P.S. Jagarnathpur, District-Ranchi-834003",M/S NEWQONETIC TRADECOM LLP,WithdrawEC,EC,
4,5,SIA/JH/MIN/31938/2015,,Karigunia Stone Mine,MS CRYSTAL CONSULTANTS,Delisted,EC,
5,6,SIA/JH/MIN/52881/2016,,Chetar Soil & Morrum Mine Project,TRACKS TOWER INFRATECH PRIVATE LIMITED,TransferToDEIAA,EC,
6,7,SIA/JH/MIN/52883/2016,,Chetar Soil & Morrum Deposit Project,RAUS IGS JV,TransferToDEIAA,EC,
7,8,SIA/JH/MIN/37975/2019,EC/SEIAA/2018-19/2136/2018,LAKHIBAD STONE MINE,MS LAKHINARAYAN STONE WORKS,EC Granted,EC,
8,9,SIA/JH/MIN/190783/2020,EC/SEIAA/2017-18/2158/2017,Maa Durga Stone Works,SOUMITRO,EC Granted,EC,
9,10,SIA/JH/MIN/228615/2021,EC/SEIAA/2021-22/2435/2021,"CHANDAN KUMAR GUPTA , AREA - 2.79 HA. , MOUZA - KATEKEWA, SUB DIVISION - RAJMAHAL, DISTRICT - SAHEBGANJ, STATE - JHARKHAND","CHANDAN KUMAR GUPTA, AREA - 2.79 HA., MOUZA - KATEKEWA, DISTRICT - SAHEBGANJ, JHARKHAND",EC Granted,EC,
10,11,SIA/JH/MIN/193337/2021,EC/SEIAA/2020-21/2304/2021,Anguthia Stone Mine,M/S SUKHI STONE WORKS - ANGUTHIA STONE MINE OF RAJOO SHEIKH,EC Granted,EC,
11,12,SIA/JH/MIN/223043/2021,,Bijaypur Stone Mine,CRYSTAL CONSULTANTS,Delisted,EC,
12,13,SIA/JH/MIN/45037/2019,EC/SEIAA/2018-19/2267/2019,Hathidari Stone Deposit,M/S. A.S.R.STONE WORKS,EC Granted,EC,
13,14,SIA/JH/MIN/208387/2021,,Ajanta Brick Field,SAHARA BRICKS SAHIBGANJ,Delisted,EC,
14,15,SIA/JH/MIN/208524/2021,,Bajaj Brick Field,BAJAJ BRICK FIELD,Delisted,EC,
15,16,SIA/JH/MIN/41813/2018,,M/s Binda Bricks,M/S BINDA BRICKS,Delisted,EC,
16,17,SIA/JH/MIN/65871/2017,EC/SEIAA/2017-18/2057/2017,HAZAM STONE DEPOSIT (15.37Ha),MS TANGENT CONSTRUCTION INDIA PVT LTD,EC Granted,EC,
17,18,SIA/JH/MIN/235796/2021,EC/SEIAA/2021-22/2537/2022,RAMBANI STONE MINE OF M/S S.P. STONE WORKS,RAMBANI STONE MINE OF M/S S.P. STONE WORKS,EC Granted,EC,
18,19,SIA/JH/MIS/217913/2021,EC/SEIAA/2021-22/2391/2021,"62, Circular Road Complex",CRYSTAL CONSULTANTS,EC Granted,EC,
19,20,SIA/JH/MIN/275895/2022,EC/SEIAA/2022-23/2603/2022,Timra Stone Deposit,JOSEPH SURIN,EC Granted,EC,
20,21,SIA/JH/MIN/32365/2015,EC/SEIAA/2015-16/1563/2015,"Banspahar Stone Mine
(By M/s Paharia Stone Works)",MS CRYSTAL CONSULTANTS,EC Granted,EC,
21,22,SIA/JH/MIN/45031/2019,EC/SEIAA/2018-19/2258/2019,Brick Soil Mining For M/s Karan Bricks (Minor Mineral),CRYSTAL CONSULTANTS,EC Granted,EC,
22,23,SIA/JH/MIN/45122/2019,EC/SEIAA/2018-19/2249/2019,Brick Soil Mining for M/s Mina Bricks (Minor Mineral),CRYSTAL CONSULTANTS,EC Granted,EC,
23,24,SIA/JH/MIN/34410/2015,EC/SEIAA/2015-16/1914/2015,"KUSHMAI STONE MINE
(M/S BAJRANG MINERAL WORKS)",MS CRYSTAL CONSULTANTS,TransferToDEIAA,EC,
24,25,SIA/JH/MIN/165780/2020,EC/SEIAA/2020-21/2363/2020,Chauldhua Stone Deposit,CHAULDHUA STONE DEPOSIT,EC Granted,EC,
25,26,SIA/JH/IND/256997/2022,EC/SEIAA/2021-22/2534/2022,"Proposed Bokaro Cement Manufacturing Works, Green field Standalone Grinding Unit with Cement Production Capacity of 2.0 Million TPA and D.G. Set of 1000 KVA (2 x 500 KVA ), A unit of Dalmia Cement (Bharat) Limited",DALMIA CEMENT BHARAT LIMITED,EC Granted,EC,
26,27,SIA/JH/MIN/417023/2023,EC/SEIAA/2022-23/2616/2023,Rajbandh Stone Deposit,SUMIT SADHWANI,EC Granted,EC,
27,28,SIA/JH/MIN/32517/2015,EC/SEIAA/2015-16/1582/2015,CHARHI SAND GHAT,MA TARNI NATURAL RESOURCES PVT LTD,EC Granted,EC,
28,29,SIA/JH/MIN/50696/2016,,Sunil Kumar Kejriwal,SUNIL KMAR KEJRIWAL,TransferToDEIAA,EC,
29,30,SIA/JH/IND/10616/2014,,M/s Sundaram Steel Pvt Ltd,MS SUNDARAM STEEL,Delisted,EC,
30,31,SIA/JH/MIN/413866/2023,EC/SEIAA/2022-23/2726/2023,Purnadih Stone Deposit,SANJAY RAY,EC Granted,EC,
31,32,SIA/JH/MIN/44294/2019,EC/SEIAA/2018-19/2219/2019,Chakla Brick Clay Deposit,RAVI BRICKS,EC Granted,EC,
32,33,SIA/JH/MIN/45364/2019,,M/s Amit Kumar Gupta & Vinod Yadav (Demba Stone Deposit),MS CRYSTAL CONSULTANTS,Delisted,EC,
33,34,SIA/JH/MIN/228102/2021,,Sitagarh Stone Mine,ABHENMINING & ENGINEERING,WithdrawEC,EC,
34,35,SIA/JH/MIN/204768/2021,,Kudlum Brick Soil Mining M/s R.S.S. Brick Clay Mining Project,M/S R.S.S. BRICKS,WithdrawEC,EC,
35,36,SIA/JH/MIN/33454/2015,EC/SEIAA/2015-16/1749/2015,"KADMA SAND MINE
(PROP SAHIN RABBANI)",MS CRYSTAL CONSULTANTS,EC Granted,EC,
36,37,SIA/JH/MIN/234471/2021,EC/SEIAA/2021-22/2450/2021,Nawa Bazar Stone Mine,M/S JAI MATA DI STONE WORKS,EC Granted,EC,
37,38,SIA/JH/MIN/164206/2020,,NASIM ANSARI STONE MINES,NASIM ANSARI STONE MINES,WithdrawEC,EC,
38,39,SIA/JH/MIN/62454/2017,EC/SEIAA/2017-18/2043/2017,"Sand Mining Project at Moradih, Loyadih & Polkera Balu Ghat on Barakar River of District- Dhanbad  of State- Jharkhand",S G PRO LTD,Rejection Letter Granted,EC,
39,40,SIA/JH/MIN/183418/2020,,Keri Quartzite Deposit of M/s Maa Padmawati Enterprises,OVERSEAS MIN-TECH CONSULTANTS,Delisted,EC,
40,41,SIA/JH/MIN/44294/2019,EC/SEIAA/2018-19/2219/2019,Chakla Brick Clay Deposit,RAVI BRICKS,EC Granted,EC,
41,42,SIA/JH/MIN/45364/2019,,M/s Amit Kumar Gupta & Vinod Yadav (Demba Stone Deposit),MS CRYSTAL CONSULTANTS,Delisted,EC,
42,43,SIA/JH/MIN/33941/2019,,Mayapur Stone,MAYAPUR STONE MINE DOLERITE,WithdrawEC,EC,
43,44,SIA/JH/MIN/256741/2022,EC/SEIAA/2021-22/2533/2021,Rajbandh Stone Deposit,NARESH MANDHYAN,EC Granted,EC,
44,45,SIA/JH/MIN/78335/2018,,DEWARIYA SAND GHAT,Jharkhand State Mineral Development Corporation Limited,WithdrawEC,EC,
45,46,SIA/JH/MIN/222416/2021,EC/SEIAA/2021-22/2395/2021,Murgadanga Stone Deposit Project,M/S SRI GANESH STONE WORKS,Rejection Letter Granted,EC,
46,47,SIA/JH/MIN/220810/2021,EC/SEIAA/2021-22/2374/2021,MUSNA STONE MINE OF M/S RAKSHA KALI STONE,MUSNA STONE MINE OF M/S RAKSHA KALI STONE,EC Granted,EC,
47,48,SIA/JH/MIN/32729/2019,EC/SEIAA/2018-19/2104/2018,Atkadih Stone mine,DILIP BUILDCON LTD. ATKADIH STONE MINE,EC Granted,EC,
48,49,SIA/JH/MIN/62713/2017,,"Nildaha Stone Mine
M/s Jamtara Trade",MD. AFTAB ALAM,Delisted,EC,
49,50,SIA/JH/INFRA2/405970/2022,EC/SEIAA/2022-23/2657/2022,Proposed Residential Building,SHREE TRIVENI REALTORS LLP,EC Granted,EC,
50,51,SIA/JH/MIN/65723/2017,,DHOWAPAHARI STONE MINING,ASRAFUL SHEIKH,Delisted,EC,
51,52,SIA/JH/MIN/44716/2019,,SARSOT STONE MINE,M/S RAJA STONE WORKS,WithdrawEC,EC,
52,53,SIA/JH/MIN/44819/2019,EC/SEIAA/2018-19/2259/2019,SIYARKATIYA STONE MINES,SIYARKATIYA STONE MINES MS BOM BASKI STONE WORKS,EC Granted,EC,
53,54,SIA/JH/MIN/61484/2017,EC/SEIAA/2016-17/1995/2017,"Rajbandh Stone Mine, 15.07 Ha.",MS MANDHAN MINERALS CORPORATION,EC Granted,EC,
54,55,SIA/JH/MIN/37978/2019,EC/SEIAA/2018-19/2153/2019,Kushum Ghati Stone Mine,MS SRI VISHNU STONE ENTERPRISES,EC Granted,EC,
55,56,SIA/JH/MIN/44138/2018,EC/SEIAA/2018-19/2078/2019,OLMUNDA SAND MINE (KEOND CHAWRA GHAT),MS CRYSTAL CONSULTANTS,EC Granted,EC,
56,57,SIA/JH/MIN/45558/2019,EC/SEIAA/2018-19/2279/2019,Brick Soil Mining For M/s R.B.C. Bricks in Mouza Hochar,CRYSTAL CONSULTANTS,EC Granted,EC,
57,58,SIA/JH/MIN/228060/2021,,RANO STONE MINE OF M/S JAI SHANKAR STONE MINES,RANO STONE MINE OF M/S JAI SHANKAR STONE MINES,WithdrawEC,EC,
58,59,SIA/JH/MIN/52881/2016,,Chetar Soil & Morrum Mine Project,TRACKS TOWER INFRATECH PRIVATE LIMITED,TransferToDEIAA,EC,
59,60,SIA/JH/MIN/52883/2016,,Chetar Soil & Morrum Deposit Project,RAUS IGS JV,TransferToDEIAA,EC,
60,61,SIA/JH/MIN/228602/2021,EC/SEIAA/2021-22/2430/2021,Kusumbha Stone Deposit,SHRI ANIRUDH SINGH,EC Granted,EC,
61,62,SIA/JH/MIN/208510/2021,,Ajanta-1 Brick Field,AJANTA-1 BRICK FIELD,Delisted,EC,
