,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/AP/MIN/131320/2019,AP KRI MIN  12 2019 1525,M/s Sri Sai Shankar Granites-1.658Hect (Amalgmation of two leases 0.658 hectares and 1.00 hectares for Black Granite),SAI SHANKAR GRANITES 1.658HA,EC Granted - Processed offline,EC,
2,2,SIA/AP/MIN/129604/2019,AP SKLM MIN  12 2019 1498,SRI K.VENKATA RAMANAYYA,SRI K.VENKATA RAMANAYYA,EC Granted - Processed offline,EC,
3,3,SIA/AP/MIN/152649/2020,AP MIN EG 05 2020 1835,Ankampalem Sand Reach,"COLLECTOR AND CHAIRMAN, DLSC, EAST GODAVARI",EC Granted - Processed offline,EC,
4,4,SIA/AP/MIN/225462/2021,AP  GNT MIN 8 2021 3434,1.752 Ha. of Black Granite Quarry of M/s Sri Srinivasam Granites,MS SRI SRINIVASAM GRANITES,EC Granted,EC,
5,5,SIA/AP/MIN/230155/2021,AP VSP MIN   9 2021 3487,Sri Botcha Naidu Babu,SRI BOTCHA NAIDU BABU,WithdrawEC,EC,
6,6,SIA/AP/MIN/208346/2021,AP     ANT MIN    4 2021 3112,Sri Shaik Abdul Reheman (Dimensional Stones Used for Cubes & Kerbs) Ex:1.946 Ha),SRI SHAIK ABDUL REHEMAN,EC Granted,EC,
7,7,SIA/AP/MIN/261767/2022,AP MIN  KDP 03 2022 4056,C Seetharami Reddy Baryte Mine,SEETHARAMIREDDY CHILEKAMPALLI,EC Granted,EC,
8,8,SIA/AP/MIN/261779/2022,AP MIN  KNL 03 2022 4060,M/s. Diamond Nano Microns Private Limited  – 4.993 Ha,DIAMOND NANO MICRONS PRIVATE LIMITED,EC Granted,EC,
9,9,SIA/AP/MIN/226527/2021,AP  NLR MIN    8 2021 3447,M/s Sri Enterprises (4.932 HA of ROAD METAL & GRAVEL Mine),M/S SRI ENTERPRISES,EC Granted,EC,
10,10,SIA/AP/MIN/43819/2019,AP VSP MIN 09 2019 1290,SRI S.PRAKASH,SRI S PRAKASH,EC Granted - Processed offline,EC,
1,11,SIA/AP/IND2/173986/2020,AP  KRI  IND 09 2020 2140,VSN Laboratories Private Limited Unit-III,VSN LABORATORIES PRIVATE LIMITED UNIT III,EC Granted - Processed offline,EC,
2,12,SIA/AP/MIN/174907/2020,AP ANT MIN 09 2020 2181,Smt G. Jwalitha Lekhya,SMT G. JWALITHA LEKHYA,EC Granted,EC,
3,13,SIA/AP/MIN/207488/2021,AP     KDP MIN    4 2021 3097,B Viswanatha Reddy Baryte Mine at U.Rajupalem (1.140 Ha),B VISWANATHA REDDY,EC Granted,EC,
4,14,SIA/AP/MIN/209926/2021,AP     WG  MIN 4 2021 3138,Earth and Road Metal,SMT M ANNAPURNA,Delisted,EC,
5,15,SIA/AP/MIN/207594/2021,AP     KDP MIN    4 2021 3100,Sri Venkateswara stone Crusher,M/S VENKATESWARA STONE CRUSHER,EC Granted,EC,
6,16,SIA/AP/MIN/254825/2022,AP MIN   CTR 02 2022 3936,M/s. Sre Devisri Minerals,GIRI BABU DEVABATHINI,EC Granted,EC,
7,17,SIA/AP/MIN/262649/2022,AP MIN EG 03 2022 4094,MURRAM SATYASRI LESSEE,MURRAM SATYASRI,EC Granted,EC,
8,18,SIA/AP/MIN/39775/2019,AP ANT MIN 07 2019 1180,Road Metal and Building Stone Quarry of S .Somasekhar Reddy,S SOMASEKHAR REDDY,EC Granted - Processed offline,EC,
9,19,SIA/AP/MIN/131371/2019,AP VSP MIN  12 2019 1523,M/s TRENDSET ROCKS PRIVATE LIMITED,M/S TRENDSET ROCKS PRIVATE LIMITED,EC Granted - Processed offline,EC,
10,20,SIA/AP/MIN/40285/2019,AP NLR MIN 08 2019 1206,Chaitanya Infra,CHAITANYA INFRA,EC Granted - Processed offline,EC,
1,21,SIA/AP/MIN/42364/1900,,M/s. Simhadri Enterprises,M/S. SIMHADRI ENTERPRISES,WithdrawEC,EC,
