,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/TN/MIN/60629/2016,6120/2016,"M/s. Sakthi Granites, Grey Granite
quarry from over an Extent of 1.21.5Ha in S.F.No. 387/3 at Agalakottai Village of
Denkanikottai Taluk, Krishnagiri District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
2,2,SIA/TN/NCP/60685/2016,5955/2016,Proposed Departmental / Retail / Commercial Showroom,CITY CENTRE TIRUPUR CONSTRUCTIONS PRIVATE LIMITED,Delisted,EC,
3,3,SIA/TN/MIN/32327/2015,4425/2015,"R.Elanchezhian,Rough stone quarry over an extent of 1.00.0,Olagalapadi Village,Thandrampattu taluk,Tiruvannamali district",GLOBAL MINING SOLUTIONS,EC Granted,EC,
4,4,SIA/TN/MIN/32329/2015,4534/2015,"S.K.Balasubramanian, Rough stone quarry for over an extent of 2.50.0Ha located in S.F.No. 346/2 (Part-II) of
Nadumandalam Village in Natham Taluk, Dindigul District.",ILAVARASAN,TransferToDEIAA,EC,
5,5,SIA/TN/MIN/32394/2015,4465/2015,Maryjohn Roughstone Quarry,MARY JOHN,EC Granted,EC,
6,6,SIA/TN/MIN/32407/2015,4457/2015,"M/s. UltraTech Cements Ltd.,Fresh Quarry
lease of Rough stone and Gravel quarry for over an extent of 4.81.5Ha located in S.F.No. 191/2,
191/3, 191/4, 191/5, 191/6, 192/2 (P), 192/3 (P), 192/4, 192/5, 192/6 and 192/7 of Theniluppai
Village in Chey",IFTHIKHAR AHMED,Under examination of SEIAA after SEAC,EC,
7,7,SIA/TN/MIN/262827/2022,9120,Esanatham Rough stone quarry project,RAMASWAMY RAVICHANDRAN,EC Granted,EC,
8,8,SIA/TN/MIN/57458/2016,5578/2016,"P.Kandasamy, Rough stone Quarry over an extent of 4.02.5Ha. in S.F.No.288, in Karudayampalayam Village, Aravakurichi Taluk, Karur District.",KANDASAMY,Awaiting EC,EC,
9,9,SIA/TN/MIN/57471/2016,5545/2016,"K.J.Ajay Thulasidharan,Mining Plan For Removal of Rough Stone Jelly and Gravel Quarry Over an Extend of 3.98.5Ha,Gunaramanallur Village,Tenkasi Taluk,Tirunelveli District.",NATARAJAN C,EC Granted,EC,
10,10,SIA/TN/MIN/45047/2019,7341,"A.Rajadathan, New Rough stone and Gravel Quarry Project over an Extent of 3.56.0ha in S.F.Nos.40/13C (P), etc of Eyyil Village and S.F.Nos.168/1B1, etc of Melnemili Village, Melmalayanur Taluk, Vilupp",A RAJADATHAN ROUGHSTONE QUARRY,EC Granted,EC,
