,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/TN/MIN/145290/2020,,"S.Raju,Rough stone and Gravel,Extent of 2.50.0 Ha in S.F.Nos. 180/4, 180/5, 180/8, 180/9, 180/10 and 180/11 at Periya Venmani Village of Maduranthagam Taluk, Kancheepuram DT",RAJU S ROUGH STONE AND GRAVEL,Delisted,EC,
2,2,SIA/TN/MIN/27887/2018,6551/2018,Bhuvaneshwari Granite Quarry,BHUVANESHWARI,Deferred by SEAC,EC,
3,3,SIA/TN/MIN/149887/2020,7533,Rough Stone and Gravel Quarry of Thiru.S.Perumal,S PERUMAL,EC Granted,EC,
4,4,SIA/TN/MIN/53681/2016,5327/2016,"K. Yusuff Basha, Managing Partner of Syhims Granites,Multi-Colour Granite Quarry over an extent of 2.00.0Acres,S.F.No.441/4&442(P) in Kazhugur Village,Kulithalai Taluk,Karur District.",SYHIMS GRANITES,TransferToDEIAA,EC,
5,5,SIA/TN/MIN/61032/2016,6007/2016,"Sarojini Golden jubilee Rural self
employment planning society, Rough Stone Quarry
from over an Extent of 0.30.0Ha in S.F No: 589/7 (P) at Lembalakudi Village of Thirumayam
Taluk, Pudukkottai District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
6,6,SIA/TN/MIN/61033/2016,6001/2016,"Sembaruthi Golden jubilee Rural self
employment planning society, Rough Stone Quarry
from over an Extent of 0.35.0Ha in S.F No: 589/13 (Q.No.10) at Lembalakudi Village of
Thirumayam Taluk, Pudukkottai District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
7,7,SIA/TN/MIN/61133/2016,6038/2016,"M.Gandhi, Multi Colour
Granite quarry from over an Extent of 1.48.5Ha in S.F.Nos. 224/11, 224/20B, 224/27A,
224/27B2 and 224/28A at Ariyur Village of Illupur Taluk, Pudukkottai District.",IFTHIKHAR AHMED,TransferToDEIAA,EC,
8,8,SIA/TN/MIN/61140/2016,6031/2016,"M.Gandhi, Multi Colour
Granite quarry from over an Extent of 1.87.0Ha in S.F.Nos. 21/1, 21/2, 21/3, 21/4, 21/5,
21/7, 21/8, 21/9, 21/10, 21/11, 21/12, 21/13, 21/14, 21/15A, 21/15B, 21/16, 21/17, 21/18A,
21/18B, 21/18C, 21/19, 21/44, 21/46, 21/47 a",IFTHIKHAR AHMED,TransferToDEIAA,EC,
9,9,SIA/TN/MIN/61143/2016,6394/2017,"The Executive Engineer, Sand quarry from
over an Extent of 8.50.0Ha in S.F.No. 22/1 (P) at Kadaladi Village of Kadaladi Taluk,
Ramanathapuram District.",IFTHIKHAR AHMED,EC Granted,EC,
10,10,SIA/TN/MIN/166567/2020,7753,ROUGH STONE QUARRY OF THIRU.R.BALACHANDAR,R  BALACHANDAR,Delisted,EC,
1,11,SIA/TN/MIN/61559/2017,6105/2017,"L.P.Rajini, (Proprietor), Tvl. Udayam Brick Industries Mining Plan for removal of Savudu Over an extent of 0.80.0 Hectares in S.F.Nos. 700/2, 700/3, 716/2(P) & 716/3(P), of Meyyur Village, Uthukottai Taluk and Tiruvallur District",VALLIAPPAN M,TransferToDEIAA,EC,
2,12,SIA/TN/MIN/61628/2017,6136/2017,"M/s.A.R.Minerals, Quartz & Feldspar
Quarry from over an Extent of 3.35.0Ha in S.F.No. 106 at Periyagoundampalayam Village
of Namakkal Taluk, Namakkal District.",JAGANNATHAN,TransferToDEIAA,EC,
3,13,SIA/TN/MIN/61659/2017,6263/2017,Mulaiyampoondi quartz and feldspar mine,CHETTINAD MORIMURA SEMICONDUCTOR MATERIAL PVT LTD,TransferToDEIAA,EC,
4,14,SIA/TN/MIN/61662/2017,6134/2017,"M/s. Silver Rock Minerals, Quartz& Feldspar
Quarry from over an Extent of 1.31.5Ha in S.F.No. 826/2 (P) at SiddhampoondiVillage of
ParamathivelurTaluk, Namakkal District.",JAGANNATHAN,TransferToDEIAA,EC,
5,15,SIA/TN/MIN/61665/2017,6162/2017,"M.Nagalakshmi,
(Legal Heir of Late N.Mahadevan,
Proprietor of M/s. Meenakshi Minerals and Chemicals) Limestone Mine
from over an Extent of 3.22.0Ha in S.F.No. 110/1 at Neiveli Village of Musiri Taluk, Trichy
District.",JAGANNATHAN,Delisted,EC,
6,16,SIA/TN/MIN/153971/2020,7554,Roughstone and Gravel Quarry of Thiru.V.Rajendran,THIRU V RAJENDRAN,EC Granted,EC,
7,17,SIA/TN/MIS/154023/2020,7592,Proposed Construction of Vels Medical College and Hospital,"VELS INSTITUTE OF SCIENCE, TECHNOLOGY & ADVANCED STUDIES (VISTAS)",EC Granted,EC,
8,18,SIA/TN/NCP/69055/2017,,M/s. Vijay Shanthi Builders Lotus Pond,VIJAY SHANTHI BUILDERS LIMITED,Delisted,EC,
9,19,SIA/TN/MIN/69359/2017,,"M/s. P.R.P Exports, Existing Multicolour granite quarry over an extent of 16.06.5.Ha in S.F.No. 7/1A, 7/1B & etc., of E.Malampatti Village, Melur Taluk, Madurai district, Tamil Nadu",M/S. P.R.P EXPORTS,Delisted,EC,
