,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/WB/MIS/50964/2016,EN/T-II-1/021/2016,PANACHE,LORD REAL ESTATE PVT LTD AND OTHERS,EC Granted - Processed offline,EC,
1,2,SIA/WB/MIS/226336/2021,EN/T-II-1/144/2021,Residential Complex,ALOM EXTRUSIONS LTD,EC Granted,EC,
2,3,SIA/WB/MIN/202148/2021,EN/T-II-1/101/2021,"KISMATNARAJOL SAND MINE (AREA- 0.67 HECTARES) ON KANGSHABATI RIVER ON Plot No.-1238(P) LOCATED AT MOUZA- KISMATNARAJOL, P.S. - DASPUR, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. 16",SUPRIYA SINGH,Delisted,EC,
3,4,SIA/WB/MIN/208478/2021,,Name of the Project (s)	Harinathpur Sand Mine,PRASENJIT MAHATTOM,Delisted,EC,
4,5,SIA/WB/MIN/238311/2021,,"Gopalpur Sand Mining, Ashim Panja","KUMIRKOLA SAND MINE, ASHIM PANJA",Delisted,EC,
5,6,SIA/WB/MIN/408474/2022,EN/T-II-1/092/2022,MANJILAJHAR  Part - 1,BIDYUT THAKUR,Rejection Letter Granted,EC,
6,7,SIA/WB/MIN/408406/2022,EN/T-II-1/097/2022,Phd  AMBARI,BIDYUT THAKUR,Rejection Letter Granted,EC,
7,8,SIA/WB/MIN/408885/2022,EN/T-II-1/104/2022,Kawakhali -I riverbed sand & stone mining project,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Rejection Letter Granted,EC,
8,9,SIA/WB/MIN/207945/2021,,CHORCHITA SAND MINE ON SUBARNAREKHA RIVER,ADYAMAA TRADELINK PVT. LTD.,Delisted,EC,
9,10,SIA/WB/MIN/415357/2023,EN/T-II-1/171/2023,Andaran Panishala Sand Mine,AFIJUL MOHAMMAD,ADS by SEAC,EC,
0,11,SIA/WB/MIN/263504/2022,,HIZAL SAND MINE ON MAYURAKSHI RIVER,SUDIP DEY,Pending at PP due to eds,EC,
1,12,SIA/WB/MIN/263525/2022,,HIJAL SAND MINE,ASHOK JHA,Pending at PP due to eds,EC,
2,13,SIA/WB/MIN/264475/2022,,RASULPUR SAND MINE,DULAL BISWAS,Pending at PP due to eds,EC,
3,14,SIA/WB/MIS/53963/2013,EN/T-II-1/015/2013,Genexx Square,HASTERA CREDIT PRIVATE LTD.,EC Granted,EC,
4,15,SIA/WB/MIN/197278/2021,,Rerapal Sand Mine,RERAPAL SAND MINE,Delisted,EC,
5,16,SIA/WB/MIN/242191/2021,,Raju Bricks of Himangshu Mondal,HIMANGSHU MONDAL,Delisted,EC,
6,17,SIA/WB/MIN/264720/2022,EN/T-II-1/147/2023,PAIKPARI SAND MINE,ARIJIT DE,Rejection Letter Granted,EC,
7,18,SIA/WB/MIN/419975/2023,EN/T-II-1/238/2023,Balia Riverbed Sand Mine,M/S GREEGO DRIVE PVT. LTD,Rejection Letter Granted,EC,
8,19,SIA/WB/MIN/185661/2020,,Diagram Brick Soil Mining Project For M/s Jodupur Bricks Field,CRYSTAL CONSULTANTS,Delisted,EC,
9,20,SIA/WB/MIN/185748/2020,,Lakhipur Brick Soil Mining Project For M/s No. 1 Lakhipur Brick Field (Extension Unit),CRYSTAL CONSULTANTS,Delisted,EC,
0,21,SIA/WB/MIN/198237/2021,EN/T-II-1/044/2021,Gopiballavpur - II Sand Block MGB - 99 of Raju Mandal,RAJU MANDAL,Delisted,EC,
1,22,SIA/WB/IND2/207364/2021,EN/T-II-1/112/2021,PROPOSED MANUFACTURING OF PHARMA INTERMEDIATE AND ACTIVE PHARMACEUTICAL INTERMEDIATE (API) / BULK DRUGS,AURIO PHARMA LABORATORIES PVT. LTD,Delisted,EC,
2,23,SIA/WB/MIN/183020/2020,EN/T-II-1/048/2020,KATNA SAND MINE OF M/S DEBRAJ ENTERPRISE,KATNA SAND MINE OF M/S DEBRAJ ENTERPRISE,Delisted,EC,
3,24,SIA/WB/NCP/73195/2018,,Housing Complex,BENGAL GHG NIRMAN PVT. LTD.,Delisted,EC,
4,25,SIA/WB/MIS/19849/2016,EN/T-II-1/038/2016,"Common Bio-Medical Waste Treatment Facility at Gopalpur Mouza, North 24 Parganas District, West Bengal",MEDICARE ENVIRONMENTAL MANAGEMENT PVT LTD,EC Granted,EC,
5,26,SIA/WB/IND2/19479/2016,EN/T-II-1/033/2016,Setting up manufacturing unit of Unsaturated Polyester Resin (GP Resin) and Alkyd Resin with total production capacity of 12 Tonnes/day,NATARAJ HYDROCARBONS PRIVATE LIMITED,EC Granted,EC,
6,27,SIA/WB/MIN/416789/2023,EN/T-II-1/167/2023,Fulbari river bed mining project,MUKUNDA BERMAN,ADS by SEAC,EC,
7,28,SIA/WB/MIS/164673/2020,,hgff,SUPER DIAMOND ENTERPRISES,WithdrawEC,EC,
8,29,SIA/WB/MIN/226705/2021,,BRICK EARTH MINE OF M/S 5 STAR BRICKS,M/S 5 STAR BRICKS,Delisted,EC,
9,30,SIA/WB/MIN/61004/2016,EN/T-II-1/031/2017,Sand Mining,SANATAN GHARAI,Delisted,EC,
0,31,SIA/WB/MIS/220651/2021,EN/T-II-1/131/2021,IT/ITES Building,MERLIN PROJECTS LIMITED,EC Granted,EC,
1,32,SIA/WB/IND/61179/2019,,"Proposed expansion of existing Steel Plant by installation of 3x15 T Induction Furnaces instead of 2x8 T Induction Furnaces with matching LRF & CCM and by increasing Rolling Mill capacity from 48,000 TPA to 96,000 TPA and setting up a Galvanizing unit of 160 MT/day",GAJANAN IRON PRIVATE LIMITED,WithdrawEC,EC,
