,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/GJ/MIS/108574/2019,SIA/GJ/77207/2019,A. SHRIDHAR ATHENS,A SHRIDHAR ATHENS,EC Granted,EC,
2,2,SIA/GJ/NCP/53074/2016,SIA/GJ/63704/2016,"AHMEDABAD MUNICIPAL CORPORATION FP NO.: (52/2/1, TPS NO. 88, Vatva-2) 
VATVA, CITY: AHMEDABAD
GUJARAT",JAYESH PATEL ASSOCIATES,EC Granted,EC,
3,3,SIA/GJ/NCP/53076/2016,SIA/GJ/63804/2016,"AHMEDABAD MUNICIPAL CORPORATION 
FP NO.: (50+50/1+53/1+ 11/5)/P, TPS NO. 88, 
VATVA, CITY: AHMEDABAD
GUJARAT",JAYESH PATEL ASSOCIATES,EC Granted,EC,
4,4,SIA/GJ/MIN/53100/2016,,M/S.Harishbhai Naranbhai Chudashma,BLS HARISHKUMAR NARANBHAI CHUDASAMA,Delisted,EC,
5,5,SIA/GJ/NCP/53174/2016,,ALPINE MOONLIGHT,ALPINE INFO,Delisted,EC,
6,6,SIA/GJ/NCP/53188/2016,SIA/GJ/64404/2016,Arihant Heights,AMBIKA DEVELOPERS,EC Granted,EC,
7,7,SIA/GJ/MIN/53228/2016,,CHANDRESHKUMAR DADUBHAI BABARIYA,UNIFIC SERVICES,Delisted,EC,
8,8,SIA/GJ/NCP/53237/2016,SIA/GJ/64804/2016,Hindustan Textile Market,HIMMATBHAI PATEL,Delisted,EC,
9,9,SIA/GJ/NCP/75595/2018,SIA/GJ/65607/2018,Residential Building,KISHORCHANDRA JERAMBHAI,EC Granted,EC,
10,10,SIA/GJ/IND2/19729/2017,,SABARI CHEMICALS EXPANSION PROJECT,Sabari Chemicals Pvt. Ltd,EC Granted,EC,
1,11,SIA/GJ/MIN/3675/2015,SIA/GJ/111811/2015,navdurga quarry works,NAVDURGA QUARRY WORKS,EC Granted,EC,
2,12,SIA/GJ/MIN/927/2015,SIA/GJ/12108/2015,MAHADEVPURA (KHEDAVADA)ORDINARY SAND MINE,MARUTINANDAN ENTERPRISE,EC Granted,EC,
3,13,SIA/GJ/MIN/17292/2016,SIA/GJ/38210/2017,,NARMADA CEMENT JAFRABAD WORKS ULTRATECH CEMENT LIMITED,EC Granted - Processed offline,EC,
4,14,SIA/GJ/MIN/69998/2017,,Jigneshbhai Lavjibhai sabhani,JIGNESHBHAI LAVJIBHAI SABHANI,Delisted,EC,
5,15,SIA/GJ/IND2/18433/2017,SIA/GJ/41010/2017,ROAQ Chemicals Pvt. Ltd.,ROAQ CHEMICALS PVT LTD,EC Granted,EC,
6,16,SIA/GJ/NCP/70252/2017,SIA/GJ/41910/2017,Parshwa Exotica,NISHITH BABULAL SHAH,Delisted,EC,
7,17,SIA/GJ/IND2/30010/2018,,Pooja Chemical Industries,POOJA CHEMICAL INDUSTRIES,Delisted,EC,
8,18,SIA/GJ/IND2/31404/2019,,Avinash Industries,AVINASH INDUSTRIES,Delisted,EC,
9,19,SIA/GJ/IND2/38859/2019,SIA/GJ/83907/2019,Proposed 150000TPA Carbon black manufacturing and 16 MW Co-generation power plant,CONTINENTAL CARBON ECO TECHNOLOGY PVT. LTD,EC Granted - Processed offline,EC,
10,20,SIA/GJ/MIS/163968/2020,SIA/GJ/104908/2020,Ville Flora,SETU DEVELOPERS,EC Granted - Processed offline,EC,
1,21,SIA/GJ/MIN/40724/2016,SIA/GJ/37101/2016,KAMUBEN SONUBHAI OAD,KAMUBEN SONUBHAI OAD,Delisted,EC,
2,22,SIA/GJ/MIN/49612/2016,,"EXISTING MINOR MINERAL ORDINARY SAND
MINING LEASE PROJECT @ SR.NO.599,598,590 NI SAME PURNA RIVER-00.25.42 HA",RATANSINH AMARSINH OD,Delisted,EC,
3,23,SIA/GJ/MIN/49630/2016,,Maheshbhai Janubhai Bhadag,MAHESHBHAI JANUBHAI BHDAG,Delisted,EC,
4,24,SIA/GJ/MIN/49648/2016,,"ASSISTANT GEOLOGIST(Mehsana)
Block R3",ASISTANT GEOLOGIST MAHESANA BLOCK NO RTHREE,Delisted,EC,
5,25,SIA/GJ/MIN/1243/2015,SIA/GJ/20408/2015,Mahendrasinh Sajjansinh,SISODIYA MAHENDRASINH SAJJANSINH,EC Granted,EC,
6,26,SIA/GJ/IND/17524/2016,,MASCOT CEMENT INDIA PVT. LTD.,MASCOT CEMENT INDIA PVT LTD,EC Granted,EC,
7,27,SIA/GJ/MIN/68618/2017,,CARBORUNDUM UNIVERSAL LIMITED,CARBORUNDUMMAHADEVIYA,Delisted,EC,
8,28,SIA/GJ/NCP/60161/2016,SIA/GJ/105011/2016,ORCHID HARMONY,NILESHBHAI GORDHANBHAI JASOLIYA,EC Granted,EC,
9,29,SIA/GJ/NCP/93714/2019,SIA/GJ/24902/2019,Integrated Group Housing facility by AMC (Smart City Aavas Yojna),CUBE CONSTRUCTION ENGINEERING LIMITED,EC Granted,EC,
10,30,SIA/GJ/IND2/175601/2020,SIA/GJ/168909/2020,M/s. Interpharmachem Inc.,M/S. INTERPHARMA CHEM-INC.,EC Granted - Processed offline,EC,
1,31,SIA/GJ/MIN/52964/2016,,M/S.Sand Mine Of Govindbhai Palabhai Bheda,GOVINDBHAI PALABHAI BHEDA,Delisted,EC,
2,32,SIA/GJ/MIN/52965/2016,,"at:nanapondha,ta:kaprada,ha2.66.09 other than sand mining project",KALYANBHAI G PATEL,Delisted,EC,
3,33,SIA/GJ/IND2/175440/2020,SIA/GJ/167009/2020,Swati Spentose Private Limited (Unit 3),SWATI SPENTOSE PVT. LTD. (UNIT- 3),EC Granted,EC,
4,34,SIA/GJ/MIN/53468/2016,,ordi permit of kamdhenu enterprise kutiyana,"GEOLOGY AND MINING DEPARTMENT, PORBANDAR",Delisted,EC,
5,35,SIA/GJ/NCP/2842/2015,SIA/GJ/68510/2015,High rise commercial Building (HTC- HITECH TEXTILE CENTER),S B Power,EC Granted,EC,
6,36,SIA/GJ/MIN/49451/2016,,Mahavirsinh Ranjitsinh Zala,MAHAVIRSINH RANJITSINH ZALA,Delisted,EC,
7,37,SIA/GJ/MIN/49463/2016,,PATEL STONE INDUSTRIES,MUKESHBHAI VAGHUBHAI LALU,Delisted,EC,
8,38,SIA/GJ/MIN/49471/2016,,"black trap mine 1P, tehsil- jhagadia",SHANTI LAL VASAVA,Delisted,EC,
9,39,SIA/GJ/MIN/49511/2016,,Ambika Stone Quarry,AMBIKA STONE QUARRY,Delisted,EC,
10,40,SIA/GJ/MIN/49540/2016,,Anjanaben Sanjay Mane,UNIFIC SERVICES,Delisted,EC,
1,41,SIA/GJ/MIN/53633/2016,,ORDINARY SAND MINING PROJECT BY MUKESHKUMAR NARANBHAI PATEL,ORDINARY SAND MINING PROJECT BY MUKESHKUMAR NARANBHAI PATEL,Delisted,EC,
2,42,SIA/GJ/MIN/61036/2016,SIA/GJ/1701/2017,SUSKAL ORDINARY SAND MINING PROJECT,SANTOSH HEERABHAI MORE,EC Granted,EC,
3,43,SIA/GJ/NCP/61086/2016,SIA/GJ/113612/2016,Sanjay Rameshbhai Patel,SANJAY R PATEL,Delisted,EC,
4,44,SIA/GJ/MIN/61087/2016,SIA/GJ/5701/2017,Quartz Lease of Shri Sureshkumar Shantilal Shah,J AND J GEOMINIG,EC Granted,EC,
5,45,SIA/GJ/IND2/22201/2018,SIA/GJ/86309/2018,M/s. Roha Dyechem Pvt. Ltd.,ROHA DYECHEM PVT. LTD.,EC Granted,EC,
6,46,SIA/GJ/MIN/49786/2016,,Project Details-Minor Minerals (Other Than Sand)@ LIMBALI (sr.no-SR.NO - 155/1 PAIKI - 1.00.00 hector -Building Lime Stone),RAMESHBHAI B SOLANKI,Delisted,EC,
7,47,SIA/GJ/MIN/2392/2015,SIA/GJ/83610/2015,Kamleshbhai Hardasbhai Khava,KAMLESHBHAI HARDASBHAI KHAVA,EC Granted,EC,
