,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/HR/MIS/211992/2021,SEIAA/HR/2020/301. The Project Proponent has to su,Expansion of Institutional Project NCR Biotech Science Cluster Phase-II,TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE THSTI,EC Granted,EC,
2,2,SIA/HR/MIS/154294/2020,SEIAA/HR/2020/308,“Expansion of Corporate Office Complex”,PADMINI TECHNOLOGIES LTD.,Rejection Letter Granted,EC,
3,3,SIA/HR/MIS/220406/2021,SEIAA/HR/2021/442,"Commercial Project at Village-Dhunela, Sector-36, Sohna, Gurugram, Haryana",M/S STERNAL BUILDCON PVT. LTD.,EC Granted,EC,
4,4,SIA/HR/MIS/61593/2021,SEIAA/HR/19/38,"PROPOSED DEVELOPMENT OF INTEGRATED RESIDENTIAL TOWNSHIP IN THE NAME OF ARDEE CITY (133.40 ACRES ALREADY DEVELOPED + 71.458 ACRES PROPOSED) AT SECTOR 52 AND SECTOR 57, GURUGRAM",M/S  ARDEE INFRASTRUCTURE PVT. LTD.,EC Granted,EC,
5,5,SIA/HR/MIS/100540/2019,"SEIAA/HR/19/130

Hard copy to be submitted",Affordable Group Housing Colony,SARVPRIYA SECURITIES PRIVATE LIMITED,EC Granted - Processed offline,EC,
6,6,SIA/HR/MIS/43755/2018,SEIAA/HR/19/10,Expansion of Group Housing Colony,M/S OASIS LANDMARKS LLP,EC Granted,EC,
7,7,SIA/HR/MIS/201676/2021,SEIAA/HR/2021/380 hard copy to be submitted,"Affordable Group Housing Colony (10 Acres),  Village – Babupur, Sector-106,  Gurugram Manesar Urban Complex, Haryana by K.N. Infracon Pvt. Ltd.",K.N. INFRACON PVT. LTD.,EC Granted,EC,
8,8,SIA/HR/MIS/163860/2020,SEIAA/HR/2020/293 hard copy to be submitted,"Warehouse / Industrial & Logistics Park Project (33.631 Acres) Located At Revenue Estate Of Village – Luhari,  Tehsil & District – Jhajjar, Haryana by LI INDUSTRIAL PARKS PRIVATE LIMITED",LI INDUSTRIAL PARKS PRIVATE LTD,EC Granted,EC,
9,9,SIA/HR/MIS/240332/2021,SEIAA/HR/2021/498,Revision and Expansion of Logistic Park Project,M/S TOPLINE LOGISTICS PARK PRIVATE LIMITED,EC Granted,EC,
10,10,SIA/HR/MIS/268548/2022,SEIAA/HR/2022/173,"Environment Clearance to Development of an Affordable Group Housing Colony in area of 6.15 acres (Built-up Area: 73,235.380 m2) at Kila No. 13, 8/2, 18, 3/2, 7, 8/1, 14/1, 17/2, 23/1, 14/2 of Village Badshahpur, Sector-70, Gurugram, Haryana.",RISEONIC REALTY PRIVATE LIMITED,EC Granted,EC,
1,11,SIA/HR/MIS/132304/2019,SEIAA/HR/19/247 hard copy has to be submitted,"Pandit Deen Dayal Upadhayay University of Health Sciences at Vill Kutail, Distt Karnal, Haryana",BRIDGE AND ROOF CO. (I) LTD,EC Granted,EC,
2,12,SIA/HR/MIS/140348/2020,SEIAA/HR/2020/255,Expansion of Affordable Residential Plotted Colony Project (Site II),M/S SIGNATURE GLOBAL HOMES PVT LTD,EC Granted,EC,
3,13,SIA/HR/MIS/224326/2021,SEIAA/HR/2021/467,Revision and Expansion of Warehouse/Logistic/Industrial Storage,ERPL WAREHOUSE PARK PRIVATE LTD,EC Granted,EC,
4,14,SIA/HR/MIS/58956/2020,,"Development of Residential Sectors 26 (Part), 27 & 28 (Part), Rohtak","HARYANA SHAHARI VIKAS PRADHIKARAN, ROHTAK",Delisted,EC,
5,15,SIA/HR/MIS/282145/2022,SEIAA/HR/2022/227,"Expansion of Warehouse for storage of Non-agro produce at Village Khalikpur, Tehsil Badli, Distt. Jhajjar, Haryana by Sh. Jagat Singh S/o Sh. Duli Chand and others",SH. JAGAT SINGH & OTHERS,Rejection Letter Granted,EC,
6,16,SIA/HR/MIS/52095/2019,SEIAA/HR/19/140 hard copy to be submitted,upgradation of existing CETP from 5 MLD to 10 MLD,HSIIDC,EC Granted,EC,
