,Unnamed: 0,X,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
0,1,1,SIA/MP/MIN/40128/2019,6773/2020,LAKHNI FLAG STONE QUARRY,LAKHNI FLAG STONE QUARRY,EC Granted,EC,, 
1,2,2,SIA/MP/MIN/40913/2019,,"DHANELA STONE (GITTY) QUARRY  Khasra No. 3001, 3002, 3000 & 3190",KAPOOR SINGH GURJAR,Delisted,EC,, 
2,3,3,SIA/MP/MIN/59878/2019,6375/2019,Chatua Granite Mine,MARBLE PARK,EC Granted,EC,, 
3,4,4,SIA/MP/MIN/169495/2020,7836/2020,DHARTIKACHHAR ORDINARY SAND QUARRY,AARADHYA LOGISTIC SOLUTION PVT LTD,EC Granted,EC,, 
4,5,5,SIA/MP/MIN/168086/2020,7507/2020,Ramnai Sand quarry,RASMEET SINGH MALHOTRA,EC Granted,EC,, 
5,6,6,SIA/MP/MIN/167325/2020,7647/2020,bamnoda stone quarry,SHIR KAPIL PANDEY,EC Granted,EC,, 
6,7,7,SIA/MP/MIN/155936/2020,,Kayatkhedi Sand Quarry,R.K.GUPTA CONTRACTORS AND ENGINEERS PRIVATE LIMITED,Delisted,EC,, 
7,8,8,SIA/MP/MIN/155757/2020,7168/2020,Kulwara Stone Quarry of Ms Chandrika Mines and Minerals,MS CHANDRIKA MINES AND MINERALS,EC Granted,EC,, 
8,9,9,SIA/MP/MIN/155762/2020,7234/2020,Pondi Sand Quarry,M/S SAINIK INDUSTRIES PVT. LTD.,EC Granted,EC,, 
9,10,10,SIA/MP/MIN/203932/2021,8386/2021,Sarra Kishore Sand Quarry,M/S R.K. TRANSPORT & CONSTRUCTIONS LIMITED,EC Granted,EC,, 
10,11,1,SIA/MP/MIN/196896/2021,8199/2021,Depalkhedi Sand Quarry Deposite,NIKHLESH GANGHORIYA,EC Granted,EC,, 
11,12,2,SIA/MP/MIN/228255/2021,8758/2021,PAMRA QUARRY LEASE,M/S MEHTA STONE CRUSHER,EC Granted,EC,, 
12,13,3,SIA/MP/MIN/224084/2021,8630/2021,Nogawan Stone Quarry (Temporary Permit),GAWAR CONSTRUCTION LIMITED AUTHORISED SIGNATORY PARVEEN KUMAR RAWAL,EC Granted,EC,, 
13,14,4,SIA/MP/MIN/76654/2021,8626/2021,GOBRI SAND QUARRY ON TIPAN RIVER OF M/S K. G. DEVELOPERS,M/S K. G. DEVELOPERS.,EC Granted,EC,, 
14,15,5,SIA/MP/MIN/37514/2019,6388/2019,"Dighori Stone Quarry, 0.77 Ha  at Village- Dighori, Tehsil- Seoni, District-Seoni (M.P.)",SMT SHASHI BAGHEL,EC Granted,EC,, 
15,16,6,SIA/MP/MIN/37717/1900,,Balkhad Murum Quarry of Shri Sadik Khan,SHRI SADIK KHAN,Delisted,EC,, 
16,17,7,SIA/MP/IND2/166809/2020,7662/2020,"API Drugs Manufacturing Plant at Plot No. 92, Smart Industrial Park, Pithampur industrial Area, Pithampur, District Dhar Madhya Pradesh",LIFEFIRST PHARMA PRIVATE LIMITED,EC Granted - Processed offline,EC,, 
17,18,8,SIA/MP/MIN/140196/2020,6800/2020,Mohana Soil Quarry,SHRI BADRI PRASAD PRAJAPATI,EC Granted,EC,, 
18,19,9,SIA/MP/MIN/159389/2020,7367/2020,Saraipatera (Bhaisantola) Stone Quarry,MR. SUNIL KUMAR GUPTA,EC Granted,EC,, 
19,20,10,SIA/MP/MIN/175490/2020,7869/2020,Jhara Stone Quarry,SHRI ASHISH KUMAR TIWARI,EC Granted,EC,, 
20,21,1,SIA/MP/MIN/253977/2022,8997/2022,Dharola Stone Quarry,R K INFRA,EC Granted,EC,, 
21,22,2,SIA/MP/MIN/254020/2022,8989/2022,"Dhanela Stone (Gitty) Quarry  Khasra No. 3001, 3002, 3000 & 3190",KAPOOR SINGH GURJAR,EC Granted,EC,, 
22,23,3,SIA/MP/MIN/56093/2020,7615/2020,Janwasa-1 Ordinary Sand Quarry,POWER MECH   PROJECTS   LIMITED,EC Granted,EC,, 
23,24,4,SIA/MP/MIN/175291/2020,7876/2020,Dehriya Sand Mine,R.K.GUPTA CONTRACTORS AND ENGINEERS PRIVATE LIMITED,EC Granted,EC,, 
24,25,5,SIA/MP/MIN/127422/2019,6846/2020,Balkhad Murum Deposit,SHRI SADIK KHAN,EC Granted - Processed offline,EC,, 
25,26,6,SIA/MP/MIN/35620/2019,6305/2019,Sandla Stone Quarry,RAJDEEP S SISODIYA,EC Granted,EC,, 
26,27,7,SIA/MP/MIN/36011/2019,,LILWAR FLAG STONE QUARRY,SMT SHABRA BANO,Delisted,EC,, 
27,28,8,SIA/MP/MIN/229357/2021,8721/2021,PAMRA STONE QUARRY,M/S SARASWATI MINERALS,EC Granted,EC,, 
28,29,9,SIA/MP/MIN/154053/2020,7100/2020,Padri River Sand Quarry,M/S SAINIK INDUSTRIES PVT. LTD.,EC Granted,EC,, 
29,30,10,SIA/MP/MIN/154228/2020,7163/2020,Wakneri Sand Quarry,SHRI VIRENDRA SINGH JADOUN,EC Granted,EC,, 
30,31,1,SIA/MP/MIN/155233/2020,8205/2021,Pipaldagadi  Khodu -Bharu Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
31,32,2,SIA/MP/MIN/53489/2020,,BAGMAU SAND QUARRY,M/S ANANDESHWAR AGRO FOODS PRIVATE LIMITED AUTHORIZED PERSON SHRI SUNIL KUMAR GUPTA,WithdrawEC,EC,, 
32,33,3,SIA/MP/MIN/155354/2020,7207/2020,Uchawad River Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
33,34,4,SIA/MP/MIN/155568/2020,,MURATPURA ORDINARY SAND QUARRY,POWER MECH PROJECTS LIMITED,Delisted,EC,, 
34,35,5,SIA/MP/MIN/196153/2021,8247/2021,Harraha Quarry Lease,MAHAMRITYUNJAY ENTERPRISES,EC Granted,EC,, 
35,36,6,SIA/MP/MIN/197742/2021,8238/2021,Kajlash (Basalt) Stone Quarry,NARENDRA SINGH THAKUR,EC Granted,EC,, 
36,37,7,SIA/MP/MIN/200843/2021,8325/2021,Sardaman Stone Quarry,KAMALBHAN SINGH,EC Granted,EC,, 
37,38,8,SIA/MP/IND2/218112/2021,,Grain Based 60 KLD Distillery along With Cogeneration Power Plant of 1.8 MW,KP BIOFUELS PRIVATE LIMITED,Delisted,EC,, 
38,39,9,SIA/MP/MIN/219067/2021,8923/2022,Bhanpur Crusher Stone Mine,M/S PARIHAR STONE CRUSHER,EC Granted,EC,, 
39,40,10,SIA/MP/MIN/233593/2021,8804/2021,Baglai Stone Quarry,SHRI MAYANK CHOURASIYA,EC Granted,EC,, 
40,41,1,SIA/MP/IND2/169248/2020,7602/2020,Proposed Expansion in Production Capacity of Synthetic Organic Chemicals including the API (Active Pharmaceutical Ingredient),MP DYECHEM INDUSTRIES PVT. LTD.,EC Granted,EC,, 
41,42,2,SIA/MP/MIN/168692/2020,7514/2020,Samnapurkalan Stone Quarry Deposit,SHRI SUMIT PACHOURI,EC Granted,EC,, 
42,43,3,SIA/MP/MIN/196520/2021,8245/2021,Kishanpur Soil Quarry,SUDHAR SINGH YADAV,EC Granted,EC,, 
43,44,4,SIA/MP/MIN/153729/2020,7077/2020,Pipla Kanhan Sand Mine Quarry,SHISHIR KHANDAR,EC Granted,EC,, 
44,45,5,SIA/MP/MIN/173663/2020,7776/2020,Sultaniya Khurd Crusher Stone Quarry,PIYUSH NAGAR S/O SHRI RAJESH NAGAR,EC Granted,EC,, 
45,46,6,SIA/MP/MIN/172791/2020,7747/2020,"CHOURI SOIL QUARRY  Survey No. 1213,1239 (Pvt. Ltd.)",SMT. MEENA SINGH,EC Granted,EC,, 
46,47,7,SIA/MP/MIN/204300/2021,8472/2021,Rafiqueganj Murum Quarry of Shri Vishal Nagar,VISHAL NAGAR,EC Granted,EC,, 
47,48,8,SIA/MP/MIN/249588/2022,8951/2022,Bhensroda Crusher Stone Quarry,SMT. LATUBAI MEWADA W/O LATE SHRI ACHAL MEWADA,EC Granted,EC,, 
48,49,9,SIA/MP/MIN/39030/2019,6450/2019,banki crusher stone mine,SHRI BRAJMOHAN BAGHEL,EC Granted,EC,, 
49,50,10,SIA/MP/MIN/38929/1900,6437/2019,Pheti Stone Quarry of GMV INFRA FIRM,GMV INFRA FIRM,EC Granted,EC,, 
50,51,1,SIA/MP/MIN/181283/2020,7943/2020,Naipuriya Crusher Stone Quarry,LAXMINARAYAN SONDHIYA,EC Granted,EC,, 
51,52,2,SIA/MP/MIN/49253/2019,5810/2018,Khera-1 Pyrophillite & Diaspore Mine,EASTERN MINERALS,EC Granted,EC,, 
52,53,3,SIA/MP/MIN/157156/2020,7299/2020,LALPUR ORDINARY SAND QUARRY,"MS. VANSHIKA CONSTRUCTION, AUTHORIZED PERSON- SHRI RAMLAL JHARIYA",EC Granted,EC,, 
53,54,4,SIA/MP/MIN/157178/2020,7382/2020,Kunwarpura Khas Stone Quarry of Shri Ramniwas Sharma,RAMNIWAS SHARMA,EC Granted,EC,, 
54,55,5,SIA/MP/MIN/159906/2020,7484/2020,samnapurkala stone quarry,SHRI PREM SINGH .,Delisted,EC,, 
55,56,6,SIA/MP/MIN/227692/2021,8655/2021,Kharwakalan Stone Quarry,SMT. UMA PALIWAL,Delisted,EC,, 
56,57,7,SIA/MP/MIN/64243/2021,8150/2020,Chhitipur Sand Mine Quarry,M/S VENUS MINING & MINERALS,Delisted,EC,, 
57,58,8,SIA/MP/MIN/245907/2021,9018/2022,Devri Soil Quarry of Shri Girraj Rajouria,GIRRAJ RAJOURIA,EC Granted,EC,, 
58,59,9,SIA/MP/MIN/33953/2019,6143/2019,BHANPUR SAND QUARRY,AKASH MISHRA,Delisted,EC,, 
59,60,10,SIA/MP/MIN/33963/2019,6164/2019,"Village - Harrai Gujraan, Tehsil- Mauganj, District Rewa M.P.",SMT RENU SINGH,EC Granted,EC,, 
60,61,1,SIA/MP/MIN/178073/2020,8125/2021,Mawai Stone Quarry,"M/S SIDDHIDATRI MINERALS PVT. LTD.,",EC Granted,EC,, 
61,62,2,SIA/MP/MIN/38236/2019,6458/2019,TARKA CRUSHER STONE QUARRY,TARKA CRUSHER STONE QUARRY,EC Granted - Processed offline,EC,, 
62,63,3,SIA/MP/MIN/38029/2019,,koidar flag stone quarry lease,PRADEEP TIWARI,Delisted,EC,, 
63,64,4,SIA/MP/MIN/38126/2019,6406/2019,boriya stone mine,PRAHLAD SINGOUR,EC Granted,EC,, 
64,65,5,SIA/MP/MIN/38340/2019,project Registered with case no. 6472/2019.,BAGAUTA CRUSHER STONE QUARRY,BAGAUTA CRUSHER STONE QUARRY,EC Granted,EC,, 
65,66,6,SIA/MP/MIN/56403/2020,7651/2020,Bilaua Stone Quarry of Shri Amarnath Sharma,SHRI AMARNATH SHARMA,EC Granted,EC,, 
66,67,7,SIA/MP/MIN/42633/2019,42633,Gangapur Stone Quarry,GAWAR CONSTRUCTED LIMITED,EC Granted,EC,, 
67,68,8,SIA/MP/MIN/140573/2020,6844/2020,Nigrani Metal Stone Quarry of Shri Vinod Patidar,SHRI VINOD PATIDAR,Delisted,EC,, 
68,69,9,SIA/MP/MIN/159949/2020,7308/2020,Kamton Kansiya Stone Quarry,AUTAR SINGH,EC Granted,EC,, 
69,70,10,SIA/MP/MIN/160488/2020,7378/2020,Bhamraha Stone Mine,KIRAN RAI,EC Granted,EC,, 
70,71,1,SIA/MP/MIN/203311/2021,8372/2021,Bansara Soil/Murrum Temporary Permit,MS MADHAV INFRA PROJECT LTD,EC Granted,EC,, 
71,72,2,SIA/MP/MIN/44384/2019,6671/2020,Marha Quarry Lease,"M/S OM STONE CRUSHER, PROP. SHRI KAUSHAL KISHOR DUBEY",EC Granted,EC,, 
72,73,3,SIA/MP/MIN/164336/2020,7416/2020,Khajuriha Stone Quarry,"NAGENDRA SINGH S/O SHRI ANIYAR SINGH R/O VILLAGE DEORI, TEHSIL MAJHAULI, DISTRICT SIDHI",EC Granted,EC,, 
73,74,4,SIA/MP/MIN/154670/2020,7205/2020,Chauki River Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
74,75,5,SIA/MP/MIN/153735/2020,7079/2020,Sangam-2 Sand Mine quarry,SHISHIR KHANDAR,EC Granted,EC,, 
75,76,6,SIA/MP/MIN/173372/2020,7797/2020,Harrahi Stone Quarry,"M/S ADAYPUR SUPPLIER AND CONTRACTOR, PROP. SHRI DEEPENDRA SINGH",Delisted,EC,, 
76,77,7,SIA/MP/MIN/173492/2020,7851/2020,Mahumandli Stone Quarry of J.P. Group of Construction,JP GROUP OF CONSTRUCTION,EC Granted,EC,, 
77,78,8,SIA/MP/MIN/29300/2008,6625/2019,"Expansion in Limestone Production Capacity in Budgauna Extension Limestone Mine (ML Area-87.992 ha) from 0.30 Million TPA to 0.60 Million TPA and 0.2405 Million cum per annum Top Soil, Waste & Mineral Reject near Villages-Baghwar and Godhatola, Tehsil-Rampur Naikin, District – Sidhi, (Madhya Pradesh).",M/s. UltraTech Cement Ltd.,EC Granted,EC,, 
78,79,9,SIA/MP/MIN/173888/2020,7750/2020,"Ratna Mal Stone Quarry of Shri Rajiv Kumar Sahu S/o Shri Shambhu Prasad Sahu. Village- Ratna Mal, Tehsil- Bajag, District- Dindori, M.P. Khasra No.- 11 (Part)",ENVIRONMENTAL CLEARANCE CWA,EC Granted,EC,, 
79,80,10,SIA/MP/MIN/56782/2019,6453/2019,Salkanpur Stone Deposit,SALKANPUR STONE DEPOSITE,EC Granted,EC,, 
80,81,1,SIA/MP/MIN/56331/2020,7698/2020,Barachh-1 River Sand Mine,"MS. VANSHIKA CONSTRUCTION, AUTHORIZED PERSON- SHRI RAMLAL JHARIYA",EC Granted,EC,, 
81,82,2,SIA/MP/MIN/239257/2021,8969/2022,DONGARIA KHURD STONE QUARRY LEASE,M/S BABA MINERALS,EC Granted,EC,, 
82,83,3,SIA/MP/MIN/258412/2022,9077/2022,KOTA RED OCHRE Mine,AJAY PARMAR,EC Granted,EC,, 
83,84,4,SIA/MP/MIN/257772/2022,9097/2022,Dhabaipada Stone Deposit,HITESH SURANA,EC Granted,EC,, 
84,85,5,SIA/MP/MIS/70646/2021,8940/2022,"PROPOSED 1 MLD COMMON EFFLUENT TREATMENT PLANT BASED ON ZLD by NICDC Vikram Udyogpuri Limited at Plot No. 64, Zone II, Village Narwar, Tah. Ujjain State Madhya Pradesh",DMIC VIKRAM UDYOGPURI LIMITED,Delisted,EC,, 
85,86,6,SIA/MP/MIN/54810/2018,5682/18,4.339 ha Miragpur Manganese ore Mine,D P RAI,EC Granted,EC,, 
86,87,7,SIA/MP/MIN/163947/2020,7678/2020,Stone Quarry Village Katariyakhedi,SHIV PRASAD DANGI,EC Granted,EC,, 
87,88,8,SIA/MP/MIN/154213/2020,7122/2020,Kodli Sand Quarry,SHRI VIRENDRA SINGH JADOUN,EC Granted,EC,, 
88,89,9,SIA/MP/MIN/56265/2019,6632/2019,Maheba Gitti stone,M/S RAJEY MINERALS,EC Granted,EC,, 
89,90,10,SIA/MP/MIN/171433/2020,7665/2020,Shahpura River Sand Quarry,R.K.GUPTA CONTRACTORS AND ENGINEERS PRIVATE LIMITED,EC Granted,EC,, 
90,91,1,SIA/MP/MIN/271960/2022,,Shahpur/Patauwapura Sand Mine,M/S. HOTEL UMA RESIDENCY,Delisted,EC,, 
91,92,2,SIA/MP/MIN/272363/2022,9194/2022,SATTAADHANA STONE QUARRY LEASE,SHAILENDRA THAKUR,EC Granted,EC,, 
92,93,5,SIA/MP/MIN/194006/2021,8160/2021,JAMUNIYA RAIYAT STONE QUARRY,ANIL MAHAJAN,EC Granted,EC,, 
93,94,6,SIA/MP/MIN/168381/2020,7613/2020,LAGDUA RIVER SAND MINE,POWER MECH PROJECTS LIMITED,EC Granted,EC,, 
94,95,7,SIA/MP/MIN/169994/2020,7566/2020,Amoda Stone (Gitty) Quarry  Khasra No. 157/1,M/S MAA REWA STONE CRUSHER,EC Granted,EC,, 
95,96,8,SIA/MP/MIN/170047/2020,7796/2020,Gannaguda Stone Quarry,"M/S SATYA SAI STONE CRUSHER, PROP. SHRI AJAY KUMAR JAISWAL",EC Granted,EC,, 
96,97,9,SIA/MP/MIN/129145/2019,6739/2020,Shailesh Kumar Sahu,SHAILESH KUMAR SAHU,EC Granted,EC,, 
97,98,10,SIA/MP/MIN/130209/2019,6877/2020,Jhinna Stone Mine,JHINNA STONE MINE,EC Granted,EC,, 
98,99,1,SIA/MP/MIN/160521/2020,7496/2020,Dhakna Chapna Murrum Deposit,OMPRAKASH MAINA,EC Granted,EC,, 
99,100,2,SIA/MP/MIN/200817/2021,,Madanpura Laterite and Fireclay Mine,NAVRATANMAL GUGALIA AND SONS,WithdrawEC,EC,, 
100,101,3,SIA/MP/MIN/200506/2021,8320/2021,PAREI CRUSHER STONE MINE,VED PRAKASH PATHAK,EC Granted,EC,, 
101,102,4,SIA/MP/MIN/33700/2019,6248/2019,Kheda Stone Deposit of Ramnaryan Mukati,RAMNARAYAN MUKATI,EC Granted,EC,, 
102,103,5,SIA/MP/MIN/172945/2020,7772/2020,Mohadkalan sand Quarry,SHRI RAJENDRA RAGHUWANSHI,EC Granted,EC,, 
103,104,6,SIA/MP/MIN/249811/2022,8937/2022,PAMRA STONE QUARRY LEASE,"PAMRA STONE QUARRY LEASE, M/S SARASWATI MINERALS AND CRUSHING",EC Granted,EC,, 
104,105,7,SIA/MP/IND/73536/2021,8232/2021,Clinker Grinding Unit 500 TPD,JABALPUR CEMENT  INDUSTRIES PVT. LIMITED,EC Granted,EC,, 
105,106,8,SIA/MP/MIN/38697/2019,6411/2019,kisalpuri crusher stone quarry,DHARAMVEER LOHAN,EC Granted,EC,, 
106,107,9,SIA/MP/MIN/39108/2019,project Registered with case no. 6494/2019.,jaitupura flag stone quarry lease,YOGENDRA KUMAR LATORIA,EC Granted,EC,, 
107,108,10,SIA/MP/MIN/39037/2019,6462/2019,BANIKHEDI STONE (GITTY) QUARRY  Khasra No. 836,BABU LAL MANDSAUR,EC Granted,EC,, 
108,109,1,SIA/MP/MIN/68490/2020,7835/2020,Jogi Wada Sand Quarry,MS JAI MAHAKAL ASSOSIATES,EC Granted,EC,, 
109,110,2,SIA/MP/MIN/232833/2021,8752/2021,Badera Stone Quarry,M/S GURU KRIPA STONE CRUSHER,EC Granted,EC,, 
110,111,3,SIA/MP/MIN/272812/2022,9358/2022,Badgon Stone & M-sand Quarry,AYUSH JAIN,EC Granted,EC,, 
111,112,4,SIA/MP/MIN/77105/2021,8907/2021,POWER MECH PROJECTS LIMITED,POWERMECH PROJECTS LTD,EC Granted,EC,, 
112,113,5,SIA/MP/MIN/273989/2022,9244/2022,Bela Murrum Mine,YOGENDRA SINGH,EC Granted,EC,, 
113,114,6,SIA/MP/MIN/77131/2021,8901/2021,Power Mech Projects Limited Janwasa 4 Sand Mine,POWERMECH PROJECTS LTD,EC Granted,EC,, 
114,115,7,SIA/MP/MIN/274092/2022,9205/2022,Arniyagurjar Crusher SStone  Murrum Quarry of Shri Madhusudan Patidar,MADHU PATIDAR,EC Granted,EC,, 
115,116,8,SIA/MP/MIN/37314/2019,project Registered with case no. 6477/2019.,lakhanpura crusher stone quarry,MS GANPATI STONES,EC Granted,EC,, 
116,117,9,SIA/MP/MIN/189062/2020,8092/2021,Aabud Stone Quarry of Shri Rakesh Patel,RAKESH PATEL,EC Granted,EC,, 
117,118,10,SIA/MP/MIN/198007/2021,8226/2021,Garetha Stone Quarry,SHRI NAVEEN SHARMA,EC Granted,EC,, 
118,119,1,SIA/MP/MIN/36598/2019,6326/2019,CRUSHER STONE QUARRY VILLAGE GANJ,MS PITAMBRA MINERALS,EC Granted,EC,, 
119,120,2,SIA/MP/MIN/56335/2020,7674/2020,Pondikala-2 Sand Quarry,"MS. VANSHIKA CONSTRUCTION, AUTHORIZED PERSON- SHRI RAMLAL JHARIYA",EC Granted,EC,, 
120,121,3,SIA/MP/MIN/51049/2020,7212/2020,Sardaman Stone Quarry,M.C.C. MAHADEV CONSTRUCTIONS PVT. LTD.,EC Granted,EC,, 
121,122,4,SIA/MP/MIN/53912/2019,6572/2019,"Biloua Stone (Gitti) Quarry, Survey No.3893, 3895",SHRI AKASH SINGH TOMAR,EC Granted,EC,, 
122,123,5,SIA/MP/MIS/153134/2020,7069/2020,INTER STATE BUS TERMINAL,"INDORE DEVELOPMENT AUTHORITY, INDORE, MADHYA PRADESH",EC Granted,EC,, 
123,124,6,SIA/MP/MIN/155191/2020,7208/2020,Kodhida Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
124,125,7,SIA/MP/MIN/155240/2020,8213/2021,Nagjhiri Khodu -Bharu Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
125,126,8,SIA/MP/MIN/156208/2020,7195/2020,Tanganamal sand Quarry,M/S. HOTEL UMA RESIDENCY,EC Granted,EC,, 
126,127,9,SIA/MP/MIN/184990/2020,8042/2020,Saikheda Sand Deposit Quarry,M/S DHANLAXMI MERCHANDISE PRIVATE LIMITED,EC Granted,EC,, 
127,128,10,SIA/MP/MIN/272940/2022,9355/2022,Soyatkalan Stone & M-Sand Quarry,SAMATA GUPTA,EC Granted,EC,, 
128,129,1,SIA/MP/MIN/191722/2021,8116/2021,Chandorakhurd Crusher Stone Quarry,MAHESH SARODE,EC Granted,EC,, 
129,130,2,SIA/MP/MIN/44255/2018,6597/2019,CHAKSODIJAR STONE (GITTY) QUARRY,M/S  BALAJI  MINES AND MINERALS,EC Granted,EC,, 
130,131,3,SIA/MP/MIN/160566/2020,7394/2020,Padwar (khasra no. 666 & 701) sand deposit on Halphal River,MS. R.S.I. STONE WORLD PVT. LTD.,EC Granted,EC,, 
131,132,4,SIA/MP/MIN/154916/2020,7292/2020,Dahiwar River Sand Quarry,VIRENDRA SINGH JADOUN,EC Granted,EC,, 
132,133,9,SIA/MP/MIN/171152/2020,7608/2020,Kapuri Stone Quarry,KAPURI STONE QUARRY,EC Granted - Processed offline,EC,, 
133,134,10,SIA/MP/MIN/172214/2020,7670/2020,Ramdiha Stone quarry,SHRI RAJENDRA KUMAR SINGH S/O SHRI RAM DAWAN SINGH,EC Granted,EC,, 
134,135,3,SIA/MP/MIN/29298/2008,6633/2019,"Expansion in Limestone Production Capacity from 0.50 Million TPA to 1.0 Million TPA and 1.19 Million TPA (0.5981 Million cum per annum) Top Soil & Waste (Total Excavation : 2.19 Million TPA) in Majhgawan Extension Limestone Mine, (ML Area-54.825 ha) at Villages-Majhgawan & Sarda, Tehsil-Rampur Naikin, District- Sidhi, Madhya Pradesh",M/s. UltraTech Cement Ltd.,EC Granted,EC,, 
135,136,4,SIA/MP/MIN/253616/2022,9079/2022,Kulpa Granite Deposit,PRAKASH GURBELE,EC Granted,EC,, 
136,137,5,SIA/MP/MIN/58636/2020,7997/2020,"Malhan Dolomite Mine, Katni",SUDHIR KUMAR JAIN,EC Granted,EC,, 
137,138,6,SIA/MP/MIN/277041/2022,,Pipaliya Khurd (Richhawar) Sand Quarry,ANAND TAMRAKAR,Delisted,EC,, 
138,139,7,SIA/MP/MIN/125671/2019,6710/2019,Goarai Stone Quarry,"SMT. MANDVI DIXIT, W/O. SHRI NEERAJ DIXIT",EC Granted,EC,, 
139,140,8,SIA/MP/MIN/177224/2020,8056/2020,Dhoba Stone Quarry,M/S  SARASWATI MINING & CRUSHING.,EC Granted,EC,, 
140,141,9,SIA/MP/MIN/201349/2021,8433/2021,BARELA STONE (GITTY) & MURRUM QUARRY  Khasra No. 808/1,M/S SHRI JAIRUDRA MINES & MINERALS,EC Granted,EC,, 
141,142,10,SIA/MP/MIN/33322/2018,6024/2019,Barua Sand Deposit Quarry,SHRI GAJRAJ SINGH SO SHRI PANCHAM SINGH,EC Granted,EC,, 
142,143,1,SIA/MP/MIN/150095/2020,7241/2020,AAKLON MURRUM QUARRY,SHRI NITRAMANAND,EC Granted,EC,, 
143,144,2,SIA/MP/MIN/150180/2020,7059/2020,Bhamodi River Sand Quarry,SHRI RAJESH PATHAK,EC Granted,EC,, 
144,145,3,SIA/MP/MIN/56280/2019,6408/2019,Berja Stone Quarry of Shri Matadin Kushwah,SHRI MATADIN KUSHWAH,EC Granted,EC,, 
145,146,4,SIA/MP/MIN/201776/2021,8375/2021,Lahadpur Stone Quarry,RAMKRISHNA RAGHUWANSHI,EC Granted,EC,, 
146,147,5,SIA/MP/MIN/201911/2021,8437/2021,Nanded Stone Quarry of Shri Mahesh Thakur,SHRI MAHESH THAKUR,EC Granted,EC,, 
147,148,6,SIA/MP/MIN/196782/2021,8180/2021,Mahoddiyaa Stone Quarry,RAJENDRA SINGH CHOUHAN,EC Granted,EC,, 
148,149,10,SIA/MP/MIN/58801/2020,8476/2021,KHARAG STONE QUARRY OF SHRI PADAM BHARGAV,KHARAG STONE QUARRY,EC Granted,EC,, 
149,150,2,SIA/MP/MIS/37612/2018,5710/2018,"Environment Clearance for “Shri Aurobindo Institute of Medical Sciences” at Indore-Ujjain State Highway, Village-Bhanwrasla, Tehsil-Sanwer, District-Indore, Madhya Pradesh (Hospital Area = 33525.34 m2",SHRI AUROBINDO INSTITUTE OF MEDICAL SCIENCES,EC Granted,EC,, 
150,151,3,SIA/MP/MIN/37633/2019,6397/2019,Kumhi Laterite Red Ochre &Clay Deposit(M.L. Area 4.85 Hect.),KUMHI,EC Granted,EC,, 
151,152,4,SIA/MP/MIN/136519/2020,6952/2020,sothar murrum quarry,SHRI SUNIL KUMAR .,EC Granted,EC,, 
152,153,5,SIA/MP/MIN/136854/2020,,Wadegaon Stone Deposit,SHIVDARSHAN CONSTRUCTION,Delisted,EC,, 
153,154,6,SIA/MP/MIN/157052/2020,7296/2020,CHAKA SAND MINE,"MS. VANSHIKA CONSTRUCTION, AUTHORIZED PERSON- SHRI RAMLAL JHARIYA",EC Granted,EC,, 
154,155,7,SIA/MP/MIN/157145/2020,,Semari sand Quarry,MP SALES CORPORATION,Delisted,EC,, 
155,156,8,SIA/MP/MIN/159317/2020,7351/2020,Itawa Crusher Stone Quarry of Shri Praveen Suryawanshi,ENVIRONMENTAL CLEARANCE CWA,EC Granted,EC,, 
156,157,9,SIA/MP/MIN/159870/2020,7324/2020,Bakodi Sand Quarry,SHRI RAJESH PATHAK,EC Granted,EC,, 
157,158,10,SIA/MP/MIN/39875/2019,6596/2019,BANIYA STONE QUARRY LEASE OF SUSHIL MISHRA,SUSHIL MISHRA,EC Granted,EC,, 
158,159,1,SIA/MP/MIN/175655/2020,7939/2020,Siddhikala Stone Quarry,SHRI JAGBALI PRASAD BAIS,EC Granted,EC,, 
159,160,2,SIA/MP/MIN/128405/2019,6709/2019,Sumeda Stone Quarry,SUMEDA STONE QUARRY,EC Granted,EC,, 
160,161,3,SIA/MP/MIN/153502/2020,7087/2020,BARODA RIVER SAND QUARRY,"M/S VISTA SALES PVT. LTD, AUTHORISED PERSON- SHRI MAHESH KUMAR VERMA",EC Granted,EC,, 
161,162,4,SIA/MP/MIN/174480/2020,7860/2020,"Kukda Kirar Sand Mine Quarry of Shri Shishir Khandar,",SHISHIR KHANDAR,EC Granted,EC,, 
162,163,5,SIA/MP/MIN/174495/2020,7804/2020,Nigrani Stone Quarry of Shri Vinod Patidar,SHRI VINOD PATIDAR,EC Granted,EC,, 
163,164,6,SIA/MP/MIN/72103/2021,8585/2021,BILHETI STONE QUARRY OF SHRI HARENDRA SINGH BHADAURIA,BILHETI STONE (GITTI) QUARRY OF SHRI HARENDRA SINGH BHADHORIYA,EC Granted,EC,, 
164,165,7,SIA/MP/MIN/36284/2019,6413/2019,kemuriya flag stone quarry,AJAY  DEV BUNDELA,EC Granted,EC,, 
