,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/JH/MIN/202431/2021,,"Namsol Brick Clay Mining Village- Namsol, P.O.-Chota bangurda, P.S.- Boram, District- East- Singhbhum, Jharkhand",M/S SONA  BRICKS,Delisted,EC,
2,2,SIA/JH/MIN/197104/2021,EC/SEIAA/2021-22/2402/2021,"Brick Soil Mining For M/s Isha Bricks Work in Mouza Kedal, Area 2.12 Acres",CRYSTAL CONSULTANTS,EC Granted,EC,
3,3,SIA/JH/MIN/241706/2021,,Brick Earth Mining Project,M/S BRICKS 555,WithdrawEC,EC,
4,4,SIA/JH/MIS/277745/2022,EC/SEIAA/2022-23/2597/2022,Proposed development of “PADMABATI DEVI HOSPITAL”,PADMABATI DEVI MULTISPECIALITY HOSPITAL PRIVATE LIMITED,EC Granted,EC,
5,5,SIA/JH/MIN/241169/2021,EC/SEIAA/2021-22/2483/2021,Betakocha Bricks Clay Mining Project - M/s Jyoti Bricks & Enterprises,JYOTI BRICKS & ENTERPRISES,EC Granted,EC,
6,6,SIA/JH/RIV/271834/2022,,"Engineering, Procurement and Construction (EPC) work of Sone-Kanhar Underground Pipe Line (SKUGPL) Project on Design, Build, Operate & Transfer (DBOT) basis",WATER RESOURCES DEPARTMENT,Delisted,EC,
7,7,SIA/JH/MIN/271654/2022,EC/SEIAA/2022-23/2721/2023,Srirampur Stone Deposit,SUMIT SADHWANI,EC Granted,EC,
8,8,SIA/JH/MIN/188444/2020,,"Brick Soil Mining For M/s B.M. Bricks in Mouza Childag Soso, Area 2.22 Acres",CRYSTAL CONSULTANTS,Delisted,EC,
9,9,SIA/JH/MIN/243485/2021,EC/SEIAA/2021-22/2547/2022,"HOTAP STONE MINE AT MOUZA–HOTAP, P.S. – DUMRI, No.-25,  DISTRICT- GUMLA, STATE- JHARKHAND",MAA UTKARSHINI CONSTRUCTION & MINES PVT. LTD.,EC Granted,EC,
10,10,SIA/JH/MIN/187383/2020,EC/SEIAA/2020-21/2289/2020,DHOWADANGAL & BHIMPUR STONE MINE,DHOWADANGAL & BHIMPUR STONE MINE OF SHRI KAYSUDDIN SHEKH,EC Granted,EC,
1,11,SIA/JH/MIN/45168/2019,EC/SEIAA/2018-19/2261/2019,Brick Soil Mining For M/s Nova Bricks (Minor Mineral),CRYSTAL CONSULTANTS,EC Granted,EC,
