,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/JH/MIS/115572/2019,EC/SEIAA/2018-19/2130/2019,Assembly Building Project,GREATER RANCHI DEVELOPMENT AGENCY LIMITED,EC Granted,EC,
2,2,SIA/JH/MIN/42154/2019,EC/SEIAA/2018-19/2188/2019,BISHUNPUR STONE MINE,MS SOURA CONSTRUCTIONS PVT LTD,EC Granted,EC,
3,3,SIA/JH/MIN/183452/2020,,ASIT KUMAR MANDAL STONE MINE,M/S ASIT KUMAR MANDAL STONE MINE,Delisted,EC,
4,4,SIA/JH/MIN/227373/2021,EC/SEIAA/2021-22/2414/2021,Pratappur & Mansinghpur Stone Mine Project,M/S FOUR STAR STONE WORKS,EC Granted,EC,
5,5,SIA/JH/MIN/271488/2022,EC/SEIAA/2022-23/2583/2022,Rohra Stone Deposit,CHATHRIN HEMBROM,EC Granted,EC,
6,6,SIA/JH/MIS/102942/2019,EC/SEIAA/2017-18/2041/2017,Proposed Convention Centre Building Construction Project,CRYSTAL CONSULTANTS,EC Granted,EC,
7,7,SIA/JH/MIN/35241/2019,EC/SEIAA/2018-19/2117/2018,Lohsighna Khurd Sand Ghat,Jharkhand State Mineral Development Corporation Limited,EC Granted,EC,
8,8,SIA/JH/MIN/42740/2019,EC/SEIAA/2018-19/2192/2019,SUNDRE STONE DEPOSIT,MS OP STONE WORKS,EC Granted,EC,
9,9,SIA/JH/MIN/221304/2021,EC/SEIAA/2021-22/2384/2021,RAMBANI STONE MINE OF M/S R.S.S. STONE WORKS,RAMBANI STONE MINE OF M/S R.S.S. STONE WORKS,EC Granted,EC,
10,10,SIA/JH/MIN/237496/2021,EC/SEIAA/2021-22/2470/2021,CHAPRAKOCHA STONE MINE,CRYSTAL CONSULTANTS,EC Granted,EC,
1,11,SIA/JH/MIN/43258/2019,,Galwati & Khairidih Stone Mine,SRI AMAR KUMAR PURUSHOTTAM KUMAR,Delisted,EC,
2,12,SIA/JH/MIN/164615/2020,,555 BRICKS,555 BRICKS,Delisted,EC,
3,13,SIA/JH/MIN/197325/2021,,"Brick Soil Mining For K.A.B. Bricks in Mouza Barwe, Area 4.21 Acres",CRYSTAL CONSULTANTS,Delisted,EC,
4,14,SIA/JH/MIN/209763/2021,EC/SEIAA/2021-22/2347/2021,POKHARIA STONE MINE OF M/S MEWAR ENTERPRISES,POKHARIA STONE MINE OF M/S MEWAR ENTERPRISES,Delisted,EC,
5,15,SIA/JH/MIN/250232/2022,EC/SEIAA/2021-22/2467/2021,GILAMARI STONE MINE,CRYSTAL CONSULTANTS,EC Granted,EC,
6,16,SIA/JH/MIN/40690/2019,EC/SEIAA/2018-19/2156/2019,Kulbhanga Stone Deposit,KULBHANGA STONE MINING PROJECT,EC Granted,EC,
7,17,SIA/JH/MIN/40679/2019,EC/SEIAA/2018-19/2151/2019,POKHARIA STONE MINE,POKHARIA STONE MINE  SHRI PRATYUSDHAR JHA,EC Granted,EC,
8,18,SIA/JH/MIN/41374/2019,EC/SEIAA/2018-19/2161/2019,PAHAR AAMCHUWA STONE MINE,PAHAR AAMCHUWA STONE MINE SRI MAHESH YADAV,EC Granted,EC,
9,19,SIA/JH/MIN/68198/2021,EC/SEIAA/2022-23/2445/2022,Basmata Stone Mining Project (under cluster),M/S HEENA STONE WORKS,EC Granted,EC,
10,20,SIA/JH/MIN/34822/2019,EC/SEIAA/2018-19/2121/2018,"Basatpur and Maljhar river bed sand mines on Ajay river  over an area of 4.57Ha at village Basatpur, and Maljhar dist-Deoghar, Jharkhand, M/s Jharkhand State Mineral Development Corporation Ltd.",JHARKHAND STATE MINERAL DEVELOPMENT CORPORATION,EC Granted,EC,
