,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
0,1,1,SIA/RJ/MIN/39639/2016,,Narvo Devi Stone Mining (ML No. 745/04),NARVO DEVI,Under examination of SEIAA - Processed offline,EC,, 
1,2,2,SIA/RJ/MIN/39703/2016,,Birkiya Patti katla Quarry licence Area (Q.L. No-115),SH PRATEEK AGARWAL,Under examination of SEIAA - Processed offline,EC,, 
2,3,3,SIA/RJ/MIN/39707/2016,,Jase Ka Gaon Silica sand mine (M.L. No. 18/2010),YASHWARDHAN SINGH,Under examination of SEIAA - Processed offline,EC,, 
3,4,4,SIA/RJ/MIN/48846/2016,,QL. NO. 9 NAYO KI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4,5,5,SIA/RJ/MIN/48854/2016,,Gangora Masonary Stone Mine Project (300/06) of Mahesh Chand Sharma,MAHESH,Under examination of SEIAA - Processed offline,EC,, 
5,6,6,SIA/RJ/MIN/48859/2016,,QL. NO. 14 GOLASANI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
6,7,7,SIA/RJ/MIN/48877/2016,,QL. NO. 36 NAYO KI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
7,8,8,SIA/RJ/MIN/48881/2016,,QL. NO. 40 NAYO KI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
8,9,9,SIA/RJ/MIN/48887/2016,,QL. NO. 44 NAYO KI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
9,10,10,SIA/RJ/MIN/48891/2016,,QL. NO. 63 DANTALA SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
10,11,1,SIA/RJ/MIN/53172/2016,,"SILICA SAND MINING PROJECT 
Near Village Parewar, Tehsil & District-Jaisalmer, Rajasthan
ML No. (370/2013)
AREA – 4.50 ha",SHRI VIKAS LILA,Under examination of SEIAA - Processed offline,EC,, 
11,12,2,SIA/RJ/MIN/53214/2016,,Devariya Quartz Feldspar Mine 309/06,RAM PRAKASH KUMAVAT,Under examination of SEIAA - Processed offline,EC,, 
12,13,3,SIA/RJ/MIN/53221/2016,,Quartz & Feldspar Mine ( M L NO. 140/2006 ),RASHID MOHAMMAD,Under examination of SEIAA - Processed offline,EC,, 
13,14,4,SIA/RJ/MIN/53238/2016,,"Quartz and feldspar minning project
ML No-05/2003
Area-4.00 Hect.
Lessee- Shashi Jhalaani
near village- Hanutia, tehsil-Bonli, sawai madhopur (raj)",SHASHI JHALANI,Under examination of SEIAA - Processed offline,EC,, 
14,15,5,SIA/RJ/MIN/53268/2016,,M/s Maa Brahmani Khanij Udhyog,MAA BRAHMANI KHANIJ UDHYOG,Under examination of SEIAA - Processed offline,EC,, 
15,16,6,SIA/RJ/MIN/75565/2018,,"Transfer of Quartz, Feldspar & Mica Mining Lease ML No. 87/2002, ML area 5.0 ha at Near Village: Banthali- Kharwar, Tehsil: Sarwar, District: Ajmer, Rajasthan",SHRI MUKESH SETHI,Under examination of SEIAA - Processed offline,EC,, 
16,17,7,SIA/RJ/MIN/199740/2021,15082,"Masonry Stone Mining Project, M.L. No. 20/2007",SH. BHAGWAN LAL GAMETI,EC Granted - Processed offline,EC,, 
17,18,8,SIA/RJ/MIN/41184/2019,12289,"Masonry Stone Mining Project  Plot No. 06, Area –1.15 Ha. Production capacity of mine: 100000 TPA (ROM)  Near village – Sanjay Nagar, Tehsil– Khetri, District – Jhunjhunu (Rajasthan)",M/S AARADHYA PROJECTS,EC Granted - Processed offline,EC,, 
18,19,9,SIA/RJ/MIN/93954/2019,,"Marble Mine, ML NO. - 141/2006",SH KUNAL SINGH,Delisted,EC,, 
19,20,10,SIA/RJ/MIN/48551/2016,,QL. NO. 976 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
20,21,1,SIA/RJ/MIN/52694/2016,,Masonary Stone Mine ( M L NO. 75/2005 ),DASHRATH BISSA,Under examination of SEIAA - Processed offline,EC,, 
21,22,2,SIA/RJ/MIN/52708/2016,,Masonary Stone Mine ( M L NO. 389/2008 ),JAMNA DEVI,Under examination of SEIAA - Processed offline,EC,, 
22,23,3,SIA/RJ/MIN/39467/2016,,"Proposed White Clay & China Clay Mine,M.L.No-50/2007,Production Capacity-21318 TPA,M.L.Area-4.794 Ha",MS MILAN MINERAL,Under examination of SEIAA - Processed offline,EC,, 
23,24,4,SIA/RJ/MIN/223648/2021,15692,"Ball clay & Bajri Mining project, M L Area 4.95, Plot no. 25, with Production  capacity 3,22,121 TPA, (ROM), Located at N/v - Gangapura, Tehsil- Kolayat, Distt- Bikaner, (Raj.) , Sh. Sharad kochhar S/O Sh. Raman kochhar",SH. SARAD KOCHHAR S/O SH. RAMAN KOCHHAR,Delisted,EC,, 
24,25,5,SIA/RJ/MIN/39512/2016,,"Proposed Quartz & Feldspar Mine,M.L.No-165/2006,Production Capacity-20,885 TPA,M.L.Area-4.740 Ha",MISS LEENA SHARMA,Under examination of SEIAA - Processed offline,EC,, 
25,26,6,SIA/RJ/MIN/39522/2016,,Akbarpur Mew (M.L. No. 123/07) Masonary Stone Mine,SHRI ESHA,Under examination of SEIAA - Processed offline,EC,, 
26,27,7,SIA/RJ/MIN/39533/2016,,manpura old ql area (plot no. 379),MR RAMLAL,Under examination of SEIAA - Processed offline,EC,, 
27,28,8,SIA/RJ/MIN/39540/2016,,Jhak liestone mine (ML No 88/1993),AMARA RAM,Under examination of SEIAA - Processed offline,EC,, 
28,29,9,SIA/RJ/MIN/40051/2016,,"MORIYA MUNJASAR MARBLE MINE M.L. NO.-23/02 MINING AREA – 4.00 Hect. M/S BHATTAR & COMPANY
PRO.-SH. SHANKAR LAL BHATTAR",UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
29,30,10,SIA/RJ/MIN/40054/2016,,"PANCHALWARA GRANITE  MINE M.L. NO-12/14 of
M/s Bhawani Granite Panchalwara",UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
30,31,1,SIA/RJ/MIN/53602/2016,,Masonary Stone Mine ( M L NO. 1/2012 ),SANGRAMA RAM,Under examination of SEIAA - Processed offline,EC,, 
31,32,2,SIA/RJ/MIN/53650/2016,,"Masonry Stone Mining Project,  83/2004, Area 1.00 Ha., located n/v - Gwalda, Tehsil - Tijara, District- Alwar (Raj.) of                     M/s. N.K. Gupta.",NK GUPTA,Under examination of SEIAA - Processed offline,EC,, 
32,33,3,SIA/RJ/MIN/53652/2016,,"Masonry Stone Mining Project,  84/2004, Area 1.0 Ha., located n/v - Gwalda, Tehsil - Tijara, District- Alwar (Raj.) of Shri B.K. Gupta.",BK GUPTA,Under examination of SEIAA - Processed offline,EC,, 
33,34,4,SIA/RJ/MIN/53694/2016,,"Masonry Stone Mining Project,  86/2004, Area 1.00 Ha., located N/v - Gwalda, Tehsil - Tijara, District- Alwar (Raj.) of                   M/s. Pushpa Gupta",PUSHPA GUPTA,Under examination of SEIAA - Processed offline,EC,, 
34,35,5,SIA/RJ/MIN/53697/2016,,Banjariya Masonary Mine (M.L.No. 09/2007),LAXMAN LAL MEENA,Under examination of SEIAA - Processed offline,EC,, 
35,36,6,SIA/RJ/IND2/27702/2017,328,BPCL- AUGMENTATION OF STORAGE CAPACITY OF EXISTING TOP INSTALLATION,BHARAT PETROLEUM CORPORATION LIMITED SALAWAS,Under examination of SEIAA - Processed offline,EC,, 
36,37,7,SIA/RJ/MIN/52579/2016,,Devla Pal Lime Stone Mine (M.L.No. 07/2010),R D S A MINING LLP,Under examination of SEIAA - Processed offline,EC,, 
37,38,8,SIA/RJ/MIN/52589/2016,,Badli Fala Lime Stone Mine (M.L. No. 12/1993),R D S A MINING LLP,Under examination of SEIAA - Processed offline,EC,, 
38,39,9,SIA/RJ/MIN/52613/2016,,Loadsar Stone Ballast Mine ( M L NO. 02/2008 ),BAJRANG STONE SUPPLIERS,Under examination of SEIAA - Processed offline,EC,, 
39,40,10,SIA/RJ/MIN/39798/2016,,Shitla Ka Chora Patti katla Quarry Licence Area (Q.L. No-35),SMT PANI DEVI RAWAT,Under examination of SEIAA - Processed offline,EC,, 
40,41,1,SIA/RJ/MIN/132367/2019,13327,"Proposed Sand Stone Mining Project,Q.L. No.: 14/2019",SUGAN LAL,EC Granted,EC,, 
41,42,2,SIA/RJ/MIN/40253/2016,,"Masonary stone minning Project
ML No.-85-04
Area-1.00Hect.
Lessee-Iswardas",ISWARDAS,Under examination of SEIAA - Processed offline,EC,, 
42,43,3,SIA/RJ/MIN/40277/2016,,Padliya Soapstone Mines,SAI MINERALS,TransferToDEIAA,EC,, 
43,44,4,SIA/RJ/MIN/40293/2016,,Masonry Stone mining project. M.L. No. 03/92,GIRIRAJ SINGH,Under examination of SEIAA - Processed offline,EC,, 
44,45,5,SIA/RJ/MIN/40305/2016,,"Alipur Masonry Stone Mine, ML No. – 363/02, Area-1.00 Hectare, N/v – Jaswar, (Khasra No. – 351 & 400), Tehsil – Weir, District - Bharatpur, Rajasthan",MITTAL GRIT UDYOG,TransferToDEIAA,EC,, 
45,46,6,SIA/RJ/MIN/40309/2016,,sawa new ql area (plot no 21),MR LAXMAN SINGH,Under examination of SEIAA - Processed offline,EC,, 
46,47,7,SIA/RJ/MIN/40317/2016,,Nathara Ki Pal,MYNORES INDIA,Under examination of SEIAA - Processed offline,EC,, 
47,48,8,SIA/RJ/MIN/39298/2019,12009,Kitnod Bajari Applied Area Ref No 2019100004187,SHRE ASHOK KUMAR,EC Granted - Processed offline,EC,, 
48,49,9,SIA/RJ/MIN/39338/2019,11996,Bajri Mining Project (Ref. No. 2019100009054),PHUSA RAM,EC Granted - Processed offline,EC,, 
49,50,10,SIA/RJ/MIN/39747/2019,12035,"Granite Mining Project, M.L. No. 08/2018",TULSA RAM,EC Granted - Processed offline,EC,, 
50,51,1,SIA/RJ/MIN/39553/2016,,Tiloli Quartz & Feldspar Mine,MS SHIV MINING WORKS,Under examination of SEIAA - Processed offline,EC,, 
51,52,2,SIA/RJ/MIN/43294/2019,12653,"“Mica, Quartz & Feldspar Mining Project, M.L. No. 90/2018”",KALI SHANKAR BAIRWA,EC Granted - Processed offline,EC,, 
52,53,3,SIA/RJ/MIN/56885/2016,,QL NO 1609 SHRI MANISH BHOMIYA JI KA THAN SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,, 
53,54,4,SIA/RJ/MIN/56916/2016,,"FELDSPAR & QUARTZ MINES 
M.L. NO. 45/2006
N/V MEPHLIYAS
TEH. ASIND 
DISTT. BHILWARA 
MINERAL FELDSPAR & QUARTZ
AREA 4.95 HECT",LADU LAL KUMAHAR,Under examination of SEIAA - Processed offline,EC,, 
54,55,5,SIA/RJ/MIN/56950/2016,,shrimaliyon ki kadiya Masonary Stone Mining Project ML.No.-16/2003 area 1.0ha,BHERULAL KOTHARI,Under examination of SEIAA - Processed offline,EC,, 
55,56,6,SIA/RJ/MIN/56963/2016,,LIMESTONE (FLOORING) MINING PROJECT (ML No-500/2002),SHRI PAWAN KUMAR MEHRA,Under examination of SEIAA - Processed offline,EC,, 
56,57,7,SIA/RJ/MIN/56974/2016,,Khinsar China Clay Mine (M.L. No-188/2013),DEV RAJ SHARMA,Under examination of SEIAA - Processed offline,EC,, 
57,58,8,SIA/RJ/MIN/57023/2016,,"Masonry stone Mining Project of Smt. Leena Hada, M.L.No-67/2007,N/v-Hathipura,Tehsil-Bassi,Distt-Jaipur,Area-1.00,Hect",SHRI MUKESH SHARMA,Under examination of SEIAA - Processed offline,EC,, 
58,59,9,SIA/RJ/MIN/38420/2019,11942,Alniyawas Sand (Bajri) Mining Project (M.L. No. - 39/2019),SMT. SHANTI,EC Granted - Processed offline,EC,, 
59,60,10,SIA/RJ/MIN/53509/2016,,DHIKOLA MASONARY STONE MINE M.L. NO.-12/1998,PRAHLAD RAI TOSHNIWAL,Under examination of SEIAA - Processed offline,EC,, 
60,61,1,SIA/RJ/MIN/57015/2016,,"Sapol Marble Mine, (19/04)",SANJARI MINES MINERALS PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
61,62,2,SIA/RJ/MIN/38227/2019,12116,"M/s  Satya Suman Marble & Granite, Ekalsingha Granite Mining Project (M.L. NO.-86/2018)",M/S SATYA  SUMAN MARBLE & GRANITE,EC Granted - Processed offline,EC,, 
62,63,3,SIA/RJ/MIN/38302/2019,,"Proposed bentonite mining project at village-pabupura, Tehsil-shiv, District-Barmer Rajasthan",SHANKAR LAL,Delisted,EC,, 
63,64,4,SIA/RJ/MIN/38468/2019,11818,QUARTZ MINING PROJECT ML NO 12/2018,M/S GURUVAR GLOBAL MINERALS,EC Granted - Processed offline,EC,, 
64,65,5,SIA/RJ/MIN/147225/2020,13796,"SHRI VINOD KUMAR MEWARA [GRANITE MINING PROJECT, M.L. NO. 22/2020, REF. NO. 20201000017051]",SHRI VINOD KUMAR MEWARA,EC Granted - Processed offline,EC,, 
65,66,6,SIA/RJ/MIN/36490/2015,,SANDSTONE MINING PROJECT M.L. NO.-02/2002,AMRAT SINGH JATAV,Under examination of SEIAA - Processed offline,EC,, 
66,67,7,SIA/RJ/MIN/36628/2015,,"Proposed Marble Mining Project, M.L.No. 240/91, Area- 1.0hec., N/v Wasan, Tehsil - Reodar & Dist. Sirohi",MEENAKSHI KUNWAR,TransferToDEIAA,EC,, 
67,68,8,SIA/RJ/MIN/40533/2016,,"“Nithar Masonry Stones Mine” (ML No.: 03/2001) of Sh. Jitendra Tiwari at
near village: Nithar, Tehsil: Weir, District: Bharatpur (Rajasthan)",GEO PLANET SOLUTIONS,Under examination of SEIAA - Processed offline,EC,, 
68,69,9,SIA/RJ/MIN/40582/2016,,"Marble Mine Project  (ML No. 222/88)of Smt. Gunmala Jain W/o Late Prakash Chand Jain, Village: Kalsi Kala Guwara Tehsil:Thanagazi, District-Alwar (Rajasthan)",GEO PLANET SOLUTIONS,Under examination of SEIAA - Processed offline,EC,, 
69,70,10,SIA/RJ/MIN/40589/2016,,MASONRY STONE MINING PROJECT M.L.NO.-751/05,VINOD  SHARMA,Under examination of SEIAA - Processed offline,EC,, 
70,71,1,SIA/RJ/MIN/52659/2016,,"Limestone (Flooring) Mine, ML No. - 396/2005",KAPIL MEHRA,Under examination of SEIAA - Processed offline,EC,, 
71,72,2,SIA/RJ/MIN/52689/2016,,Granite Stone Mining ( M L NO. 55/02 ),SUMIT OAD,Under examination of SEIAA - Processed offline,EC,, 
72,73,1,SIA/RJ/MIN/57109/2016,,QL NO 306 SHRI DEVI SINGH (KHUMAN) SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,, 
73,74,2,SIA/RJ/MIN/57134/2016,,Lime Stone Mining Project (ML.No.167/2007),MS AMIT RAJ LIME CHEMICAL,Under examination of SEIAA - Processed offline,EC,, 
74,75,3,SIA/RJ/MIN/57170/2016,,QL NO 04 SHRI PURKHA RAM (GIRJO KI KHO) SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,, 
75,76,4,SIA/RJ/MIN/54461/2018,14173,"ENHANCEMENT THE PRODUCTION OF BALL CLAY, CHINA CLAY, RED & YELLOW OCHRE & SILICA SAND MINE, M.L. NO. 10/98, NEAR VILLAGE- MUDH, TEHSIL – KOLAYAT, DISTRICT - BIKANER (RAJ.)",NARENDRA MALIK,EC Granted,EC,, 
76,77,5,SIA/RJ/MIN/40412/2016,,QL NO. 93 DANTALA SANDSTONE ON SH. GOVIND RAM,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
77,78,6,SIA/RJ/MIN/40417/2016,,Smt. Goma Devi Q. L. No. – 17 of DHUNDHALI SANDSTONE MINE,UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
78,79,7,SIA/RJ/MIN/40419/2016,,"BHARSHINGO MASONRY STONE MINE
M.L. NO. – 03/2015
M/S SIDHIVINAYAK AGGREGATES PVT LTD.",UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
79,80,8,SIA/RJ/MIN/40421/2016,,Jharno Ka Khera Quartz & Feldspar Mining Project (M.L. No. 74/2011) Area 4.9952 Hect.,KALAJI MINERALS,TransferToDEIAA,EC,, 
80,81,9,SIA/RJ/MIN/40429/2016,,Shitla Ka Chora Patti katla Quarry Licence Area (Q.L. No-36),BABU SINGH,Under examination of SEIAA - Processed offline,EC,, 
81,82,10,SIA/RJ/MIN/35707/2015,,"Masonry Stone (Cheja Patthar) Mining Project of Smt. Farrukh Shimaiel, located n/v - Kuwagaon,, Tehsil - Bonli, District - Sawai Madhopur, Rajasthan.",FARRUKH SHIMAIEL,TransferToDEIAA,EC,, 
82,83,1,SIA/RJ/MIN/48557/2016,,QL. NO. 269 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
83,84,2,SIA/RJ/MIN/48589/2016,,QL. NO. 145 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
84,85,3,SIA/RJ/MIN/48610/2016,,QL NO. 187 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
85,86,4,SIA/RJ/MIN/48617/2016,,QL NO. 290 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
86,87,5,SIA/RJ/MIN/48619/2016,,QL. NO. 318 PALDI-A SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
87,88,6,SIA/RJ/MIN/48674/2016,,"QL NO. 227 BALESAR SATTA, BALESAR SANDSTONE OF SH. AJAY SINGH",UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
88,89,7,SIA/RJ/MIN/162684/2020,14135,"Sh. Sujana Ram, Kakendra Granite Mine, Ref. No.-20191000013301",SH. SUJANA RAM,EC Granted - Processed offline,EC,, 
89,90,8,SIA/RJ/MIN/162759/2020,14092,M/s Albeta Quartzite  Idana Quartz & Feldspar Mining Project  (M.L. No.-01/2020),M/S ALBETA QUARTZITE,EC Granted - Processed offline,EC,, 
90,91,9,SIA/RJ/MIN/177884/2020,14450,"“Quartz & Feldspar (Minor Mineral) Mining Project”[M.L. No. -40/2019] Near Village-Sela Gurha, Tehsil–Amet, District – Rajsamand (Rajasthan) over an area of 1.0 Ha. with proposed Production Capacity of 43875 TPA (ROM) by M/s Savitri Mines & Minerals.",M/S SAVITRI MINES & MINERALS,EC Granted - Processed offline,EC,, 
91,92,10,SIA/RJ/MIN/53298/2016,,QL. NO. 879 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
92,93,1,SIA/RJ/MIN/180878/2020,14559,"Quartz & Feldspar Mining Project, M. L. No. 94/07, M. L. Area - 4.00 ha. (Working permission area – 3.6614 ha.), at Khasra No. 175 & 182 of Village: Jugalpura, Tehsil: Sri Madhopur, District - Sikar (Rajasthan) of Smt. Annu Bansal W/o Shri Rakesh Ban",SMT. ANNU BANSAL W/O SHRI RAKESH BANSAL,Delisted,EC,, 
93,94,2,SIA/RJ/MIN/45546/2019,12889,"Shri Shankar lal & Smt. Bali Devi Jat, Boriyapura Quartz, Feldspar & Mica Mining Project (ML NO. 94/2018)",SHRI SHANKAR LAL & SMT. BALI DEVI JAT,EC Granted - Processed offline,EC,, 
94,95,3,SIA/RJ/MIN/45554/2019,12983,M/S AHINSA MINES AND MINERALS LTD,M/S AHINSA MINES AND MINERALS LTD,EC Granted - Processed offline,EC,, 
95,96,4,SIA/RJ/MIN/125431/2019,13049,"“Masonry Stone Mining Project, Ref. No. 2019100007134/2019”",VIKAS BAMANIYA,EC Granted - Processed offline,EC,, 
96,97,5,SIA/RJ/MIN/54248/2016,,sandstone project mining QL. NO. 435,KHARTA,Under examination of SEIAA - Processed offline,EC,, 
97,98,6,SIA/RJ/MIN/54341/2016,,Sandstone Mining Project,KAPURA RAM,WithdrawEC,EC,, 
98,99,7,SIA/RJ/MIN/94191/2019,11376,"Proposed Masonry Stone STP-06, (STP Area- 0.9665 Hectare) Khasra No.–355/3 at Near Village Bitnokh, Tehsil- Kolayat, District- Bikaner (Rajasthan) by applicant M/S G.R. Infra Projects Limited.",MS GR INFRA PROJECTS LIMITED,WithdrawEC,EC,, 
99,100,8,SIA/RJ/MIN/94209/2019,11384,"Proposed Masonry Stone STP-14, (STP Area- 0.9745 Hectare) Khasra No.–355/2 at Near Village Bitnokh, Tehsil- Kolayat, District- Bikaner (Rajasthan) by applicant M/S G.R. Infra Projects Limited.",MS GR INFRA PROJECTS LIMITED,WithdrawEC,EC,, 
100,101,9,SIA/RJ/MIN/94246/2019,11385,"Proposed Masonry Stone STP-15, (STP Area- 0.9762 Hectare) Khasra No.–355/2 at Near Village Bitnokh, Tehsil- Kolayat, District- Bikaner (Rajasthan) by applicant M/S G.R. Infra Projects Limited.",MS GR INFRA PROJECTS LIMITED,WithdrawEC,EC,, 
101,102,10,SIA/RJ/MIN/56742/2016,,QL NO 1879 SHRI SUKHDEVA RAM BHOMIYA JI KA THAN SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,, 
102,103,1,SIA/RJ/MIN/48622/2016,,QL NO. 158 BHURI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
103,104,2,SIA/RJ/MIN/36186/2015,F/SEIAA/OLRJEC/2016/334,Masonry Stone Mining Project (M.L. No. 216/2014,SHRI MUKESH KUMAR,TransferToDEIAA,EC,, 
104,105,3,SIA/RJ/MIN/57325/2016,,"Marble Mining Project, M. L. No. 518/90, M. L. Area 1.0  ha. Near Village: Sankotra, Tehsil-Jamwa Ramgarh, District- Jaipur (Rajasthan)",RIDDHI SIDDHIMARBLE,Under examination of SEIAA - Processed offline,EC,, 
105,106,4,SIA/RJ/MIN/57380/2016,,Ashwani Kumar Bajaj,OVERSEAS MIN TECH CONSULTANT,Under examination of SEIAA - Processed offline,EC,, 
106,107,5,SIA/RJ/MIN/45686/2019,12874,"Bajri Mining Project By Shri Balwant Singh, M.L. area- 1.5218, M L No- 04/2019, At Near Village- Mehseya, Tehsil- Raipur, Distt- Pali",BALWANT   SINGH,EC Granted - Processed offline,EC,, 
107,108,6,SIA/RJ/MIN/40537/2016,,Shitla Ka Chora Patti katla Quarry Licence Area (Q.L. No-14),SMT KAMLA BAI,Under examination of SEIAA - Processed offline,EC,, 
108,109,7,SIA/RJ/MIN/40544/2016,,"“Suhari Masonry Stones Mine” (ML No.: 86/98) of M/s 
Sataya Prakash Singhal at near village: Suhari, Tehsil: Weir,
District: Bharatpur (Rajasthan)",GEO PLANET SOLUTIONS,Under examination of SEIAA - Processed offline,EC,, 
109,110,8,SIA/RJ/MIN/40557/2016,,Pratappura Quartz & Feldspar Mine ML No. 85/2005,VIJAY RAJ SINGH,Under examination of SEIAA - Processed offline,EC,, 
110,111,9,SIA/RJ/MIN/40561/2016,,Nae parwati(ML 56/2010) mining project,A S ARORA,Under examination of SEIAA - Processed offline,EC,, 
111,112,10,SIA/RJ/MIN/40571/2016,,Malunga Masonry Mining Project,MAHENDRA PAREEK,Under examination of SEIAA - Processed offline,EC,, 
112,113,1,SIA/RJ/MIN/57245/2016,,"Masonry & Quartzite Mining Project, M.L.no-494/93, Area- 1.00 hect, Near Village- Bainara, Tehsil- Bassi, District- Jaipur, Lessee- Smt. Basanti Devi",BASANTI DEVI,Under examination of SEIAA - Processed offline,EC,, 
113,114,2,SIA/RJ/MIN/57252/2016,,"Dhanin Quartz  Feldspar Mine 2/2013
Applicant Shri Jagdish Chandra Paliwal",ROYAL MINING,Under examination of SEIAA - Processed offline,EC,, 
114,115,3,SIA/RJ/MIN/57305/2016,,"Masonry Stone Mining Project, M. L. No. 23/05, M. L. Area 1.00 ha. Near Village: Hathipura , Tehsil-Bassi, District- Jaipur (Rajasthan)",ASHA AGARWAL,Under examination of SEIAA - Processed offline,EC,, 
115,116,4,SIA/RJ/MIN/52698/2016,,Masonary Stone Mine ( M L NO. 292/2009 ),SHYAMLAL,Under examination of SEIAA - Processed offline,EC,, 
116,117,5,SIA/RJ/MIN/52709/2016,,Fire Clay & Red Yellow Ochere Mine ( M L NO. 17/03 ),INDER CHAND,Under examination of SEIAA - Processed offline,EC,, 
117,118,6,SIA/RJ/MIN/39482/2016,,sawa old ql area (plot no 339),HASRAT BEGAM,Under examination of SEIAA - Processed offline,EC,, 
118,119,7,SIA/RJ/MIN/270339/2022,16788,"Shri Tanmay Singhwi, Masonary Stone Mining Project (Plot No.46/2021)",SHRI TANMAY SINGHWI,EC Granted,EC,, 
119,120,8,SIA/RJ/MIN/39514/2016,,sawa old ql area (plot no 428),RAMKANYA,Under examination of SEIAA - Processed offline,EC,, 
120,121,9,SIA/RJ/MIN/39526/2016,,"Bhanwri Masonry Stone Mines
(ML No.-185/2007)",RASAL KANWAR,Under examination of SEIAA - Processed offline,EC,, 
121,122,10,SIA/RJ/MIN/39537/2016,,"GRAVEL (BAJRI) MINE,
M.L. NO - 28/2010,
AREA - 2.2707 HECTARE,
N/V - JHAJHU,
TEHSIL - KOLAYAT,
DISTRICT - BIKANER",ASHOK KUMAR,Under examination of SEIAA - Processed offline,EC,, 
122,123,2,SIA/RJ/MIN/53523/2016,,QL. NO. 205 KALI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
123,124,3,SIA/RJ/MIN/53577/2016,,"Modiya Pahar Masonary Stone Mine
M.L. No. 149/1995",SHRI JAY SINGH,Under examination of SEIAA - Processed offline,EC,, 
124,125,4,SIA/RJ/MIN/53581/2016,,Masonary Stone Mine ( M L NO. 219/97 ),NAND KISHOR,Under examination of SEIAA - Processed offline,EC,, 
125,126,9,SIA/RJ/MIN/39825/2019,12057,Deriya & Bastua Sandstone Plot 67,M/S P S BUILDTECH,EC Granted - Processed offline,EC,, 
126,127,10,SIA/RJ/MIN/57217/2016,,"Smt. Swati Kumar
Proposed Bawdi Ka Bas Masonary Stone,M.L.No. 331/06",OVERSEAS MIN TECH CONSULTANT,Under examination of SEIAA - Processed offline,EC,, 
127,128,1,SIA/RJ/MIN/57313/2016,,"Marble Mining Project, M.L. No. 121/96, Area 0.638 ha. Near Village: Dhaniwara ,Tehsil: Jamwa Ramgarh & District: Jaipur (Rajasthan)",M/S VARDHMAN MARBLE,Under examination of SEIAA - Processed offline,EC,, 
128,129,2,SIA/RJ/MIN/57314/2016,,"Quartz & Feldspar Mining Project, M. L. No. 36/2004, Area 4.6403 ha at Villages: Buchara (Kaliba Ki Dhani) Tehsil: Kotputli, District: Jaipur (Raj.) by Smt. Sada Kanwar W/o Shri Mohan Singh",SMT SADA KANWAR,Under examination of SEIAA - Processed offline,EC,, 
129,130,3,SIA/RJ/MIN/57324/2016,,"Marble Mining Project (M.L. No. 25/92, M.L. Area- 1.0  ha), Near Village- Sankotra, Tehsil– Jamwaramgarh, District–Jaipur (Rajasthan)",SMT ANOKI DEVI,Under examination of SEIAA - Processed offline,EC,, 
