,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/UP/MIN/147143/2020,5575,Proposed riverbed Sand/Morrum mining project from Gorboro River,M/S. SANIKA CONSTRUCTION,EC Granted,EC,
1,2,SIA/UP/MIS/176715/2020,5898,"Commercial Project ""City Centre LA Mall""",PARISH BUILDWELL PVT. LTD.,EC Granted,EC,
2,3,SIA/UP/MIN/176791/2020,5912,"Proposed riverbed Ordinary Sandmining project from Ghaghra River of Shree Anil Kumar located at Gata No. 767, Village- SahbadiyaSultanpur, Tehsil- Sagari, District- Azamgarh, Uttar-Pradesh. Sanctioned Lease Area- 4.94 ha (12.20 acre).",SHREE ANIL KUMAR,EC Granted,EC,
3,4,SIA/UP/MIN/57294/2019,5937/4912,"Barua Aehatmali (Gata No. 392/1) Sand/Morrum Mine On Yamuna River Located At Village-Barua Aehtmali, Tehsil-Rajapur, District- Chitrakoot, U.P.",MS KASHI CONSTRUCTION COMPANY,EC Granted,EC,
4,5,SIA/UP/NCP/16864/2016,,"Environmental Clearance for Proposed Group Housing Project at Plot No. SC-02-G, Sector-150, Noida, Uttar Pradesh",CREST PROMOTERS PVT LTD,Under examination of SEIAA - Processed offline,EC,
5,6,SIA/UP/NCP/73442/2018,4125,Revision Cum Expansion of Group Housing Project “White Orchid” by Town Park Buildcon Pvt Ltd,TOWNPARK BUILDCON PVT LTD,EC Granted,EC,
6,7,SIA/UP/MIN/73458/2018,4154,"Proposed Ordinary Sand Mining Project at Gata No. 10, village- Gangli Masharq, Tehsil- Kaimganj, District- Farrukhabad, U.P., (Area- 7.366 Ha)",MR SURESH CHANDRA DANI,EC Granted,EC,
7,8,SIA/UP/MIN/73466/2018,4127,"Area 30.0 Acre/ 12.140 Ha. For  River Sand/Morrum mining Project at Khand No./Gata No..-1129 Village – Dikauli , Tehsil- Garautha, Dist. Jhansi, U.P",VARDAN CONSTRUCTION,EC Granted,EC,
8,9,SIA/UP/MIN/74804/2018,4272,"“SAND/MORRUM MINING” 
AT 
BURMA RIVER BED, KHAND NO. 02, 
GATA NO. 1 & 468 
AREA- 8.0 HA, (19.67 ACRES)
VILLAGE- GADORA & DULARA 
TEHSIL- KULPAHAD, DISTRICT- MAHOBA (U.P)",SH ARVIND KUMAR,EC Granted,EC,
9,10,SIA/UP/MIN/29073/2018,,M/s Kanwar Enterprises Private Limited,M/S KANWAR ENTERPRISES PRIVATE LIMITED,Rejected by SEAC,EC,
0,11,SIA/UP/MIN/44855/2019,5513,DANISH KHAN,DANISH KHAN,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
1,12,SIA/UP/MIN/31379/2019,4670,Vipul Tyagi,SHRI VIPUL TYAGI,EC Granted,EC,
2,13,SIA/UP/MIN/167856/2020,5769,Soil Excavation Project,M/S VARUSH BHANUJA CONSTRUCTION PVT. LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
3,14,SIA/UP/MIN/29774/2018,4558,M/s Shreebamdev Global Private Limited.,M/S SHREEBAMDEV GLOBAL PRIVATE LIMITED,EC Granted,EC,
4,15,SIA/UP/IND/176615/2020,5928,"Expansion in Cement Production Capacity from 1.0 MTPA to 1.25 MTPA of Existing Stand-alone Clinker Grinding Unit at Plot No: 19 & 20, UPSIDC Industrial Area, Sikandrabad, District - Bulandshahar (Uttar Pradesh).",M/s. UltraTech Cement Ltd.,Delisted,EC,
5,16,SIA/UP/MIS/52465/2019,5617/5046,Revision and Expansion of Group Housing project,DEVIKA GOLD HOMZ PVT LTD,EC Granted,EC,
6,17,SIA/UP/MIN/130302/2019,,BRICK EARTH MINE VILLAGE AMOLI KALAN & BIKNAPUR RAMNAGAR BARABANKI,SHIV BRICK FIELD BIKNAPUR RAMNAGAR BARABANKI,Delisted,EC,
7,18,SIA/UP/MIN/56971/2020,5878/5664,"Area: 36.437 HA For Sand/Morrum mining Project at Khand No-05?, Gata No-2556 & 2557 Village-Bandhauli, Tehsil- Urai, District- Jalaun U.P.",ASVP CONSTRUCTION,EC Granted,EC,
8,19,SIA/UP/NCP/57279/2020,5933,Institutional Project Bennett University,M/S BENNETT INSTITUTE OF HIGHER EDUCATION,EC Granted,EC,
