,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/OR/MIN/59349/2020,59349/180-MINB1/01-2022,"Raichanda Sand Bed mine on river Brahmani over an area of 8.093 Ha or 20.00 Acre in village Raichanda, under Dharmasala Tahasil of Jajpur District, Odisha",SRI SRIBASH JENA,EC Granted,EC,
2,2,SIA/OR/MIN/247999/2021,,Proposal for grant of Environmental Clearance of Kirtipur Stone Quarry over an area of 4.08 Acres or 1.651 Ha in Village Kirtipur under Sonepur Tahasil of Subarnapur District.,TAHASILDAR  SONEPUR,WithdrawEC,EC,
3,3,SIA/OR/MIN/271286/2022,271286/412-MINB2/08-2022,NEW PROPOSAL FOR GRANT OF EC OF BALIBARENI LATERITE QUARRY OVER 8.50 AC OR 3.44 HA IN BALIBARENI VILLAGE UNDER BEGUNIA TAHASIL OF KHORDHA DISTRICT ODISHA,RAJA DASH,EC Granted,EC,
4,4,SIA/OR/MIN/21697/2018,21697/26-MINB1/07-2020,Dhunkapara Decorative Stone Mines(Cluster) over an area of 55.8 ha,SMT.M.M. ANNAPURNA,EC Granted,EC,
5,5,SIA/OR/MIN/58363/2020,58363/79-MINB1/11-2020,"Cluster-2 mine  constituted of Aruha hillocks over an area of 148.00 Acres or 59.89 Hectares located in villages Aruha of Tahasil Dharmasala & District Jajpur,Odisha  including 5 nos of mining lease areas.",DHARMASALA TAHASIL,EC Granted,EC,
6,6,SIA/OR/MIN/258179/2022,,Balaranga Stone Quarry,PANKAJ AGRAWALLA,WithdrawEC,EC,
7,7,SIA/OR/MIN/257204/2022,257204/622-MINB2/04-2022,Tumbiguda Sand Bed,TAHASILDAR RAYAGADA,EC Granted,EC,
8,8,SIA/OR/MIN/61542/2007,61542/564-MINB1/02-2022,Khandbandh Iron Ore Mines of Sree Metaliks Ltd,SREE METALIKS LTD.,EC Granted,EC,
9,9,SIA/OR/MIN/60986/2021,60986/618-MINB1/04-2022,"Tabadabahal stone quarry no-2/2.45ac deposit over an area of 0.99 ha village Tabadabahal ,under Rengali tahasil of Sambalpur district",SUMI TRADING CO,EC Granted,EC,
10,10,SIA/OR/MIN/273900/2022,273900/281-MINB2/05-2022,Sainipadar Sand Source over an area of 9.884 acre or 4.00 hectare in village Sainipadar under Khondamals Tahasil of Kandhamal District of Odisha.,DINAMANI NAIK,EC Granted,EC,
1,11,SIA/OR/MIN/59702/2021,59702/186-MINB1/01-2022,"Krushnachandrapur stone quarry No. 3 over 5.63 Ac. or 2.278 Ha. located in Village: Krushnachandrapur, Tahasil: Banarpal, Dist: Angul (Under Cluster approach of Krushnachandrapur building stone cluster, area 17.18 Ha. or 42.44 Acres)",JAGANNATH CORPORATION PROJECTS PRIVATE LIMITED,EC Granted,EC,
2,12,SIA/OR/MIN/275848/2022,275848/768-MINB2/06-2022,Patpur Brick Earth Quarry Over an area of 1.05 Acres or 0.424 hectares in village Patpurl under Betnoti Tahasil of Mayurbhanj District of Odisha.,INDRA SAHU,Delisted,EC,
3,13,SIA/OR/MIN/276850/2022,276850/419-MINB2/08-2022,Rangamatia Stone Quarry Over an area of 0.90 Acre or 0.364 Hectares in village Rangamatia under Raruan Tahasil of Mayurbhanj District of Odisha.,SATYA ROUT,EC Granted,EC,
4,14,SIA/OR/MIN/276163/2022,276163/754-MINB2/06-2022,"Sundipalli Sand Quarry over an area of 6.358acres or 2.573ha bearing Khata no. - 545, Plot no. - 389 in village Sundipalli, Tahasil Sanakhemundi, district Ganjam, State Odisha.",SRI ABHAYA KUMAR NAHAK,Delisted,EC,
5,15,SIA/OR/MIN/26268/2018,26268/43-NCM-V/12-2020,"Proposed Production of 0.25 Million TPA Limestone over 44.742Ha Mining Lease Area of Sarumuhan and             Chunaghuti Limestone & Dolomite Mines at Village: Sarumuhan and Chunaghuti,                   Taluka: Rajgangpur, District: Sundergarh, Odisha",BD PATNAIK MINERALS PVT.LTD.,EC Granted,EC,
6,16,SIA/OR/MIN/240298/2021,240298/520-MINB2/01-2022,KHANDAVA STONE QUARRY,TAHASILDAR KASHINAGAR,EC Granted,EC,
7,17,SIA/OR/MIN/271411/2022,271411/760-MINB2/05-2022,"Padmapur Sand Quarry over an area of 12.00 ac or 4.856 ha in village Padmapur of Champua Tahasil of Keonjhar district, Odisha.",TAHASILDAR CHAMPUA KEONJHAR,EC Granted,EC,
8,18,SIA/OR/MIN/237583/2021,237583/57-MINB2/11-2021,"NEW PROPOSAL FOR ENVIRONMENT CLEARANCE FOR KAIPADAR NEW BUILDING STONE QUARRY (GA), OVER AN AREA OF 1.01 HECTARE OR 2.50 ACRES IN VILLAGE KAIPADAR UNDER TAHASIL & DISTRICT OF KHORDHA, ODISHA.",SRI MANOJ KUMAR MOHAPATRA,EC Granted,EC,
9,19,SIA/OR/MIN/264288/2022,264288/654-MINB1/04-2022,"For the grant of EC of Dankari Black Stone quarry No-15 (Khata No-S-221,H-465, Plot No-S-600(P),H-45) over an area of 12.00 acres or 4.856 hacters in village Dankari under Dharmasala Tahasil of Jajpur District, Odisha.",JAYANTI JENA,EC Granted,EC,
10,20,SIA/OR/MIN/264309/2022,,TAHASILDAR BOLAGARH,TAHASILDAR BOLAGARH,WithdrawEC,EC,
1,21,SIA/OR/MIN/240719/2021,240719/767-MINB2/05-2022,"PROPOSAL FOR GRANT OF EC FOR MAHENDRI SAND QUARRY OVER 4.508 HA. OR 11.14 ACRES IN VILLAGE MAHENDRI UNDER PAPADAHANDI TAHASIL OF NABARANGPUR DISTRICT, ODISHA",TDH. PAPADAHANDI,Rejection Letter Granted,EC,
2,22,SIA/OR/MIN/270401/2022,270401/717-MINB2/04-2022,"Jyotipur Sand Quarry over an area of 8.00 ac or 3.24 ha in village Jyotipur of Champua Tahasil of Keonjhar district, Odisha.",TAHASILDAR CHAMPUA KEONJHAR,EC Granted,EC,
3,23,SIA/OR/MIN/64155/2021,64155/270-MINB1/07-2022,"New proposed project of Basupali Stone Quarry -4 with proposed excavation of 5000 CUM/year of stone of Tahasildar Balangir having an area of 2.023 Ha. Located at Khata No. 14 Plot No.79, At Basupali under Balangir Tahasil of Balangir District, Odisha (Under Cluster approach for Basupali Cluster Stone Quarry over an area of 9.67 Ha with 5 individual mines)",TAHASILDAR BALANGIR,Rejection Letter Granted,EC,
4,24,SIA/OR/MIN/237199/2021,237199/58-MINB2/11-2021,"PROPOSAL FOR GRANT OF EC OF DHANIA WEST NEW STONE QUARRY, GHA OVER 1.07 HA OR 2.655 AC IN VILLAGE KAIPADAR OF KHORDHA TAHASIL OF KHORDHA DISTRICT ODISHA.",SHRI SUBRAT KUMAR NAYAK,EC Granted,EC,
5,25,SIA/OR/MIN/237288/2021,237288/59-MINB2/11-2021,"Badakamar Sand Quarry located in village Badakamar, over an area of 5.15 Acres/ 2.084Ha. (Khata No-246 and Plot No.-982) under Parjang Tahasil of district Dhenkanal, Odisha.","TAHSILDAR, PARJANG",EC Granted,EC,
6,26,SIA/OR/MIN/235901/2021,235901/38-MINB2/10-2021,"Kathabaunsili Stone Quarry -ll over an area of 3.40 Acres / 1.376 Hectares in village - Kathabaunsuli in Keonjhar Tahasil, Keonjhar District, Odisha","OFICE OF THE TAHASILDAR, KEONJHAR",EC Granted,EC,
7,27,SIA/OR/MIN/243798/2021,243798/107-MINB2/12-2021,Jamudiha Morrum Quarry Over an area of 1.50 Acre or 0.607 Hectares in village Jamudiha under Nilgiri Tahasil of Balasore District of Odisha.,TAHASILDAR NILGIRI,EC Granted,EC,
8,28,SIA/OR/MIN/259948/2022,259948/232-MINB2/03-2022,Manaharpur Brick Earth Quarry Over an area of 2.05 Acres or 0.829 hectares in village Manaharpur under Bangiriposi Tahasil of Mayurbhanj District of Odisha.,RADHA NAYAK,Delisted,EC,
9,29,SIA/OR/MIN/260059/2022,260059/233-MINB2/03-2022,Tambakhuri Brick Earth Quarry Over an area of 3.78 Acres or 1.529 hectares in village Tambakhuri  under Rasgobindpur Tahasil of Mayurbhanj District of Odisha.,RANJIT SAHU,EC Granted,EC,
10,30,SIA/OR/MIS/121493/2019,121493/13-MIS/11-2019,Residential Development,CREATIVE CULTIVATION PRIVATE LIMITED,Delisted,EC,
1,31,SIA/OR/MIS/204251/2021,204251/36-MIS/03-2021,"Construction OF proposed income tax residential housing complex  consist of 82nos of type-III, 22 nos of type-IV, 5 nos of type-V, & 6 nos of type -VI flats with community center at Gadakana, Bhubaneswar , Khurdha",SRI SAROJ KUMAR MOHAPATRA,EC Granted,EC,
