,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/OR/MIN/228415/2021,228415/26-MINB2/09-2021,NEW PROPOSAL FOR EC OF HATIA NEW BUILDING STONE QUARRY(CHHA) OF VILLAGE NIJAGADA TAPANGA OVER 3.64HA AREA UNDER TAHASIL/DISTRICT KHORDHA OF SHRI JAGADISH SANKAR SAHOO,SHRI JAGADISH SANKAR SAHOO,EC Granted,EC,
2,2,SIA/OR/MIN/251055/2022,251055/522-MINB2/01-2022,"Proposal for grant of EC of MARIWADA STONE QUARRY over an area 4.94 acres or 2.00hec in Mariwada village of Malkangiri tahasil in Malkangiri district, Odisha",TAHASILDAR MALKANGIRI,Delisted,EC,
3,3,SIA/OR/MIN/273275/2022,273275/776-MINB2/06-2022,Proposal for Fresh Ec of Mahanadi River Sand Gopinathpur Over 11.00 Acres Or 4.51 Ha In Village Gopinathpur under Salipur Tahasil Of Cuttack District Odisha,TAHASILDAR SALIPUR,EC Granted,EC,
4,4,SIA/OR/IND/238038/2021,238038/25-IND/11-2021,"“Expansion of existing stand-alone cement grinding unit capacity from 0.90 MTPA to 1.80 MTPA (Line-II) by installation of an additional Cement mill of capacity 165 TPH by M/s The Ramco Cements Limited (TRCL) located at/PO: Haridaspur, PS/Tehsil:  Dha",THE RAMCO CEMENTS LIMITED,EC Granted,EC,
5,5,SIA/OR/MIN/237411/2021,237411/561-MINB2/02-2022,"Bhabandha Brick earth Quarry over an area of 0.725 acres or 0.293 Ha having khata no. 758/1344 of Plot no. 463/3606, 463/11299, in the village Bhabandha, Tahasil Hinjilicut in district Ganjam, State Odisha.",SRI GAYA CHANDA CHOUDHURY,EC Granted,EC,
6,6,SIA/OR/MIN/240752/2021,240752/141-MINB2/12-2021,"BARLOI STONE QUARRY NO-4 OVER AN AREA OF 2.95 ACRES OR 1.194 HA. IN VILLAGE BARLOI UNDER JUJOMURA TAHSIL OF SAMBALPUR DISTRICT, ODISHA.",RADHIKA AGRAWAL,EC Granted,EC,
7,7,SIA/OR/MIN/257433/2022,257433/547-MINB1/02-2022,"Bichhakhandi Black stone quarry No -11 over 7.50 acres or 3.035 hect. in village Bichhakhandi under Dharmasala Tahasil of jajpur dist, odisha.",SHAILABALA ROUT,EC Granted,EC,
8,8,SIA/OR/MIN/276290/2022,276290/414-MINB2/08-2022,Proposal for EC of KURGA JHARBERNI SAND BED over an area 10.00acres or 4.046hectares in Kurga village of Tangarpali tahasil in Sundargarh district Odisha,TAHASILDAR TANGARPALI,EC Granted,EC,
9,9,SIA/OR/MIS/274986/2022,274986/97-MIS/07-2022,Proposed Five Blocks of (S+10) & Three Blocks of (S+9) Storeyed Apartment Blocks and One Storeyed (G+2) Club-cum-Society,STATE BANK OF INDIA STAFF ASSOCIATION COOPERATIVE LIMITED,EC Granted,EC,
10,10,SIA/OR/MIN/238966/2021,238966/378-MINB2/07-2022,Keutaguda Morrum Quarry over an area of 2.00 Acres or 0.809 Hectares in Village- Keutaguda under Kolnara Tahasil of Rayagada District of Odisha,TAHSILDAR KOLNARA,EC Granted,EC,
1,11,SIA/OR/MIN/245998/2021,245998/138-MINB2/12-2021,Proposal for grant of Environmental Clearance of Kendughat Sand Quarry 12.35 Acres or 5.00 Hects. in village Kendughat under Deogaon Tahasil of Balangir District.,TAHASILDAR DEOGAON,EC Granted,EC,
2,12,SIA/OR/MIN/245825/2021,245825/178-MINB2/01-2022,"Borbarajhar Laterite Stone Quarry -2 over an area of 1.00 Acres or 0.40 hectares in village Borbarajhar of Ranapur Tahasil of Nayagarh District of Odisha of  Tahasildar,Ranpur",RANPUR TAHASILDAR,EC Granted,EC,
3,13,SIA/OR/MIN/272469/2022,272469/748-MINB2/05-2022,Proposal for grant of Environmental Clearance for Aphamara Sand Quarry over an area of 12.35 Acres or 5.00 Hectares in village Aphamara under Deogaon tahasil of Balangir district.,TAHASILDAR DEOGAON,Rejection Letter Granted,EC,
4,14,SIA/OR/MIN/236936/2021,236936/49-MINB2/11-2021,MAGURBEDA STONE QUARRY,TAHASILDAR LOISINGHA,EC Granted,EC,
5,15,SIA/OR/MIN/253221/2022,253221/212-MINB2/01-2022,"Proposal for Fresh EC of Gopalpursasan Sand Quarry over an area of 12.344 Acres or 4.996 Hectares having Khata No.271, Plot No.1501, at village-Gopalpursasan, Tahasil-Surada, Dist-Ganjam, Odisha",BORKUL DORA,EC Granted,EC,
6,16,SIA/OR/MIN/236994/2021,236994/758-MINB2/05-2022,Kharasrota Nadi Sand Panapentha to Desahi,TAHASILDAR AUL,EC Granted,EC,
7,17,SIA/OR/MIN/248466/2021,248466/509-MINB2/12-2021,Proposal for grant of Environmental Clearance of Hadhada Stone Quarry over an area of 2.00 Acres or 0.809 Ha in village Hadhada under Muribahal Tahasil of Balangir district.,MR. LOKESH ROSHAN MISHRA,EC Granted,EC,
8,18,SIA/OR/MIS/102253/2019,,Proposed Multistoried Residential Building “Assotech Pride” of M/s. Assotech Sun Growth Abode LLP,ASSOTECH SUN GROWTH ABODE LLP,Delisted,EC,
9,19,SIA/OR/MIN/64155/2021,64155/271-MINB1/07-2022,"New Proposed project of Basupali Stone Quarry- 1 with proposed excavation of 4095 CuM/Year of stone, of Tahasildar Balangir having an area of 1.78 ha,located at Khata no. 14, Plot no. 79 Kisam Kudar, Village: Basupali, Tahasil: Balangir,Dist: Balangir, Odisha",TAHASILDAR BALANGIR,WithdrawEC,EC,
10,20,SIA/OR/MIS/236603/2021,,"Diamond City,Cuttack",M/S EASTERN ESTATES  CONSTRUCTION AND DEVELOPERS PVT LTD,Delisted,EC,
1,21,SIA/OR/MIN/234397/2021,234397/103-MINB2/12-2021,MATHANI & PUNSITA SAND SAIRAT OVER AN AREA OF 3.08 ACRES OR 1.246 HECTARES IN VILLAGE MATHANI & PUNSITA UNDER BASTA TAHASIL OF BALASORE DISTRICT OF ODISHA.,TAHASILDAR BASTA BALASORE,EC Granted,EC,
2,22,SIA/OR/MIS/265321/2022,265321/82-MIS/04-2022,Proposed Residential Township of AMNS INDIA LIMITED at Village Chakradharpur under Kujang Tahasil Paradeep Dist Jagatsinghpur Odisha,M/S ARCELORMITTAL NIPPON STEEL INDIA LIMITED,EC Granted,EC,
3,23,SIA/OR/MIN/265455/2022,265455/250-MINB2/04-2022,Proposal for EC of Bhaleswar Sand Quarry over an area 12.355acres or 5.00hectares in Bhaleswar village of Nuapada tahasil in Nuapada dist Odisha.,NUAPADA TAHASIL,EC Granted,EC,
4,24,SIA/OR/MIN/266546/2022,266546/630-MINB1/04-2022,"For the grant of EC of Bichhakhandi Black Stone quarry No-18(Cluster Serial No-4C/9), (Khata No-389, Plot No-1815(p)) over an area of 5.00 acres or 2.023 hacters in village Bichhakhandi under Dharmasala Tahasil of Jajpur District, Odisha.",TAHASILDAR DHARMASALA (ON BEHALF OF SUCCESSFUL BIDDER),EC Granted,EC,
5,25,SIA/OR/MIN/265573/2022,265573/254-MINB2/04-2022,Bishnupur Sand Bed over an area of 5.00 acres or 2.023 hectares in village Bishnupur under Jhumpura Tahasil  in Keonjhar District Odisha,PRATIVA PRUSTY,EC Granted,EC,
6,26,SIA/OR/MIS/102253/2019,,Proposed Multistoried Residential Building “Assotech Pride” of M/s. Assotech Sun Growth Abode LLP,ASSOTECH SUN GROWTH ABODE LLP,Delisted,EC,
7,27,SIA/OR/MIN/256402/2022,256402/566-MINB2/02-2022,"Chadiapalli Stone Quarry over an area of 10.175 acres or 4.117 hectares bearing Khata no. 218, Plot no. 768 in village Chadiapalli, Tahasil- Buguda, District- Ganjam State Odisha.",SUKANTI SAHU,EC Granted,EC,
8,28,SIA/OR/MIN/253646/2022,253646/267-MINB2/04-2022,"Baspur Luna River Sand Quarry, over an area of 4.95 Ha. Plot No-1099, Khata No-439, At: Daspur, Tahasil- Derabish, Dist- Kendrapara, Odisha of Tahasildar Derabish.",TAHASILDAR DERABISH,EC Granted,EC,
9,29,SIA/OR/MIN/266069/2022,266069/625-MINB1/04-2022,"For the grant of EC of Bichhakhandi Black Stone quarry No-1 (Khata No-822, Plot No-2338(p)) over an area of 5.00 acres or 2.023 hacters in village Bichhakhandi under Dharmasala Tahasil of Jajpur District, Odisha.",TAHASILDAR DHARMASALA,EC Granted,EC,
10,30,SIA/OR/MIN/264464/2022,264464/390-MINB2/07-2022,Proposal for EC Kuruan Danta River Sand Bed over an area 12.10acres or 4.896hectares in Kuruan village of Bargarh tahasil in Bargarh district Odisha,BARGARH TAHASIL,Delisted,EC,
1,31,SIA/OR/MIN/272137/2022,272137/372-MINB2/07-2022,"Duragam - III Sand Bed over an area of 5.30 Acre or 2.144 Ha having Khata No. 256, Plot No. 01 in the village Duragam, Tahasil Kodinga in district Nabarangapur, State Odisha.",TAHASILDAR KODINGA,EC Granted,EC,
2,32,SIA/OR/MIN/271952/2022,271952/732-MINB2/05-2022,"Sanasirisiaguda Stone Quarry over an area of 2.00 acres or 0.809 hectares bearing Khata no. 125, Plot no. 267 in Sanasirisiaguda village of Kodinga Tahasil, District- Nabarangpur State Odisha.",TAHASILDAR KODINGA,EC Granted,EC,
3,33,SIA/OR/MIN/226455/2021,,"JANKIA LATERITE STONE QUARRY OVER AN AREA OF 4.00 ACRES OR 1.62 HECTARES IN VILLAGE JANKIA UNDER RANPUR TAHASIL IN FAVOUR OF TAHASILDAR,RANPUR",JANKIA LATERITE,WithdrawEC,EC,
4,34,SIA/OR/MIS/166426/2020,166426/27-MIS/08-2020,"Construction of G+3 storied A.H.P Residential Apartment Building of Chhend Heritage Homes Pvt. Ltd. Over Plot No. 289/432 (P), 288 (p), 280(P), 292 (P), 291 (P), Khata No. 9, Mouza- Chhend, R.T.U-3, P.S. Chend, Tahasil- Rourkela, Sundergarh.",CHHEND HERITAGE HOMES PVT LTD,EC Granted,EC,
5,35,SIA/OR/MIS/182229/2020,,"Proposed Residential(S+8) 8 Building Projects of  M/s Utkal Builders Ltd. Mouza: Bhatia, Jajpur Road, Odisha.",UTKAL BUILDERS LTD,Delisted,EC,
6,36,SIA/OR/MIN/227350/2021,227350/07-MINB2/09-2021,Kotagarh Stone Quarry (Plot-1) over an area of 2.00Acres or 0.809hectares in village Kotagarh of Sunakhala Gram Panchayat Under Ranpur Tahasil of Nayagarh District of Odisha.,BIBHUTI  PRADHAN,EC Granted,EC,
7,37,SIA/OR/MIN/227918/2021,227918/13-MINB2/09-2021,JAMANKIRA STONE QUARRY,RATNAKAR SAHOO,EC Granted,EC,
8,38,SIA/OR/MIN/253476/2022,253476/84-MINB2/03-2022,"Proposal for Fresh EC of Ramapatraput Decorative Stone Mine over an area of 3.680 Acres or 1.489 Hecatres at village Ramapatraput under Borigumma Tahasil, District-Koraput, Odisha of Sri Pramood Kumar Panda",PRAMOD PANDA,EC Granted,EC,
9,39,SIA/OR/MIN/272469/2022,272469/748-MINB2/05-2022,Proposal for grant of Environmental Clearance for Aphamara Sand Quarry over an area of 12.35 Acres or 5.00 Hectares in village Aphamara under Deogaon tahasil of Balangir district.,TAHASILDAR DEOGAON,Rejection Letter Granted,EC,
10,40,SIA/OR/MIN/252093/2022,252093/198-MINB2/01-2022,Chandida Sand Quarry Over an area of 12.00 Acres or 4.856 Hectares in Village Chandida under Kusumi Tahasil of Mayurbhanj District of Odisha.,TAHASILDARKUSUMIMAYURBHANJ,Delisted,EC,
1,41,SIA/OR/MIN/237808/2021,237808/65-MINB2/11-2021,KUSMEL SAND QUARRY OF SATYAKAM SINGH,SRI SATYAKAM SINGH,EC Granted,EC,
2,42,SIA/OR/MIN/236890/2021,,Fasad Sand Quarry,GANGA SANKAR SAHU,WithdrawEC,EC,
3,43,SIA/OR/MIN/228746/2021,228746/43-MINB2/09-2021,NEW PROPOSAL FOR EC OF SANKHARI EAST WEST BUILDING STONE QUARRY(GA) OF VILLAGE KAIPADAR OVER 3.99HA  AREA UNDER TAHASIL/DISTRICT KHORDHA OF SHRI RAM NIWAS YADAV,SHRI RAM NIVAS YADAV,EC Granted,EC,
4,44,SIA/OR/MIN/226673/2021,226673/02-MINB2/08-2021,Boitabank Sand Bed Over an area of 12.20 Acres or 4.937 hectares in village Ghungi under Remuna Tahasil of Balasore District of Odisha.,REMUNA TAHASILDAR,EC Granted,EC,
5,45,SIA/OR/MIN/237304/2021,237304/84-MINB2/11-2021,NEW PROPOSAL FOR ENVIRONMENT CLEARANCE FOR BAITARANI RIVER SAND OVER AN AREA OF 4.856 HECTARE OR 12.00 ACRES IN VILLAGE GIRIGAON UNDER HATADIHI TAHASIL OF KEONJHAR DISTRICT OF ODISHA.ARANCE,TAPAN KUMAR PANDA,EC Granted,EC,
6,46,SIA/OR/MIN/258199/2022,258199/592-MINB1/03-2022,DANKARI BLACK STONE QUARRY NO 712 OVER 12.50 ACRES OR 5.058 HECT IN VILLAGE DANKARI UNDER DHARMASALA TAHSIL OF JAJPUR DISTRICT ODISHA.,NARAYAN ROUT,EC Granted,EC,
7,47,SIA/OR/MIN/257165/2022,257165/604-MINB2/02-2022,SARGUNAMUNDA SAND BED-A OVER AN AREA OF 10.00 ACRES OR 4.048  HECTARES IN VILLAGE SARGUNAMUNDA UNDER TITTLAGARH TAHASIL IN BOLANGIR DISTRICT ODISHA,RAJAT PATRA,EC Granted,EC,
8,48,SIA/OR/MIN/279356/2022,,NEW PROPOSAL FOR ENVIRONMENT CLEARANCE FOR KANAKTORA SAND BED KELO RIVER OVER AN AREA OF 4.86 HECTARE OR 12.00 ACRES IN VILLAGE KANAKTORA UNDER LAKHANPUR TAHASIL AND DISTRICT OF JHARSUGUDA  ODISHA,SUNIL PRADHAN,Delisted,EC,
9,49,SIA/OR/MIN/277416/2022,277416/739-MINB2/06-2022,"Kokariguda Stone Quarry over an area of 10.00 Acers or 4.046 Ha having Khata no. 109, Plot No. 543 in the village Kokariguda, Tahasil- Semiliguda, District- Koraput, State Odisha.",TAHASILDAR SEMILIGUDA,EC Granted,EC,
10,50,SIA/OR/MIN/37642/2000,37642/01-MIN-V/06-2019,"Jindal Chromite Mines, Village- Kaliapani, Tehsil-Sukinda, District-Jajpur, Odisha",JINDAL STAINLESS LIMITED,EC Granted,EC,
1,51,SIA/OR/MIS/146406/2020,,"“Parsuram Bhuman” Residential Housing Complex of M/s KNP Developers Private Limited  at Mouza- Ambapua , Tehsil -Berhampur & District- Ganjam,  State- Odisha.",KNPDEVELOPERSBAM@GMAIL.COM,Delisted,EC,
2,52,SIA/OR/MIN/240268/2021,240268/89-MINB2/11-2021,"NEW PROPOSAL FOR ENVIRONMENT CLEARANCE FOR DANGARPADA NEW BUILDING STONE QUARRY OVER AN AREA OF 0.809 HECTARES OR 2.00 ACRES IN VILLAGE DANGARPADA UNDER TAHASIL & DISTRICT OF KHORDHA, ODISHA.",SHRI KAILASHA CHANDRA PARIJA,EC Granted,EC,
3,53,SIA/OR/MIN/271618/2022,271618/728-MINB2/05-2022,"Langalasila Stone Quarry-II Over an area of 3.05 Acre or 1.234 Hectares in village Langalasila under Kusumi,Badampahar Tahasil of Mayurbhanj District of Odisha.",TAHASILDARKUSUMIMAYURBHANJ,EC Granted,EC,
4,54,SIA/OR/RIV/272240/2022,272240/756-RIVB1/56-2022,Kala barrage Project,CHIEF ENGINEER PROJECT PLANNING FORMULATION AND INVESTIGATION,EC Granted,EC,
5,55,SIA/OR/MIN/227350/2021,227350/07-MINB2/09-2021,Kotagarh Stone Quarry (Plot-1) over an area of 2.00Acres or 0.809hectares in village Kotagarh of Sunakhala Gram Panchayat Under Ranpur Tahasil of Nayagarh District of Odisha.,BIBHUTI  PRADHAN,EC Granted,EC,
6,56,SIA/OR/MIN/227918/2021,227918/13-MINB2/09-2021,JAMANKIRA STONE QUARRY,RATNAKAR SAHOO,EC Granted,EC,
7,57,SIA/OR/MIN/243136/2021,24313/558-MINB2/02-2022,AIMAL STONE QUARRY,SAROJ  KUMAR SAHU,EC Granted,EC,
8,58,SIA/OR/MIN/257538/2022,257538/545-MINB1/02-2022,"ARUHA BLACK STONE QUARRY OVER 20.00 AC OR 8.09 HECT IN VILLAGE ARUHA UNDER DHARMASALA TAHSIL OF JAJPUR DISTRICT, ODISHA.",MANOJ SAMAL,EC Granted,EC,
9,59,SIA/OR/MIN/272469/2022,272469/748-MINB2/05-2022,Proposal for grant of Environmental Clearance for Aphamara Sand Quarry over an area of 12.35 Acres or 5.00 Hectares in village Aphamara under Deogaon tahasil of Balangir district.,TAHASILDAR DEOGAON,Rejection Letter Granted,EC,
10,60,SIA/OR/MIN/38069/2005,38069/03-MIN-V/09-2019,Expansion of Gonua Iron & Manganese Mines for enhancement of production of Iron Ore from 0.36 MTPA to 1.2 MTPA with Crushing and Screening Plant of Sri Pawan Kumar Ahluwalia,PAWAN KUMAR AHLUWALIA,EC Granted,EC,
1,61,SIA/OR/MIN/227321/2021,,Kathasangada-I & Kathasangada-II Cluster Sand Bed over an area of 12.35 acres or 4.997 hectares. in village Kathasangada & Haladia under Remuna Tahasil of Balasore District of Odisha.,REMUNA TAHASILDAR,Delisted,EC,
2,62,SIA/OR/MIN/239978/2021,239978/86-MINB2/11-2021,Proposal for Grant of EC of Ghatkaintara Sand Quarry over an area of 12.350 Acre or 4.99 Ha. in Ghatkaintara Village under Tarbha Tahasil in Subarnapur District,TAHASILDAR  TARBHA,EC Granted,EC,
3,63,SIA/OR/MIN/258201/2022,,Baradiha Murrum Quarry Over an area of 1.96 Acre or 0.793 Hectares in village Baradiha under Jaleswar Tahasil of Balasore District of Odisha.,MANOJ BALABANTARAY,Delisted,EC,
4,64,SIA/OR/MIN/257045/2022,,"Kutikia Stone Quarry over an area of 6.058 acres or 2.452 hectares bearing Khata no. 230, Plot no. 1597 in Kutikia village of Balliguda Tahasil, District- Kandhamal State Odisha",TAHASILDAR BALLIGUDA,Delisted,EC,
5,65,SIA/OR/MIS/257303/2022,257303/14-MIS-V/01-2023,Expansion of Residential-cum-Commercial complex “Mani Tribhuvan” (Previously known as Mani Tirumala),MANI TIRUMALA PROJECTS PVT LTD,Deferred by SEAC,EC,
6,66,SIA/OR/MIS/268675/2022,,"Residential Complex located at Village- Sambalpur, Town-5 (Sakhigopinath), District- Sambalpur, Odisha",JAS CONSTRUCTIONS PVT LTD,Delisted,EC,
7,67,SIA/OR/MIN/264780/2022,264780/241-MINB2/03-2022,Jamudiha Stone Quarry Over an area of 1.49 Acre or 0.602 Hectares in village Jamudiha under Nilgiri Tahasil of Balasore District of Odisha.,TAHASILDAR NILGIRI,EC Granted,EC,
8,68,SIA/OR/MIN/265094/2022,265094/635-MINB1/04-2022,"For the grant of EC of Rahadpur Black Stone quarry No-5 (Khata No-S-235, Plot No-1(p)) over an area of 5.00 acres or 2.023 hacters in village Rahadpur under Dharmasala Tahasil of Jajpur District, Odisha.",SATYA MULTIPLEX PRIVATE LIMITED,EC Granted,EC,
9,69,SIA/OR/MIN/74883/2022,74883/668-MINB1/05-2022,"For the grant of EC of Bichhakhandi Black Stone quarry No-16(Cluster Serial No-4C/12), (Khata No-389, Plot No-1815) over an area of 2.00 acres or 0.809 hacters in village Bichhakhandi under Dharmasala Tahasil of Jajpur District, Odisha",LAXMIPRIYA PRUSTY,WithdrawEC,EC,
10,70,SIA/OR/MIN/63923/2021,,Padampuri Stone Quarry 3,TAHSILDAR NUAPADA,WithdrawEC,EC,
1,71,SIA/OR/MIN/248450/2021,248450/506-MINB2/12-2021,"Burutulu Brick Earth Quarry over an area of 0.710acres or 0.287 ha bearing Khata no.91/194 and 1305/1178 Plot no. 749/1029, 903/1031, 749/903/1063 and 1305 in village Burutulu and Jamuni Tahasil Purushottampur, District Ganjam, State Odisha.",NIRANJAN PANIGRAHI,EC Granted,EC,
2,72,SIA/OR/MIN/265280/2022,265280/247-MINB2/03-2022,Bholadanga Morrum Quarry Over an area of 11.735 Acre or 4.694 Hectares in village Bholadanga under Nilgiri Tahasil of Balasore District of Odisha.,TAHASILDAR NILGIRI,EC Granted,EC,
3,73,SIA/OR/MIN/266112/2022,266112/620-MINB2/04-2022,Proposal for EC Niljee Sand Quarry over an area 11.90 acre or 4.815 hectare in Niljee village of Sinapali Tahasil in Nuapada district Odisha,TAHASILDAR SINAPALI,Delisted,EC,
4,74,SIA/OR/MIN/266232/2022,266232/624-MINB1/04-2022,"For the grant of EC of Bichhakhandi Black Stone Quarry No-2 (Cluster serial No.4A/2) (Khata No-822, Plot No-2338(p)) over an area of 5.00 acres or 2.023 hacters in village Bichhakhandi under Dharmasala Tahasil of Jajpur District, Odisha.",TAHASILDAR DHARMASALA (ON BEHALF OF SUCCESSFUL BIDDER),EC Granted,EC,
5,75,SIA/OR/MIN/251538/2022,,"Proposal for EC Puspalli Sand Bed over an area 7041Acre or 3Hectare in Puspalli village of Malkangiri Tahasil in Malkangiri district, Odisha",TAHASILDAR MALKANGIRI,Delisted,EC,
6,76,SIA/OR/MIN/251468/2022,251468/528-MINB2/01-2022,"Padhigam Stone Quarry over an area of 4.942 Acre or  2.00 hectares having Khata No. 137, Plot No. 1191  in the village Padhigam, Tahasil Mohana in district Gajapati, State Odisha.",DANDAPANI SAHU,Rejection Letter Granted,EC,
7,77,SIA/OR/MIN/276881/2022,276881/296-MINB2/06-2022,Venkatraipalli Stone Quarry over an area of 8.000 Acres or 3.237 Hectares in Village- Venkatraipalli under Hinjilicut Tahasil of Ganjam District of Odisha,SUNIL SAHU,EC Granted,EC,
8,78,SIA/OR/MIN/220318/2021,220318/08-MINB2/08-2021,"Khemabeda decorative stone mines deposit over an area of 3.805 Hectares or 9.40 Acres located in village Khemabeda under Boipariguda Tahasil of Koraput District, Odisha.",DEVARA LATHA,EC Granted,EC,
9,79,SIA/OR/MIN/237290/2021,237290/70-MINB2/11-2021,BARKANI STONE QUARRY,MR. SANDEEP AGRAWAL,EC Granted,EC,
10,80,SIA/OR/MIN/264231/2022,,Paika River Sand Sairat Pundilo over an area of 4.710 Ha under Garadpur Tahasil Of  Kendrapara District Odisha,TAHASILDAR GARADPUR,WithdrawEC,EC,
1,81,SIA/OR/MIN/284794/2022,284794/368-MINB2/07-2022,"Sukunabhata Sand Bed over an area of 10.00 acre or 4.048 hectares in village Sukunabhata under Titilagarh Tahasil of Balangiri District, Odisha.",RASHMI RANJAN PATRA,EC Granted,EC,
2,82,SIA/OR/MIN/285937/2022,285937/784-MINB2/08-2022,Proposal for Environmental Clearance of Jayantigiri 2 Stone Quarry Over an area of 2.50 Acres or 1.01 Ha at village Jayantigiri Tahasil Jaypore District Koraput,SANJAYA MOHANTY,EC Granted,EC,
3,83,SIA/OR/MIN/285209/2022,285209/415-MINB2/08-2022,"PROPOSAL FOR FRESH EC OF SUNDARPUR LATERITE STONE QUARRY OVER AN AREA OF 2.859ACRES OR 1.157HECTARES AT VILLAGE SUNDARPUR UNDER TANGI TAHASIL OF KHORDHA DISTRICT, ODISHA.","TAHASILDAR, TANGI",EC Granted,EC,
4,84,SIA/OR/MIN/285639/2022,285639/783-MINB2/07-2022,Proposal for Environmental Clearance of Jayantigiri 3 Stone Quarry Over an area of 2.600 Acres or 1.052 Ha at village Jayantigiri Tahasil Jaypore Distict Koraput,LAVETI PRASAD,EC Granted,EC,
5,85,SIA/OR/MIS/124181/2019,124181/12-MIS/11-2019,M/s Sri Krishna Estate Construction Pvt Ltd's Krishna Lakshmi Arcade Residential Apartments,M/S SRI KRISHNA ESTATE CONSTRUCTION PVT LTD,EC Granted,EC,
6,86,SIA/OR/MIS/149248/2020,149248/24-MIS/03-2020,Proposed Housing Project (Residential Use Type) of M/s Utkal Builders Limited,UTKAL BUILDERS LTD,EC Granted,EC,
7,87,SIA/OR/MIN/244480/2021,244480/722-MINB2/04-2022,"Ostapada-B Laterite Stone Quarry  over an area of 3.00 Acres or 1.214 hectares in village Ostapada of Ranapur Tahasil of Nayagarh District of Odisha of  Tahasildar,Ranpur",RANPUR TAHASILDAR,EC Granted,EC,
8,88,SIA/OR/MIN/60986/2021,60986/616-MINB1/04-2022,"Tabadabahal Stone Quarry No-1/8.89Ac deposit over an area of 3.6ha located in village Tabadabahal, under Rengali Tahasil of Sambalpur District",SUMI TRADING CO,EC Granted,EC,
9,89,SIA/OR/MIN/256439/2022,256439/606-MINB2/02-2022,Ganjupadi Sand Quarry over an area of  12.355 Acres or 5.0 Hectares in Village- Ganjupadi under Balliguda Tahasil of Kandhamal District of Odisha,AMIT KUMAR NAYAK,EC Granted,EC,
10,90,SIA/OR/MIN/229605/2021,229605/507-MINB2/12-2021,"NEW PROPOSAL FOR EC FOR PODALGUDA MORRUM QUARRY OVER AN AREA OF 4.86 HA IN VILLAGE PODALGUDA UNDER NANDAHANDI TAHASIL OF NABARANGPUR DISTRICT, ODISHA. APPLICANT - SUBHRANSHU SEKHAR PADHI.",S S PADHI,EC Granted,EC,
1,91,SIA/OR/MIN/238576/2021,238576/529-MINB2/01-2022,H. Katapali Sand Quarry,ANJALI TANTY,EC Granted,EC,
2,92,SIA/OR/MIN/256477/2022,256477/611-MINB2/02-2022,Dakadhola Sand Bed,BENUDHAR  PRADHAN,EC Granted,EC,
3,93,SIA/OR/MIN/259114/2022,259114/628-MINB1/04-2022,RAHADPUR BLACK STONE QUARRY OVER 10.00 ACRES OR 4.05 HECT. IN VILLAGE RAHADPUR UNDER DHARMASALA TAHSIL OF JAJPUR DISTRICT ODISHA.,MAHENDRA SWAIN,EC Granted,EC,
4,94,SIA/OR/MIN/56432/2020,56432/530-MINB1/01-2022,PAKIDI SAND BED IN VILLAGE PAKIDI OF TAHASIL SHERAGADA UNDER GANJAM DISTRICT,SUDHANIDHI CHOUDHURY,EC Granted,EC,
5,95,SIA/OR/MIN/253509/2022,253509/638-MINB2/04-2022,"Deo-Pottangi Stone Quarry over an area of 4.20 Acers or 1.70 Ha having Khata No. 163, Plot No. 431 in the village Deo-Pottangi, Tahasil Pottangi in district Koraput, State Odisha.",TAHASILDAR POTTANGI,EC Granted,EC,
6,96,SIA/OR/MIN/256426/2022,256426/568-MINB2/02-2022,"Budagada Stone Quarry over an area of 4.750 Acers or 1.922 Hectares having Khata No. 253 Plot No. 509 in the village Budagada, Tahasil Patrapur in District Ganjam, State Odisha.",SUSANTA HOTTA,EC Granted,EC,
7,97,SIA/OR/MIN/226803/2021,226803/533-MINB2/01-2022,ODEI UDAYAPUR SAND QUARRY,TAHASILDAR DASARATHPUR,EC Granted,EC,
8,98,SIA/OR/MIN/246374/2021,,Proposal for grant of environmental clearance of TENGANABASA SAND QUARRY over an area 12.35ac or 4.997hec in Tenganabasa village of Komna tahasil in Nuapada dist. Odisha,TAHASILDAR KOMNA,Delisted,EC,
9,99,SIA/OR/MIN/246856/2021,246856/189-MINB2/01-2022,"Jambhira River Sand Bed Stretch No-04 Over an area of 12.35 Acres or 5.00 hectares in village Gholamuhan & Khuntapal under Morada,Chitrada Tahasil of Mayurbhanj District of Odisha.",TAHASILDAR MORADA MAYURBHANJ,EC Granted,EC,
10,100,SIA/OR/MIN/58503/2020,58503/610-MINB1/04-2022,"Gunupur Sand Bed-I over an Area of 15.00 Acres/ 6.070 Ha At- Gunupur, Tahasil- Gunupur, District- Rayagada",JASHWANT BAURI,EC Granted,EC,
1,101,SIA/OR/MIN/273852/2022,273852/280-MINB2/05-2022,Bigapadar Sand Source over an area of 9.489 acre or 3.840 hectare in village Bigapadar under Khondamals Tahasil of Kandhamal District of Odisha.,DINAMANI NAIK,EC Granted,EC,
