,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/TG/MIS/107498/2019,SIA/TG/MIS/107498/2019,Madhavaram Constructions,MADHAVARAM CONSTRUCTIONS,EC Granted,EC,
2,2,SIA/TG/MIN/37842/2019,SIA/TG/MIN/37842/2019,M/s. Vasudeva Stone Crusher - 1.00 Ha,M/S. VASUDEVA STONE CRUSHER,Delisted,EC,
3,3,SIA/TG/MIS/197281/2021,SIA/TG/MIS/197281/2021,SAKET BHUSATTVA by M/s Saket Engineers Private Limited,"SAKET ENGINEERS PVT. LTD.,",EC Granted,EC,
4,4,SIA/TG/MIN/44290/2019,SIA/TG/MIN/44290/2019,A.Anjan Babu,A.ANJAN BABU,EC Granted,EC,
5,5,SIA/TG/MIS/120720/2019,SIA/TG/MIS/120720/2019,MAYURI FILM DISTRIBUTORS & OTHERS,MAYURI FILM DISTRIBUTORS & OTHERS,EC Granted,EC,
6,6,SIA/TG/MIS/121085/2019,SIA/TG/MIS/121085/2019,ALLIANCE INN (INDIA) PRIVATE LIMITED,ALLIANCE INN INDIA PRIVATE LIMITED,EC Granted,EC,
7,7,SIA/TG/MIN/139866/2020,SIA/TG/MIN/139866/2020,M/s. The KVS Group,THE  KVS GROUP,EC Granted,EC,
8,8,SIA/TG/MIN/161995/2020,SIA/TG/MIN/161995/2020,Sri Yesugari Rajender Reddy,SREE YESUGARI RAJENDER REDDY,EC Granted,EC,
9,9,SIA/TG/IND2/204994/2021,SIA/TG/IND2/204994/2021,Samvidha Pharma Chem Private Limited,SAMVIDHA PHARMA CHEM PVT LTD,EC Granted,EC,
10,10,SIA/TG/IND2/205007/2021,SIA/TG/IND2/205007/2021,M/s Aura Research and Remedies Private Limited,AURA RESEARCH AND REMEDIES PVT LTD,EC Granted,EC,
1,11,SIA/TG/MIN/253658/2022,SIA/TG/MIN/253658/2022,Chinthagudem 4.54Ha. Sand Reach,TMDC,Delisted,EC,
2,12,SIA/TG/MIS/254862/2022,SIA/TG/MIS/254862/2022,Proposed WAREHOUSE SHED by M/s. Greenoscale Logix Private Ltd.,GREENOSCALE LOGIX PRIVATE LIMITED,Rejection Letter Granted,EC,
3,13,SIA/TG/MIN/270846/2022,SIA/TG/MIN/270846/2022,Proposed Rough Stone & Road Metal Quarry of M/s. Venkata Kanaka Durga Metal Industries,VENKATA KANAKA DURGAMETAL INDUSTRIES,EC Granted,EC,
4,14,SIA/TG/MIS/168401/2020,SIA/TG/MIS/168401/2020,M/S FUTURE HOMES PROJECTS,M/S.FUTUREHOMEPROJECTS,EC Granted,EC,
5,15,SIA/TG/MIN/32876/2019,SIA/TG/MIN/32876/2019,M/s. SL Pa,M/S SL PAVANI ROCK SAND,EC Granted,EC,
