,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/BR/MIN/70404/2017,SIA/1(a)/529/18,STONE MINING PROJECT AT BLOCK NO-29,RAJ KUMAR SINGH,Delisted,EC,
1,2,SIA/BR/MIN/33247/2019,,Proposed Sand Mining Project of Area 3.5 Ha at Rajwahi Yadavpur  Ghat on Gandak River of District-Gopalganj of State-Bihar,MR KAMAKHYA MISHRA,Pending at PP due to eds,EC,
2,3,SIA/BR/MIN/48478/2016,,"River Sand (Minor Mineral) Mining Project for Madho
Rampur Ghat in Bhagalpur District of Bihar.",MS SAINIK FOOD PVT LTD,Delisted,EC,
3,4,SIA/BR/IND2/47625/2019,SIA/5(g)/863/19,M/s Eastern India Biofuels Pvt. Ltd. (EIBPL),EASTERN INDIA BIOFUELS PRIVATE LIMITED,EC Granted,EC,
4,5,SIA/BR/MIN/143936/2020,,BRICK EARTH MINING PROJECT FOR M/S PREET INT UDYOG MAUZA BAJPATTI ABIDPUR BAJPATTI SITAMARHI AREA 3.06,M/S PREET INT UDYOG PROP BIJENDRA KUMAR AREA 3.06,Delisted,EC,
5,6,SIA/BR/MIN/134167/2019,,"Jirwa M/S. DURGA INT UDYOG  Earth Mining Project, Thana No-207, Khata No. 2009, 2496 &  1386. Plot No. 12019, 11452, 12062, & 12052 Area 1.47 HA (3.65Ac) For production capacity 6853.14  TPA, .Mauza-",M/S DURGA INT UDYOG PROP- RINA BHARATI,Delisted,EC,
6,7,SIA/BR/MIN/140793/2020,,"BRICK EARTH MINING PROJECT FOR MAUZA BARARI HARKESH, UCHAKAGAON, GOPALGANJ, AREA 4.00 Ac, 1.62 Ha",M/S RAJ INT UDYOG PROP RAMESH SINGH,Delisted,EC,
7,8,SIA/BR/MIN/32633/2019,SIA/1(a)/678/19,Sand mining project at Chhapra 4 ghat on Son river over an area of 7.0 ha in district Arwal in Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,Referred Back to SEAC(A),EC,
8,9,SIA/BR/MIN/32593/2019,SIA/1(a)/674/19,Sand mining project at Sonbarsa Makbulpur Alauddin ghat on Son river over an area of 6.0 ha in district Arwal in Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,Referred Back to SEAC(A),EC,
9,10,SIA/BR/MIN/71318/2017,,"Sand Mining Project at Nakti- Mahugain Sand Ghat, on Dhadhar river anchal- Fatehpur, Dist-Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
0,11,SIA/BR/MIN/126024/2019,,"Brick earth Mining in Gata No. 150,8,151,151/136,9,10,51,163/3311,163,62,62/1360 in village Pasopur, Tehsil-Bhagwanpur, Dist-Begusarai,Bihar",CHANDRIKA BRICK-INDUSTRIES,Delisted,EC,
1,12,SIA/BR/MIN/30928/2019,SIA/1(a)/546/18,Ghosi Kundi sand Ghat Mining Project of Area 22.0 ha District Lakhisarai Bihar on Kiul River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
2,13,SIA/BR/MIN/134008/2019,,"BRICK EARTH MINING PROJECT FOR M/S. PRASAD BRICKS INDUSTRIES, AT THANA NO. 390 & 392, MAUZA PHULWARIA & HARPURPARI, P.S PHULWARIA, CIRCLE TEGHARA, DISTRICT- BEGUSARAI, AREA 2.44 Ac, 0.98 Ha","M/S. PRASAD BRICKS INDUSTRIES, PROP- VIKASH KUMAR",Delisted,EC,
3,14,SIA/BR/MIN/136830/2020,,"Brick Earth Mining Project at Village- Chatanwar, P.O- Chatanwar , P.S - Krishna Braham, District-Buxar(Bihar)",M/S- PRADHAN INT BHATTA UDYOG,Delisted,EC,
4,15,SIA/BR/MIN/130425/2019,,"Soil Mining Project of Area 12.00 Acres or 4.858 Hectare for Bishwa Raman Kumar Singh at Mauza-Barauni Malhipur, P.O- Malhipur (BTPF), P.S- Teghra, Block- Barauni, District- Begusarai, State- Bihar",BISHWA RAMAN KUMAR SINGH,Delisted,EC,
5,16,SIA/BR/MIN/417379/2023,,Jalwa Quartz-Quartzite (Silica Stone) Mine,IDIO CONSTRUCTION AND INDUSTRIES INDIA LTD,Under examination of SEIAA,EC,
6,17,SIA/BR/MIN/130417/2019,,"Brick Earth Mining Project at Village- Pitambarpur, P.O- Dumri, P.S- Fatuha, District-Patna (Bihar)",M/S- RIYA BRICKS,Delisted,EC,
7,18,SIA/BR/MIN/71235/2017,,Sand Mining Project at Kalikasthan Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
