,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/HP/MIN/43832/2019,HPSEIAA/2019/664,"“Sand, Stone (Boulder) & Bajri Mining Project”",MS SHAKUMBRI MINERALS,EC Granted,EC,
2,2,SIA/HP/MIN/140689/2020,HPSEIAA/2020/704,“Sand & Stone Mining Project”,NARESHKUMAR,EC Granted,EC,
3,3,SIA/HP/MIN/240685/2021,HPSEIAA/2021/906,SJVNL_Ropa,SJVNL_ROPA,EC Granted,EC,
4,4,SIA/HP/MIN/170183/2020,HPSEIAA/2020/763,"S/Sh. Surjeet Singh, Sh. Navdesh Passi and Sh. Jitender Singh– Mining  Area","S/SH. SURJEET SINGH, SH. NAVDESH PASSI & SH. JITENDER SINGH MINING AREA",Delisted,EC,
5,5,SIA/HP/MIN/171300/2020,HPSEIAA/2020/769,Sand Stone and Bajri mining project by sh Rajeev Kumar,SAND STONE AND BAJRI MINING PROJECT BY SH RAJEEV KUMAR,EC Granted,EC,
6,6,SIA/HP/MIN/210437/2021,HPSEIAA/2021/837,sand stone and bajri mining project by Sh Balbir Singh,BALBIR SINGH,Delisted,EC,
7,7,SIA/HP/IND3/244861/2021,HPSEIAA/2021/926,Proposed Setting up a Active Pharmaceutical Ingredient (API) Manufacturing Unit,M/S CMG BIOTECH LIMITED,Agenda Uploaded by SEIAA,EC,
8,8,SIA/HP/MIN/277472/2022,HPSEIAA/2022/954,"Extraction of Sand For Open Sale From Khasra No. 203/70/1 Measuring 13-00 Bighas (Private Land, Hill Slope ) Falling In Mauza Bawasi, Tehsil Arki & Distt. Solan, Himachal Pradesh",NARESH KUMAR,EC Granted,EC,
9,9,SIA/HP/MIN/176979/2020,HPSEIAA/2020/763,"S/Sh. Surjeet Singh, Sh. Navdesh Passi and Jitender Singh– Mining  Area","S/SH. SURJEET SINGH, SH. NAVDESH PASSI & SH. JITENDER SINGH MINING AREA",EC Granted,EC,
10,10,SIA/HP/MIN/280979/2022,HPSEIAA/2022/960,Sh. Rakesh Singh Mining Area,RAKESH SINGH,Delisted,EC,
1,11,SIA/HP/IND2/67828/2021,HPSEIAA/2021/881,"M/s Indorama Industries Private Limited located at Plot No. 10, Village- Lodhimajra, Tehsil-Baddi, District-Solan, Himachal Pradesh",M/S INDORAMA INDIA PRIVATE LIMITED,EC Granted,EC,
2,12,SIA/HP/MIN/250521/2022,HPSEIAA/2022/943,"Gagan Sharma, Extraction of stone falling in Khasra no. 54/2, measuring 30-15 Bighas and falling in Mauza Gaderan, Tehsil, Pachhad, Distt. Sirmaur Himachal Pradesh",JASBIR SINGH,EC Granted,EC,
3,13,SIA/HP/MIN/180551/2020,HPSEIAA/2020/777,"Minor Mineral Lease for extraction of Stone falling in Mauza Raipur, Tehsil & Distt. Solan, Himachal Pradesh by Shri Sushil Kumar Prop. Sharma Stone Provider","MINOR MINERAL LEASE FOR EXTRACTION OF STONE FALLING IN MAUZA RAIPUR, TEHSIL & DISTT. SOLAN, HIMACHAL PRADESH BY SHRI SUSHIL KUMAR PROP. SHARMA STONE PROVIDER",EC Granted,EC,
4,14,SIA/HP/MIN/144693/2020,HPSEIAA/2020/715,"Hill Slope Mining for Extraction of Sand, Stone and Bajri from Mauza/Mohal Daber/55, Tehsil Sadar, Distt Bilaspur proposed by Sh Jagat Pal S/o Sh Sita Ram",SH JAGAT PAL S/O SH SITA RAM,EC Granted,EC,
5,15,SIA/HP/MIN/286876/2022,HPSEIAA/2022/995,Sh. Kapil Sharma Mining Area,KAPIL SHARMA,EC Granted,EC,
6,16,SIA/HP/MIN/189104/2020,HPSEIAA/2020/805,Hill Slope mining for Extraction of Stone from Mauza/Mohal Lana-Ro proposed by Sh Rajender Singh,SH RAJENDER SINGH S/O SH SHAWNU RAM,EC Granted,EC,
7,17,SIA/HP/MIN/41077/2019,SEIAA/2019/650,Sand stone and bajri mining project by Sh Ram Sawroop,SAND STONE AND BAJRI MINING PROJECT BY SH RAM SAWROOP,EC Granted,EC,
8,18,SIA/HP/MIN/42272/2019,HPSEIAA/2020/720,"Sand, Stone & Bajri Mining Project",VIJAY  KUMAR  CHOPRA,EC Granted,EC,
9,19,SIA/HP/MIN/226105/2021,HPSEIAA/2021/865,"Extraction of Sand & Stone for open sale falling in Mauza Belu Dhank, Tehsil Karsog, District Mandi, Himachal Pradesh by Sh. Hem Singh.","EXTRACTION OF SAND & STONE FOR OPEN SALE FALLING IN MAUZA BELU DHANK, TEHSIL KARSOG, DISTRICT MANDI, HIMACHAL PRADESH BY SH. HEM SINGH S/O LATE SH. TULA RAM.",EC Granted,EC,
10,20,SIA/HP/MIN/157655/2020,HPSEIAA/2020/739,Stone Mining Project with Proposed Crusher,AJAY RATHORE,EC Granted,EC,
1,21,SIA/HP/MIN/36298/2019,HPSEIAA/2019/634,Sand and bajri mining project by Sh Umesh Kumar,SAND AND BAJRI MINING PROJECT BY SH UMESH KUMAR,EC Granted,EC,
2,22,SIA/HP/MIN/268885/2022,HPSEIAA/2022/948,"Extraction of Minor Minerals(Sand, Stone and Bajri) Falling in Mauza Singa, Tehsil Haroli Distt. Una, Himachal Pradesh.",SUMIT JOSHI,EC Granted,EC,
3,23,SIA/HP/MIN/189405/2020,HPSEIAA/2021/804,“Sand Mining Project”,M/S BALA TIKKA ASSOCIATES,EC Granted,EC,
