,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/UK/NCP/60463/2016,,"‘Aam Wala Tarla’ “Group housing
project” (LIG, MIG, HIG & EWS)",MS OVERSEAS MIN TECH CONSULTANTS,Delisted,EC,
1,2,SIA/UK/MIS/54733/2016,,"Environmental Clearance for Proposed Aam Wala Tarla Group Housing Project (LIG, MIG, HIG & EWS)” located at Khasra No. 102 JHA, Village: Aam Wala Tarala, Teh: Dehradun, Dist.: Dehradun",MUSSORIE DEHRADUN DEVELOPMENT AUTHORITY,Delisted,EC,
2,3,SIA/UK/MIN/211674/2021,EC-01(169)/2021,"is  “Minor Mineral (sand Bajri Boulder)” at Khsra no 231/5, 231/4/2, 229/3/1, 230/3, 231/3/1 Village -SemalChaur,Teh-Kaladhungi&Dist-Nainital (U.K).",SHRI MANINDER SINGH,EC Granted,EC,
3,4,SIA/UK/MIN/53360/2018,EC-1(30)/2018,Jai Ambika Mines,JAI AMBIKA MINES,EC Granted,EC,
4,5,SIA/UK/MIS/69007/2021,,G.R. Realcon Pvt. Ltd. (Sikka Kimaya Greens),G R REALCON PVT. LTD. ( SIKKA KIMAYA GREENS),Pending at PP due to eds,EC,
5,6,SIA/UK/IND3/234504/2021,EC-09(94)/2021,"Environmental Clearance for proposed installation of Rosin & Turpentine Oil manufacturing unit of by M/s Khurana Brothers located at Khasra No. 3827, Lal Tappar Industrial Area, Majiri Grant, District Dehradun, Uttarakhand.",M/S KHURANA BROTHERS,EC Granted,EC,
6,7,SIA/UK/IND3/230748/2021,EC-05(24)/2021,"Environmental Clearance for proposed Manufacturing of Pressure Sensitive Adhesive by M/s Focus Polymers & Emulsion Private Limited (Unit - 2) at Plot No. 12, Shiva Ganga Industrial Area, Tehsil Bhagwanpur, District Haridwar – 267661, Uttarakhand",FOCUS POLYMER & EMULSION PVT LTD,EC Granted,EC,
7,8,SIA/UK/MIN/30711/2015,1-(747)/2015,"Prior Environmental Clearance for Proposed Extraction / Collection of Minor Minerals i.e. Sand, Bajri & Boulders (Kh. No. –02, 03, 07 & 08, M.L. Area – 0.056 Ha, near Nayar River Bed) at Village – Chota Marora/Chota Marwara, Patti Langur Valla – 1, T",SUBODH SINGH,EC  has been Granted Manually,EC,
8,9,SIA/UK/MIN/90422/2019,E.C- 1(61)/2019,M/s Ramnik Mines and Minerals,RAMNIK MINES,Under examination of SEAC manually process,EC,
9,10,SIA/UK/MIS/222855/2021,EC-08(45)/2021,M/s Ganga Beach Resort,M/S GANGA BEACH RESORT,EC Granted,EC,
0,11,SIA/UK/MIN/31692/2015,1-(755)/2015,Baikori Soapstone mine,BAIKORI SOAPSTONE MINE,EC  has been Granted Manually,EC,
1,12,SIA/UK/MIN/32168/2015,1-(775)/2015,"Extraction /
Collection of Soapstone (Existing Mine) from Uneven Agricultural land (4.049
Hectare) at Village: Dhunga Patli, Tehsil & District – Bageshwar, Uttarakhand.",SUBODH LAL SAH,EC  has been Granted Manually,EC,
2,13,SIA/UK/MIN/87183/2018,E.C  -1(22)/2018,Bhagdeyi Gangari (Matali-1),BHAGDEYI GANGARI,Under examination of SEAC manually process,EC,
3,14,SIA/UK/MIN/52350/2018,EC-1(15)/2018,"Proposed Soapstone Mining Project, Khasra No60, 61, 63, Area: 11.1830Hect., Production: 30014 TPA,  Near Village: Pranmati, Tehsil: Ghat, District: Chamoli, State: Uttarakhand",MS GOLCHA MINERALS PRIVATE LIMITED,EC Granted,EC,
4,15,SIA/UK/INFRA2/418619/2023,F.No- 05(03)/2023,"Environmental Clearance for Proposed installation of Polyurethane (PU) Manufacturing Unit by M/s Trueware International LLP at Plot No-5, IIE Sector-2, SIDCUL Haridwar, Uttarakhand.",TRUEWARE INTERNATIONAL LLP,Rejected by SEAC,EC,
5,16,SIA/UK/MIS/84441/2018,E.C  -9(13)/2018,DPM Hyundai ( A Unit of Patricia holdings Pvt. Ltd.),DPM HYUNDAI,EC Granted - Processed offline,EC,
6,17,SIA/UK/IND3/227613/2021,EC-05(23)/2021,M/s. GNPAL SPECIALITY MOLECULES LLP.,M/S. GNPAL SPECIALITY MOLECULES LLP,EC Granted,EC,
7,18,SIA/UK/MIN/50443/2016,"E.C No- 901-1-(863)/2016
Dated- 1.3.2016","Environmental Clearance for the Proposed Digging / Excavation of Minor Minerals i.e. “Brick Earth” for Brick manufacturing from lease area of Village Pipaliya (1.405 Hectare) by M/s Shaan Brick Field, Village – Pipliya No.1, Mahtosh mor, Tehsil – Gad",SHAAN BRICK FIELD,EC  has been Granted Manually,EC,
8,19,SIA/UK/MIN/39444/2019,E.C- 01(110)/2019,RBM Project,NAGARSAL R RBM PROJECTS,Under examination of SEAC manually process,EC,
9,20,SIA/UK/IND2/58902/2009,EC-5(5)/2019,Environmental Impact Assessment Report for proposed enhancement of production Capacity of PET Chips from 57600.00 MT/Annum to 69600.00 MT/Annum through modification and modernization by M/s Polyplex Corporation Ltd.,POLYPLEX CORPORATION LTD,EC Granted,EC,
0,21,SIA/UK/INFRA2/405321/2022,EC-07(19)/2021,INTEGRATED MUNICIPAL SOLID WASTE PROCESSING FACILITY FOR PAURI,NAGAR PALIKA PARISHAD PAURI,EC Granted,EC,
1,22,SIA/UK/MIN/31567/2015,1_(757)/2015,"Proposed
Extraction / Collection of Minor Minerals i.e. Sand, Bajri & Boulders from Ganga River Bed
Khasra No. 42/2, 42/6 & 43/1 (ML Area – 1.332 Ha.) at Village – Rampur Raighati Ahatmal,
Tehsil- Laksar, District – Haridwar, Uttarakhand.",ANIL KUMAR,EC  has been Granted Manually,EC,
2,23,SIA/UK/MIN/68901/2019,EC-01(103)/2019,"Soapstone Mining at Village- Lohakot, Tehsil- Didihat, District- Pithoragarh, Uttarakhand by M/s Lohakot Mines & Minerals",LOHAKOT MINES AND MINREALS,EC Granted,EC,
3,24,SIA/UK/MIN/63387/2021,EC-01(164)/2021,"Proposed Khuldoari Baldoari Soapstone Mine (Area: 35.08 ha.) at Village Khuldoari Baldoari, Tehsil & District:Bageshwar, Uttarakhand by M/s Sunshine and Minerals",MS SUNSHINE AND MINERALS,EC Granted,EC,
4,25,SIA/UK/IND3/420319/2023,EC-09(32)/2023,Octis Healthcare Pvt. Ltd.,VAREESH KUMAR,Rejected by SEAC,EC,
5,26,SIA/UK/IND3/235499/2021,EC-09(93)/2021,"Environmental Clearance for Proposed Manufacturing Unit of Tablet, Capsules & Powder by M/s. East African India Overseas in Pharmacity, Vikas Nagar, Dehradun",EAST AFRICAN (INDIA) OVERSEAS,EC Granted,EC,
6,27,SIA/UK/MIN/50307/2018,EC-1(52)/2018,"Mining of Soapstone from Lease Area (2.022 Ha.) at Village- Surkaligaon, Tehsil- Dugnakuri, District-Bageshwar, Uttarakhand",SHRI MANOJ KUMAR SHAH,EC Granted,EC,
7,28,SIA/UK/MIS/210280/2021,EC-08(38)/2021,"Environmental Clearance for the Proposed Construction of Shopping Mall cum Multiplex & Hotel Facility by M/s Pacific Development Retail Private Limited located at New Khasra No. 47 (Khata Khatoni No. 00551, Fasli Year 1420 To 1425), Mohkampur Khurd,",M/S PACIFIC DEVELOPMENT RETAIL PRIVATE LIMITED,EC Granted,EC,
8,29,SIA/UK/MIN/218366/2021,EC-01(189)/2021,"Song Dam Stone Quarry No. 3 (Quartzite Boulders) Mine over an area of 3.0065 ha with production capacity 10,72,924 TPA with is situated near Village – Sondhana, Tehsil – Dhannolti, District – Tehri Garhwal (Uttarakhand).","INFRASTRUCTURE (REHAB)DIVISION RISHIKESH, DEHRADUN",For further consideration(SEAC),EC,
9,30,SIA/UK/MIN/218377/2021,EC-01(190)/2021,"Song Dam Stone Quarry No. 1 (Quartzite Boulders) Mine over an area of 0.8047 ha with production capacity 1,13,574 TPA with is situated near Village – Ghursal, Tehsil – Dhannolti, District – Tehri Garhwal (Uttarakhand).","INFRASTRUCTURE (REHAB)DIVISION RISHIKESH, DEHRADUN",For further consideration(SEAC),EC,
0,31,SIA/UK/MIN/55594/2019,EC-1(79)/2019,Ghuni Soapstone Mining (43.524 Ha.),GHUNI SOAPSTONE MINING (43.524 HA),EC Granted,EC,
1,32,SIA/UK/NCP/281473/2022,EC-09(61)/2023,"Proposed Mobile  Stone Crusher for construction of NH-72A in the State of Uttarakhand  by  M/s RKC  BHARAT (JV)  at  Khasra  no.237,238 &279/2",RKC-BHARAT (JV),Rejected by SEAC,EC,
