,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/UK/NCP/41176/2019,E.C- 09(42)/2019,Environment Clearance for installation of DG Sets and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s Divine Automotives Pri,DIVINE AUTOMOTIVES PRIVATE LIMITED,Under examination of SEAC manually process,EC,
2,2,SIA/UK/NCP/133906/2019,E.C 09(50)/2020,Environment Clearance for Installation of DG Set and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s BM Autosales Private Li,M/S BM AUTOSALES PRIVATE LIMITED,EC Granted,EC,
3,3,SIA/UK/NCP/154084/2020,EC-9(64)/2020,Balmer Lowrie Van Leer Ltd,BALMER LAWRIE VAN LEER LIMITED,EC Granted,EC,
4,4,SIA/UK/MIN/53633/2019,EC-1(57)/2019,"Karauli-Totigarh Soapstone Deposit Mine, Village-Karauli-Totigarh, Tehsil-Dugnakuri, District-Bageshwar",KARAULI-TOTIGARH SOAPSTONE DEPOSIT MINE,EC Granted,EC,
5,5,SIA/UK/NCP/124680/2019,EC-9(47)/2019,Environmental Clearance for Proposed Installation of Hot Mix Plant For M/s M. G. Contractors Pvt. Ltd.,M G CONTRACTORS PVT LTD,Under examination of SEIAA after SEAC,EC,
6,6,SIA/UK/MIS/150302/2020,,"Environmental Clearance for Proposed Construction of Wellness Centre By M/s Punarnava Yog Foundation located at Naliyana Village, Bhitarli, Kimadi, Lambidhar Road, Mussoorie, Dehradun, Uttarakhand",M/S PUNARNAVA YOG FOUNDATION,Delisted,EC,
7,7,SIA/UK/MIS/221984/2021,EC-08(43)/2021,Group Housing Project,BRAZEN ARROW COMPANY PVT. LTD.,Delisted,EC,
8,8,SIA/UK/MIS/253612/2022,EC-09(09)/2022,"Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with DG set by Uttaranchal Stone Crusher (LLP) at Khasra No. 230 Ka Mi, 230 Ka, 223 Ka Mi, 223 Mi, 225, 226, 227 Ka, 230 Ka, Village Abdulapur Kenchiwala, Sahaspu",UTTARANCHAL STONE CRUSHER LLP,EC Granted,EC,
9,9,SIA/UK/NCP/105851/2019,E.C- 31(9)/2019,"Environmental Clearance for proposed manufacturing of Pharmaceutical Formulation Products along with installation of green insulated DG Set by M/s Ishaana Nutraceuticals Pvt. Ltd. at Khasra No. 1016,",ISHAANA NUTRACEUTICALS PRIVATE LIMITED,Under examination of SEAC manually process,EC,
10,10,SIA/UK/MIS/267906/2022,EC-08(19)/2023,SHRIPADMAVATI BALAJI PVT.LTD,SHRIPADMAVATI BALAJI PRIVATE LIMITED,Rejected by SEAC,EC,
1,11,SIA/UK/MIN/200798/2021,EC-01(162)/2021,Siloni RBM Project,YOGENDRA PAL,EC Granted,EC,
2,12,SIA/UK/MIN/43942/2019,E.C- 01(120)/2019,Sumerpur RBM Project,SUMERPUR RBM PROJECT,Under examination of SEAC manually process,EC,
3,13,SIA/UK/MIN/237257/2021,EC-01(227)/2021,Silica Sand Mine,MS GOLD PLUS GLASS INDUSTRY LTD,EC Granted,EC,
4,14,SIA/UK/MIN/31388/1900,E.C- 1(62)/2019,"Sand Bajri and Boulder Mining Project, Area 4.298",M/S HINDUSTAN CONSTRUCTION COMPANY LTD. (HCC LTD.),EC Granted - Processed offline,EC,
5,15,SIA/UK/MIN/143677/2020,EC-1(144)/2020,"Proposed Digging/ Excavation of “Brick Earth” for brick manufacturing from lease area of M/s Mahalaxmi Bricks Field at Village & Post  Thaska Tehsil -Roorkee  Dist- Haridwar, Uttarakhand.",MAHALAXMI BRICKS FIELD,Delisted,EC,
6,16,SIA/UK/MIN/53214/2019,EC-1(70)/2019,"Soapstone Mining Project at Village Bheruchaubatta, Tehsil & District- Bageswar, Uttarakhand by Sh. Gopal Ram S/o Sh. Laccham Ram",BHERUCHAUBATTA SOAPSTONE MINES,EC Granted,EC,
7,17,SIA/UK/MIN/42388/2019,E.C- 01(105)/2019,Rampur Raighati Ahatmal III RBM Project,RAMPUR R G R RBM PROJECT,Under examination of SEAC manually process,EC,
8,18,SIA/UK/MIS/202962/2021,E.C- 8(31)/2021,Hotel Project of M/s the Classio,THE CLASSIO,EC Granted,EC,
9,19,SIA/UK/MIN/45747/2019,EC-1(36)/2018,"Mining of Soapstone from Lease Area (2.915 Ha.) at Village- Surkaligaon, Tehsil- Dugnakuri, District-Bageshwar, Uttarakhand",SAI MINES AND MINERALS,EC Granted,EC,
10,20,SIA/UK/MIS/246733/2021,EC-09(06)/2022,"Environmental Clearance for proposed establishment of Stone Crusher Plant by NS Developers at Khasra no. 1/25, 1/4, Village Central Hope Town, Tehsil – Vikasnagar, District– Dehradun, Uttarakhand.",NS DEVELOPERS,EC Granted,EC,
1,21,SIA/UK/NCP/165452/2020,E.C- 09(62)/2020,"Environment Clearance for change in location and increase in production of the existing unit along with painting facility for assembling of Bicycles, Tricycles and Health Equipment’s by M/s Ampa Cycles Pvt. Ltd.",AMPA CYCLES PVT LTD,EC Granted,EC,
2,22,SIA/UK/IND2/201671/2021,EC-09(77)/2021,"M/S. Demexico Pharmaceuticals Pvt.Ltd. F-48, U.P.S.I.D.C., Selaqui, Dehradun, Uttarakhand 248197",DEMEXICO PHARMACEUTICALS PVT. LTD,EC Granted,EC,
3,23,SIA/UK/MIN/36305/2019,E.C- 01(112)/2019,Dharmanand Painuly,DHARMANAND PAINULY KULALI,Under examination of SEAC manually process,EC,
4,24,SIA/UK/MIN/218047/2021,EC-01(176)/2021,"Sand, Bajari and Boulder Mining Project”, Khasra No: 16435 mi,  Area- 0.39 ha at Village- Bhandharigoun  , Tehsil- Didihat , District- Pithauragrah , Uttarakhand",KMVN,EC Granted,EC,
5,25,SIA/UK/MIS/216377/2021,EC-08(41)/2021,"Environmental Clearance for the Proposed Expansion of Hotel Facility by Constructing Additional Rooms and Installation of Green Insulated DG Set by M/s Sir Bio Tech India Limited Located at Khasra No. 92Ga, 93 & 94 Ka, Village Danio Ka Danda, Tehsil",M/S SIR BIO TECH INDIA LIMITED,EC Granted,EC,
6,26,SIA/UK/MIS/221468/2021,EC-09(85)/2021,"Environmental Clearance for proposed establishment of Hot Mix Plant by M/s AA Constructions at Khata No. 84, Khasra No. 4756 mi (New Khasra no. 1605ka, 1605kha and 1605ga) and Khasra no. 4757 (New Khasra no.1606) at Village – Jamankhata, Pargana Pach",M/S AA CONSTRUCTIONS,EC Granted,EC,
7,27,SIA/UK/MIS/145689/2020,EDS for Ecological Sensitivity Certificate from Ut,"Proposed Hotel Project at Mauza Malsi,Pargana Pachhawa Doon ,District Dehradun.",AMARJEET SINGH & PARVINDER PREET SINGH,Accepted By SS(SEIAA),EC,
8,28,SIA/UK/MIS/61760/2021,,"Sanitary Landfill At Tehsil Joshimath, Chamoli District, Uttarakhand",NAGAR PALIKA PARISHAD JOSHIMATH,Pending at PP due to eds,EC,
9,29,SIA/UK/MIN/143357/2020,EC-1(142)/2020,"Proposed Digging/ Excavation of “Brick Earth” for brick manufacturing from lease area of M/s Royal Bricks Field at Village- Nathu khedi – Manglaur Road, Tehsil - Roorkee, Distt.- Haridwar (Uttarakhand",ROYAL BRICKS FIELD,Delisted,EC,
10,30,SIA/UK/MIN/140824/2020,"EDS for LoI,approved mining plan and Ecological Se",Sirala Soapstone Mine,SIRALA SOAPSTONE MINE,Accepted By SS(SEIAA),EC,
1,31,SIA/UK/MIN/61400/2018,EC-1(26)/2018,"Mining of Proposed Soapstone Mine from Lease Area (4.195 Ha.) at Village-Dayali Kuroli, Tehsil- Dugnakuri, District- Bageshwar, Uttarakhand",JAI  MATA DI MINES,EC Granted,EC,
2,32,SIA/UK/IND2/190828/2020,EC-9(67)/2020,Niharith Pharma Pvt Ltd,NIHARITH PHARMA PVT LID,EC Granted,EC,
3,33,SIA/UK/MIN/134685/2020,E.C- 01(131)/2020,"Proposed Extraction / Collection of Minor Minerals i.e. Sand/Bajri/ Boulder from mine lease area from Mandakini River at Village Amotha, Tehsil & District Rudraprayag, Uttarakhand.",DHARAM PAL SINGH,EC Granted,EC,
4,34,SIA/UK/MIN/61888/2018,EC-1(38)/2018,"Soapstone Mining at Village- Simkhet, Post-Ghinghartola, Tehsil-Bageshwar, District-Bageshwar, Uttarakhand",RP,EC Granted,EC,
5,35,SIA/UK/IND2/43751/2019,E.C- 09(44)/2019,"Environmental Clearance of Proposed installation of Polyurethane (PU) Insulation Unit by M/s Cello Industries at Plot No. – 1, Sector No. – 2, IIE, “SIDCUL”, Ranipur, Haridwar, Uttarakhand",CELLO INDUSTRIES,Under examination of SEAC manually process,EC,
6,36,SIA/UK/MIN/126253/2019,EC-1(116)/2019,Purana Srinagar RBM Project,PRAVEEN SINGH RBM,EC Granted,EC,
7,37,SIA/UK/MIS/253612/2022,EC-09(09)/2022,"Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with DG set by Uttaranchal Stone Crusher (LLP) at Khasra No. 230 Ka Mi, 230 Ka, 223 Ka Mi, 223 Mi, 225, 226, 227 Ka, 230 Ka, Village Abdulapur Kenchiwala, Sahaspu",UTTARANCHAL STONE CRUSHER LLP,EC Granted,EC,
8,38,SIA/UK/NCP/124680/2019,EC-9(47)/2019,Environmental Clearance for Proposed Installation of Hot Mix Plant For M/s M. G. Contractors Pvt. Ltd.,M G CONTRACTORS PVT LTD,Under examination of SEIAA after SEAC,EC,
