,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/TG/MIN/43587/2019,SIA/TG/MIN/43587/2019,Proposed Fullers Earth Quarry of Sri P. Ravi Kumar,SRI P. RAVI KUMAR,Rejection Letter Granted,EC,
1,2,SIA/TG/MIS/148873/2020,SIA/TG/MIS/148873/2020,M/s Venkateshwara Enterprises.,M/S VENKATESHWARA ENTERPRISES.,EC Granted,EC,
2,3,SIA/TG/MIN/148946/2020,SIA/TG/MIN/148946/2020,Sri Kadari Ramesh,SRI KADARI  RAMESH,Rejection Letter Granted,EC,
3,4,SIA/TG/MIN/164437/2020,SIA/TG/MIN/164437/2020,M/s Vinayaka Enterprises,M/S VINAYAKA ENTERPRISES,EC Granted,EC,
4,5,SIA/TG/MIN/40920/2019,SIA/TG/MIN/40920/2019,M/s Sai Metals,M/S SAI METALS,EC Granted,EC,
5,6,SIA/TG/MIN/58207/2016,,"M/S PIONEER TORSTEELS MILLS PVT. LTD.,[LATERITE MINE-14.561 HECT]",PIONEER TORSTEELS MILLS PVT LTD,Delisted,EC,
6,7,SIA/TG/MIN/35188/1900,SIA/TG/MIN/35188/1900,M/s. Sri Laxmi Metals & Builders,M/S. SRI LAXMI METALS & BUILDERS,EC Granted,EC,
7,8,SIA/TG/MIN/62920/2017,SIA/TG/MIN/62920/2017,"M/s.Srimex Mines & Minerals,Quartz & Feldspar Mine,Sy No:22 of Cheepununthala (V),Talakondapalli (M),Mahabubnagar (D).TS.",MS SRIMEX MINES AND MINERALS,Delisted,EC,
8,9,SIA/TG/MIN/72610/2018,SIA/TG/MIN/72610/2018,M/s. Grace Granites,M/S. GRACE GRANITES,EC Granted - Processed offline,EC,
9,10,SIA/TG/MIN/74340/2018,,M/s. Star Industries,M/S. STAR INDUSTRIES,Delisted,EC,
0,11,SIA/TG/MIN/170548/2020,SIA/TG/MIN/170548/2020,Sri D. Manohar Rao,SRI D. MANOHAR RAO,EC Granted,EC,
1,12,SIA/TG/MIS/188521/2020,SIA/TG/MIS/188521/2020,M/s Cybercity Hallmark Projects,CYBERCITY HALLMARK PROJECTS,EC Granted,EC,
