,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/BR/MIN/58738/2016,SIA/1(a)/297/16,"Sand Mining project of Balu Ghat, Lakri Dhahi, Jagarnath Mishra Nagar & Bhagwatipur  Ghat  on  River  Burhi Gandak Dist- Muzaffarpur,State Bihar",UMESH KUMAR,Delisted,EC,
2,2,SIA/BR/MIN/135898/2020,,Super Prakash Bricks Soil Brick Mining project,DHIRENDRA KUMAR,Delisted,EC,
3,3,SIA/BR/MIN/41235/2019,SIA/1(a)/588/18,Auraia Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
4,4,SIA/BR/MIN/41127/2019,SIA/1(a)/578/18,Gausala Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
5,5,SIA/BR/IND2/253126/2022,SIA/1(b)/2037/2022,Exploratory drilling of One well in OALP BLOCK GV-ONHP-2021/1,"HSE, FRONTIER BASINS, ONGC, DEHRADUN",EC Granted,EC,
6,6,SIA/BR/MIS/273978/2022,SIA/8(a)/2034/2022,"Proposed Residential Building “Gulabi Mega City” at Mauza- Danapur Sahjadpur, Thana- Danapur Sultanpur, District- Patna, State- Bihar",GULABI MEGA CONSTRUCTION PRIVATE LIMITED,EC Granted,EC,
7,7,SIA/BR/MIN/148587/2020,,M/s Ganga-2 Bricks,M/S GANGA-2 BRICKS,Delisted,EC,
8,8,SIA/BR/MIN/30965/2019,SIA/1(a)/581/18,kendih Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
9,9,SIA/BR/MIN/34574/2019,,Proposed Sand Mining Project of area 5.0 ha at Madharapur  Bholanath Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,
10,10,SIA/BR/MIN/34603/2019,,Proposed Sand Mining Project of area  4.90  ha at  Nauranga  Vishanpur Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,
1,11,SIA/BR/MIN/66265/2017,SIA/1(a)/569/18,Sand Mining Project Jugdi Sand Ghat on Barnar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
2,12,SIA/BR/MIN/66278/2017,,Sand Mining Project at Raksha Oriya Sand Ghat on Jhanjhi River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
3,13,SIA/BR/MIN/66279/2017,,Sand Mining Project at Tetrahat Sand Ghat (Block No-12) on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
4,14,SIA/BR/MIN/137970/2020,,M/S GOPAL BRICKS,M/S GOPAL BRICKS,Delisted,EC,
5,15,SIA/BR/MIN/42101/2019,,Garhi Bisanpur Sand Ghat Mining Project of Area 24.0 Ha District Lakhisarai Bihar on Kiul River.,WESTLINK TRADING PRIVATE LIMITED,Pending at PP due to eds,EC,
